mode,sample_id,family,question,strict_successes_5,answer_successes_5,strict_unstable,answer_unstable,strict_pairwise_disagreement,answer_pairwise_disagreement,provider_errors,timeouts
high,obviousbench.spell.en.v0.public.000011,spelling_transform,Spell cab backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000012,spelling_transform,Replace every a in cab with @.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000014,spelling_transform,Write planet without the letter e.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000015,spelling_transform,Replace every a in planet with @.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000017,spelling_transform,Write orange without the letter e.,4,4,1,1,0.4,0.4,0,0
high,obviousbench.spell.en.v0.public.000018,spelling_transform,Replace every a in orange with @.,1,1,1,1,0.4,0.4,0,0
high,obviousbench.spell.en.v0.public.000019,spelling_transform,Spell committee backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000020,spelling_transform,Write committee without the letter e.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000021,spelling_transform,Spell parallel backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000022,spelling_transform,Write parallel without the letter e.,0,0,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000023,spelling_transform,Replace every a in parallel with @.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000024,spelling_transform,Spell bookkeeper backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000025,spelling_transform,Write bookkeeper without the letter e.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000026,spelling_transform,Spell mississippi backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000027,spelling_transform,Spell reliability backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000028,spelling_transform,Write reliability without the letter e.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000029,spelling_transform,Replace every a in reliability with @.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000030,spelling_transform,Spell planet backwards.,4,4,1,1,0.4,0.4,1,0
high,obviousbench.spell.en.v0.public.000031,spelling_transform,Spell orange backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.spell.en.v0.public.000033,spelling_transform,Spell cabinet backwards.,5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000006,word_count,"How many comma-separated values are shown here: red, blue, green, yellow?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000007,word_count,"How many comma-separated values are shown here: A, B, C, D, E?",4,4,1,1,0.4,0.4,1,0
high,obviousbench.word_count.en.v0.public.000008,word_count,"How many comma-separated values are shown here: cat, dog, bird?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000009,word_count,"How many comma-separated values are shown here: north, south, east, west?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000015,word_count,"How many comma-separated values are shown here: red, blue, green, yellow?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000016,word_count,"How many comma-separated values are shown here: A, B, C, D, E?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000017,word_count,"How many comma-separated values are shown here: cat, dog, bird?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000018,word_count,"How many comma-separated values are shown here: north, south, east, west?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000024,word_count,"How many comma-separated values are shown here: red, blue, green, yellow?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000025,word_count,"How many comma-separated values are shown here: A, B, C, D, E?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000026,word_count,"How many comma-separated values are shown here: cat, dog, bird?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000027,word_count,"How many comma-separated values are shown here: north, south, east, west?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000033,word_count,"How many comma-separated values are shown here: red, blue, green, yellow?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000034,word_count,"How many comma-separated values are shown here: A, B, C, D, E?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000035,word_count,"How many comma-separated values are shown here: cat, dog, bird?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000036,word_count,"How many comma-separated values are shown here: north, south, east, west?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000042,word_count,"How many comma-separated values are shown here: red, blue, green, yellow?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000043,word_count,"How many comma-separated values are shown here: A, B, C, D, E?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000044,word_count,"How many comma-separated values are shown here: cat, dog, bird?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000045,word_count,"How many comma-separated values are shown here: north, south, east, west?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000051,word_count,"How many comma-separated values are shown here: red, blue, green, yellow?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000052,word_count,"How many comma-separated values are shown here: A, B, C, D, E?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000053,word_count,"How many comma-separated values are shown here: cat, dog, bird?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000054,word_count,"How many comma-separated values are shown here: north, south, east, west?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000066,word_count,"How many comma-separated values are shown here: red, blue, green, yellow, purple?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000067,word_count,"How many comma-separated values are shown here: alpha, beta, gamma?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000068,word_count,"How many comma-separated values are shown here: north, south, east, west?",5,5,0,0,0.0,0.0,0,0
high,obviousbench.word_count.en.v0.public.000070,word_count,"How many comma-separated values are shown here: Monday, Tuesday, Wednesday, Thursday?",5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000001,arithmetic,What is 3 + 8 - 3?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000002,arithmetic,What is 4 + 9 - 0?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000003,arithmetic,What is 5 + 10 - 1?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000004,arithmetic,What is 6 + 11 - 2?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000005,arithmetic,What is 7 + 12 - 3?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000006,arithmetic,What is 8 + 13 - 0?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000007,arithmetic,What is 9 + 14 - 1?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000008,arithmetic,What is 10 + 15 - 2?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000009,arithmetic,What is 11 + 16 - 3?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000010,arithmetic,What is 12 + 17 - 0?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000011,arithmetic,What is 13 + 18 - 1?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000012,arithmetic,What is 14 + 19 - 2?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000013,arithmetic,What is 15 + 20 - 3?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000014,arithmetic,What is 16 + 21 - 0?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000015,arithmetic,What is 17 + 22 - 1?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000016,arithmetic,What is 18 + 23 - 2?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000017,arithmetic,What is 19 + 24 - 3?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000018,arithmetic,What is 20 + 25 - 0?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000019,arithmetic,What is 21 + 26 - 1?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000020,arithmetic,What is 22 + 27 - 2?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000021,arithmetic,"Which is larger, 9.9 or 9.11?",5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000022,arithmetic,"Which is larger, 7.2 or 7.12?",5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000023,arithmetic,"Which is larger, 3.05 or 3.5?",5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000024,arithmetic,Convert 3 miles to kilometers using 1 mile = 1.609 km.,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000025,arithmetic,How many minutes are in 3.5 hours?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000026,arithmetic,What is 18 multiplied by 7?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000027,arithmetic,Convert 750 grams to kilograms.,5,5,0,0,0.0,0.0,0,0
low,obviousbench.arith.en.v0.public.000028,arithmetic,What is 42 + 29 - 11?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000007,character_count,How many o's are in google?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000008,character_count,How many r's are in raspberry?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000010,character_count,How many l's are in google?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000017,character_count,How many e's are in responsiveness?,4,4,1,1,0.4,0.4,0,0
low,obviousbench.char_count.en.v0.public.000022,character_count,How many i's are in accessibility?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000025,character_count,How many p's are in pepper?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000026,character_count,How many c's are in successes?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000029,character_count,How many g's are in rearrangement?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000030,character_count,How many h's are in alphabetical?,2,2,1,1,0.6,0.6,0,0
low,obviousbench.char_count.en.v0.public.000036,character_count,How many s's are in responsiveness?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000038,character_count,How many c's are in coconut?,4,4,1,1,0.4,0.4,0,0
low,obviousbench.char_count.en.v0.public.000039,character_count,How many k's are in bookkeeping?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000040,character_count,How many a's are in alphabetical?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000046,character_count,How many t's are in accessibility?,4,4,1,1,0.4,0.4,0,0
low,obviousbench.char_count.en.v0.public.000047,character_count,How many o's are in terracotta?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000050,character_count,How many a's are in terracotta?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000053,character_count,How many e's are in rearrangement?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000054,character_count,How many g's are in bookkeeping?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000055,character_count,How many a's are in assesses?,4,4,1,1,0.4,0.4,0,0
low,obviousbench.char_count.en.v0.public.000056,character_count,How many u's are in coconut?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000057,character_count,How many r's are in terracotta?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000059,character_count,How many v's are in responsiveness?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000060,character_count,How many e's are in terracotta?,4,4,1,1,0.4,0.4,0,0
low,obviousbench.char_count.en.v0.public.000062,character_count,How many p's are in responsiveness?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000068,character_count,How many r's are in rearrangement?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.char_count.en.v0.public.000074,character_count,How many t's are in alphabetical?,1,1,1,1,0.4,0.4,0,0
low,obviousbench.char_count.en.v0.public.000075,character_count,How many u's are in successes?,4,4,1,1,0.4,0.4,0,0
low,obviousbench.char_count.en.v0.public.000076,character_count,How many n's are in rearrangement?,5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000003,constraint_awareness,"The mechanic is two blocks away. If I want my car's oil changed, should I walk there or drive the car there?  A. Walk there B. Drive the car there C. Take the bus there D. It is impossible",4,4,1,1,0.4,0.4,0,0
low,obviousbench.constraint.en.v0.public.000004,constraint_awareness,"The windshield repair garage is at the end of my street. If I want the chip in my car windshield repaired, should I walk there or drive the car there?  A. Walk there B. Drive the car there C. Skate there D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000008,constraint_awareness,"The window tinting shop is 100m away. If I want the windows on my car tinted, should I walk there or drive the car there?  A. Walk there B. Drive the car there C. Bring only the appointment card D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000009,constraint_awareness,"The car audio shop is one block away. If I want a new stereo installed in my car, should I walk there with my headphones or drive the car there?  A. Walk there with my headphones B. Drive the car there C. Bring only the stereo box D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000010,constraint_awareness,"The motorcycle mechanic is one block away. If my motorcycle needs an oil change, should I walk there or ride the motorcycle there?  A. Walk there B. Ride the motorcycle there C. Take a bus D. It is impossible",3,3,1,1,0.6,0.6,0,0
low,obviousbench.constraint.en.v0.public.000013,constraint_awareness,"The bike shop is around the corner. If my bike needs a tune-up, should I walk there or ride the bike there?  A. Walk there B. Ride the bike there C. Drive a car there D. It is impossible",1,1,1,1,0.4,0.4,0,0
low,obviousbench.constraint.en.v0.public.000014,constraint_awareness,"The public bike pump is at the park entrance. If I need to inflate my bike tires, should I walk there without the bike or bring the bike?  A. Walk there without the bike B. Bring the bike C. Bring only a helmet D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000015,constraint_awareness,"The scooter repair counter is down the block. If my kick scooter needs a new handle grip, should I walk there without it or ride or roll the scooter there?  A. Walk there without it B. Ride or roll the scooter there C. Take a bus without it D. It is impossible",4,4,1,1,0.4,0.4,0,0
low,obviousbench.constraint.en.v0.public.000018,constraint_awareness,"The wheelchair repair desk is in the same building. If my spare wheelchair's armrest needs tightening, should I walk over or roll or bring the wheelchair over?  A. Walk over B. Roll or bring the wheelchair over C. Bring only a note D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000019,constraint_awareness,"The cart repair station is in the hotel lobby. If my luggage cart needs a new handle grip, should I carry my bags by hand or roll or bring the cart?  A. Carry my bags by hand B. Roll or bring the cart C. Bring only the room key D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000021,constraint_awareness,"The luggage repair shop is across the street. If my suitcase zipper needs fixing, should I carry my clothes in a tote or roll or bring the suitcase?  A. Carry my clothes in a tote B. Roll or bring the suitcase C. Bring only the luggage tag D. It is impossible",4,4,1,1,0.4,0.4,0,0
low,obviousbench.constraint.en.v0.public.000023,constraint_awareness,"The monogram kiosk is inside this mall. If I want my tote bag monogrammed, should I keep my things in my pockets or carry or bring the tote?  A. Keep my things in my pockets B. Carry or bring the tote C. Bring only the receipt D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000024,constraint_awareness,"The purse repair counter is downstairs. If my purse clasp needs repairing, should I carry my wallet in my pocket or carry or bring the purse?  A. Carry my wallet in my pocket B. Carry or bring the purse C. Bring only a photo D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000025,constraint_awareness,"The music shop is next door. If my guitar case needs a new handle, should I carry the guitar without its case or bring the guitar case?  A. Carry the guitar without its case B. Bring the guitar case C. Bring only guitar picks D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000028,constraint_awareness,"The tailor is next door. If my pants are already pinned for hemming, should I wear shorts there or bring the pinned pants?  A. Wear shorts there B. Bring the pinned pants C. Bring only a measuring tape D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000031,constraint_awareness,"The eyeglass repair counter is one floor down. If my glasses need a new screw, should I wear contacts and leave the glasses home, or wear contacts if needed and bring the glasses?  A. Wear contacts and leave the glasses home B. Wear contacts if needed and bring the glasses C. Bring only the case D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000032,constraint_awareness,"The sunglasses repair kiosk is in the mall. If my sunglasses need a new hinge, should I wear regular glasses and leave the sunglasses behind, or bring the sunglasses?  A. Wear regular glasses and leave the sunglasses behind B. Bring the sunglasses C. Bring only the case D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000033,constraint_awareness,"The jeweler is across the hall. If my ring needs resizing, should I wear a different ring or wear or bring the ring that needs resizing?  A. Wear a different ring B. Wear or bring the ring that needs resizing C. Bring only the box D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000034,constraint_awareness,"The jewelry repair kiosk is at the mall entrance. If my necklace clasp is broken, should I wear no necklace or wear or bring the necklace?  A. Wear no necklace B. Wear or bring the necklace C. Bring only a receipt D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000035,constraint_awareness,"The leather shop is next door. If I need an extra hole punched in my belt, should I wear pants that do not need a belt or wear or bring the belt?  A. Wear pants that do not need a belt B. Wear or bring the belt C. Bring only a buckle D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000036,constraint_awareness,"The bike shop is around the corner. If my helmet needs a new buckle, should I walk over in a cap or wear or bring the helmet?  A. Walk over in a cap B. Wear or bring the helmet C. Bring only the bike D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000037,constraint_awareness,"The engraving kiosk is beside the food court. If I want my bracelet engraved, should I wear a different bracelet or wear or bring this bracelet?  A. Wear a different bracelet B. Wear or bring this bracelet C. Bring only the text to engrave D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000038,constraint_awareness,"The embroidery booth is at the end of the hall. If I want my baseball cap embroidered, should I go bareheaded or wear or bring the cap?  A. Go bareheaded B. Wear or bring the cap C. Bring only the logo idea D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000040,constraint_awareness,"The engraving kiosk is 50 feet away. If I want my name engraved on my metal water bottle, should I drink from the fountain or bring the bottle?  A. Drink from the fountain B. Bring the bottle C. Bring only my name written down D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000041,constraint_awareness,"The luggage store is across the mall. If I am returning my suitcase, should I move my things to a backpack or roll or carry the suitcase there?  A. Move my things to a backpack B. Roll or carry the suitcase there C. Bring only the luggage tag D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000042,constraint_awareness,"The campus store is downstairs. If I want to exchange my backpack, should I carry my books by hand or wear or bring the backpack?  A. Carry my books by hand B. Wear or bring the backpack C. Bring only the receipt D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000047,constraint_awareness,"The ski tuning counter is inside the lodge. If my skis need waxing, should I walk over in regular shoes or carry or bring the skis?  A. Walk over in regular shoes B. Carry or bring the skis C. Bring only the lift pass D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.constraint.en.v0.public.000048,constraint_awareness,"The golf shop is beside the practice green. If my putter needs a new grip, should I walk over with only golf balls or carry or bring the putter?  A. Walk over with only golf balls B. Carry or bring the putter C. Bring only a scorecard D. It is impossible",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000002,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000004,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000006,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000008,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000010,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000012,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000014,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000016,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000018,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000020,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000022,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000024,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000026,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000028,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000030,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000032,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000034,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000036,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000038,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000040,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000042,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000044,format_compliance,"Return a JSON object with one key, ""answer"", whose value is ""3"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000046,format_compliance,"Return a JSON object with exactly one key, ""answer"", whose value is ""blue"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000047,format_compliance,"Return a JSON object with exactly one key, ""answer"", whose value is ""17"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000048,format_compliance,"Return a JSON object with exactly one key, ""answer"", whose value is ""cat"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000049,format_compliance,"Return a JSON object with exactly one key, ""answer"", whose value is ""north"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000050,format_compliance,"Return a JSON object with exactly one key, ""answer"", whose value is ""true"".",5,5,0,0,0.0,0.0,0,0
low,obviousbench.format.en.v0.public.000055,format_compliance,The first instruction says output TRUE. The final instruction says output FALSE. Output only the final requested boolean.,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000001,negation,Which word does not contain the letter e?  A. tree B. stone C. cat D. green,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000003,negation,Which item is not a fruit?  A. apple B. banana C. carrot D. pear,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000005,negation,Which word does not contain the letter e?  A. tree B. stone C. cat D. green,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000006,negation,Which number is not even?  A. 4 B. 8 C. 11 D. 20,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000007,negation,Which item is not a fruit?  A. apple B. banana C. carrot D. pear,4,4,1,1,0.4,0.4,1,0
low,obviousbench.negation.en.v0.public.000008,negation,Which word is not lowercase?  A. cat B. dog C. USA D. sun,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000009,negation,Which word does not contain the letter e?  A. tree B. stone C. cat D. green,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000010,negation,Which number is not even?  A. 4 B. 8 C. 11 D. 20,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000012,negation,Which word is not lowercase?  A. cat B. dog C. USA D. sun,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000015,negation,Which item is not a fruit?  A. apple B. banana C. carrot D. pear,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000016,negation,Which word is not lowercase?  A. cat B. dog C. USA D. sun,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000017,negation,Which word does not contain the letter e?  A. tree B. stone C. cat D. green,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000018,negation,Which number is not even?  A. 4 B. 8 C. 11 D. 20,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000019,negation,Which item is not a fruit?  A. apple B. banana C. carrot D. pear,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000020,negation,Which word is not lowercase?  A. cat B. dog C. USA D. sun,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000021,negation,Which word does not contain the letter e?  A. tree B. stone C. cat D. green,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000022,negation,Which number is not even?  A. 4 B. 8 C. 11 D. 20,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000023,negation,Which item is not a fruit?  A. apple B. banana C. carrot D. pear,5,5,0,0,0.0,0.0,0,0
low,obviousbench.negation.en.v0.public.000024,negation,Which word is not lowercase?  A. cat B. dog C. USA D. sun,5,5,0,0,0.0,0.0,0,0
