id,label,provider_route,inspect_model,model_id,thinking_depth,control_style,input_price_per_mtok_usd,output_price_per_mtok_usd,reasoning_price_per_mtok_usd,configured_reasoning_tokens_per_sample,estimated_reasoning_tokens_per_sample,calibration_source,estimated_cost_usd,estimated_cost_per_sample_usd,pricing_source,cost_warnings
openrouter-openai-gpt-5-4-image-2-none,OpenAI: GPT-5.4 Image 2 none,openrouter,openrouter/openai/gpt-5.4-image-2,openai/gpt-5.4-image-2,none,openrouter_reasoning_effort,8,15,15,0,0,measured_usage_with_conservative_buffer:openai,0.036072,0.0004509,openrouter_models_api,
openrouter-openai-gpt-5-4-image-2-low,OpenAI: GPT-5.4 Image 2 low,openrouter,openrouter/openai/gpt-5.4-image-2,openai/gpt-5.4-image-2,low,openrouter_reasoning_effort,8,15,15,512,64,measured_usage_with_conservative_buffer:openai,0.112872,0.0014109,openrouter_models_api,
openrouter-openai-gpt-5-4-image-2-medium,OpenAI: GPT-5.4 Image 2 medium,openrouter,openrouter/openai/gpt-5.4-image-2,openai/gpt-5.4-image-2,medium,openrouter_reasoning_effort,8,15,15,2048,96,measured_usage_with_conservative_buffer:openai,0.151272,0.0018909,openrouter_models_api,
openrouter-openai-gpt-5-4-image-2-high,OpenAI: GPT-5.4 Image 2 high,openrouter,openrouter/openai/gpt-5.4-image-2,openai/gpt-5.4-image-2,high,openrouter_reasoning_effort,8,15,15,8192,160,measured_usage_with_conservative_buffer:openai,0.228072,0.0028509,openrouter_models_api,
openrouter-openai-gpt-5-4-image-2-xhigh,OpenAI: GPT-5.4 Image 2 xhigh,openrouter,openrouter/openai/gpt-5.4-image-2,openai/gpt-5.4-image-2,xhigh,openrouter_reasoning_effort,8,15,15,16384,320,measured_usage_with_conservative_buffer:openai,0.420072,0.0052509,openrouter_models_api,
openrouter-openai-gpt-5-4-nano-none,OpenAI: GPT-5.4 Nano none,openrouter,openrouter/openai/gpt-5.4-nano,openai/gpt-5.4-nano,none,openrouter_reasoning_effort,0.2,1.25,1.25,0,0,measured_usage_with_conservative_buffer:openai,0.0014618,0.00001827,openrouter_models_api,
openrouter-openai-gpt-5-4-nano-low,OpenAI: GPT-5.4 Nano low,openrouter,openrouter/openai/gpt-5.4-nano,openai/gpt-5.4-nano,low,openrouter_reasoning_effort,0.2,1.25,1.25,512,64,measured_usage_with_conservative_buffer:openai,0.0078618,0.00009827,openrouter_models_api,
openrouter-openai-gpt-5-4-nano-medium,OpenAI: GPT-5.4 Nano medium,openrouter,openrouter/openai/gpt-5.4-nano,openai/gpt-5.4-nano,medium,openrouter_reasoning_effort,0.2,1.25,1.25,2048,96,measured_usage_with_conservative_buffer:openai,0.0110618,0.00013827,openrouter_models_api,
openrouter-openai-gpt-5-4-nano-high,OpenAI: GPT-5.4 Nano high,openrouter,openrouter/openai/gpt-5.4-nano,openai/gpt-5.4-nano,high,openrouter_reasoning_effort,0.2,1.25,1.25,8192,160,measured_usage_with_conservative_buffer:openai,0.0174618,0.00021827,openrouter_models_api,
openrouter-openai-gpt-5-4-nano-xhigh,OpenAI: GPT-5.4 Nano xhigh,openrouter,openrouter/openai/gpt-5.4-nano,openai/gpt-5.4-nano,xhigh,openrouter_reasoning_effort,0.2,1.25,1.25,16384,320,measured_usage_with_conservative_buffer:openai,0.0334618,0.00041827,openrouter_models_api,
openrouter-openai-gpt-5-4-mini-none,OpenAI: GPT-5.4 Mini none,openrouter,openrouter/openai/gpt-5.4-mini,openai/gpt-5.4-mini,none,openrouter_reasoning_effort,0.75,4.5,4.5,0,0,measured_usage_with_conservative_buffer:openai,0.00536175,0.00006702,openrouter_models_api,
openrouter-openai-gpt-5-4-mini-low,OpenAI: GPT-5.4 Mini low,openrouter,openrouter/openai/gpt-5.4-mini,openai/gpt-5.4-mini,low,openrouter_reasoning_effort,0.75,4.5,4.5,512,64,measured_usage_with_conservative_buffer:openai,0.02840175,0.00035502,openrouter_models_api,
openrouter-openai-gpt-5-4-mini-medium,OpenAI: GPT-5.4 Mini medium,openrouter,openrouter/openai/gpt-5.4-mini,openai/gpt-5.4-mini,medium,openrouter_reasoning_effort,0.75,4.5,4.5,2048,96,measured_usage_with_conservative_buffer:openai,0.03992175,0.00049902,openrouter_models_api,
openrouter-openai-gpt-5-4-mini-high,OpenAI: GPT-5.4 Mini high,openrouter,openrouter/openai/gpt-5.4-mini,openai/gpt-5.4-mini,high,openrouter_reasoning_effort,0.75,4.5,4.5,8192,160,measured_usage_with_conservative_buffer:openai,0.06296175,0.00078702,openrouter_models_api,
openrouter-openai-gpt-5-4-mini-xhigh,OpenAI: GPT-5.4 Mini xhigh,openrouter,openrouter/openai/gpt-5.4-mini,openai/gpt-5.4-mini,xhigh,openrouter_reasoning_effort,0.75,4.5,4.5,16384,320,measured_usage_with_conservative_buffer:openai,0.12056175,0.00150702,openrouter_models_api,
openrouter-openai-gpt-5-4-none,OpenAI: GPT-5.4 none,openrouter,openrouter/openai/gpt-5.4,openai/gpt-5.4,none,openrouter_reasoning_effort,2.5,15,15,0,0,measured_usage_with_conservative_buffer:openai,0.0178725,0.00022341,openrouter_models_api,
openrouter-openai-gpt-5-4-low,OpenAI: GPT-5.4 low,openrouter,openrouter/openai/gpt-5.4,openai/gpt-5.4,low,openrouter_reasoning_effort,2.5,15,15,512,64,measured_usage_with_conservative_buffer:openai,0.0946725,0.00118341,openrouter_models_api,
openrouter-openai-gpt-5-4-medium,OpenAI: GPT-5.4 medium,openrouter,openrouter/openai/gpt-5.4,openai/gpt-5.4,medium,openrouter_reasoning_effort,2.5,15,15,2048,96,measured_usage_with_conservative_buffer:openai,0.1330725,0.00166341,openrouter_models_api,
openrouter-openai-gpt-5-4-high,OpenAI: GPT-5.4 high,openrouter,openrouter/openai/gpt-5.4,openai/gpt-5.4,high,openrouter_reasoning_effort,2.5,15,15,8192,160,measured_usage_with_conservative_buffer:openai,0.2098725,0.00262341,openrouter_models_api,
openrouter-openai-gpt-5-4-xhigh,OpenAI: GPT-5.4 xhigh,openrouter,openrouter/openai/gpt-5.4,openai/gpt-5.4,xhigh,openrouter_reasoning_effort,2.5,15,15,16384,320,measured_usage_with_conservative_buffer:openai,0.4018725,0.00502341,openrouter_models_api,
openrouter-openai-gpt-5-2-codex-none,OpenAI: GPT-5.2-Codex none,openrouter,openrouter/openai/gpt-5.2-codex,openai/gpt-5.2-codex,none,openrouter_reasoning_effort,1.75,14,14,0,0,measured_usage_with_conservative_buffer:openai,0.01475075,0.00018438,openrouter_models_api,
openrouter-openai-gpt-5-2-codex-low,OpenAI: GPT-5.2-Codex low,openrouter,openrouter/openai/gpt-5.2-codex,openai/gpt-5.2-codex,low,openrouter_reasoning_effort,1.75,14,14,512,64,measured_usage_with_conservative_buffer:openai,0.08643075,0.00108038,openrouter_models_api,
openrouter-openai-gpt-5-2-codex-medium,OpenAI: GPT-5.2-Codex medium,openrouter,openrouter/openai/gpt-5.2-codex,openai/gpt-5.2-codex,medium,openrouter_reasoning_effort,1.75,14,14,2048,96,measured_usage_with_conservative_buffer:openai,0.12227075,0.00152838,openrouter_models_api,
openrouter-openai-gpt-5-2-codex-high,OpenAI: GPT-5.2-Codex high,openrouter,openrouter/openai/gpt-5.2-codex,openai/gpt-5.2-codex,high,openrouter_reasoning_effort,1.75,14,14,8192,160,measured_usage_with_conservative_buffer:openai,0.19395075,0.00242438,openrouter_models_api,
openrouter-openai-gpt-5-2-codex-xhigh,OpenAI: GPT-5.2-Codex xhigh,openrouter,openrouter/openai/gpt-5.2-codex,openai/gpt-5.2-codex,xhigh,openrouter_reasoning_effort,1.75,14,14,16384,320,measured_usage_with_conservative_buffer:openai,0.37315075,0.00466438,openrouter_models_api,
openrouter-openai-gpt-5-2-none,OpenAI: GPT-5.2 none,openrouter,openrouter/openai/gpt-5.2,openai/gpt-5.2,none,openrouter_reasoning_effort,1.75,14,14,0,0,measured_usage_with_conservative_buffer:openai,0.01475075,0.00018438,openrouter_models_api,
openrouter-openai-gpt-5-2-low,OpenAI: GPT-5.2 low,openrouter,openrouter/openai/gpt-5.2,openai/gpt-5.2,low,openrouter_reasoning_effort,1.75,14,14,512,64,measured_usage_with_conservative_buffer:openai,0.08643075,0.00108038,openrouter_models_api,
openrouter-openai-gpt-5-2-medium,OpenAI: GPT-5.2 medium,openrouter,openrouter/openai/gpt-5.2,openai/gpt-5.2,medium,openrouter_reasoning_effort,1.75,14,14,2048,96,measured_usage_with_conservative_buffer:openai,0.12227075,0.00152838,openrouter_models_api,
openrouter-openai-gpt-5-2-high,OpenAI: GPT-5.2 high,openrouter,openrouter/openai/gpt-5.2,openai/gpt-5.2,high,openrouter_reasoning_effort,1.75,14,14,8192,160,measured_usage_with_conservative_buffer:openai,0.19395075,0.00242438,openrouter_models_api,
openrouter-openai-gpt-5-2-xhigh,OpenAI: GPT-5.2 xhigh,openrouter,openrouter/openai/gpt-5.2,openai/gpt-5.2,xhigh,openrouter_reasoning_effort,1.75,14,14,16384,320,measured_usage_with_conservative_buffer:openai,0.37315075,0.00466438,openrouter_models_api,
openrouter-openai-gpt-5-image-mini-minimal,OpenAI: GPT-5 Image Mini minimal,openrouter,openrouter/openai/gpt-5-image-mini,openai/gpt-5-image-mini,minimal,openrouter_reasoning_effort,2.5,2,2,64,16,measured_usage_with_conservative_buffer:openai,0.0121125,0.00015141,openrouter_models_api,
openrouter-openai-gpt-5-image-mini-low,OpenAI: GPT-5 Image Mini low,openrouter,openrouter/openai/gpt-5-image-mini,openai/gpt-5-image-mini,low,openrouter_reasoning_effort,2.5,2,2,512,64,measured_usage_with_conservative_buffer:openai,0.0197925,0.00024741,openrouter_models_api,
openrouter-openai-gpt-5-image-mini-medium,OpenAI: GPT-5 Image Mini medium,openrouter,openrouter/openai/gpt-5-image-mini,openai/gpt-5-image-mini,medium,openrouter_reasoning_effort,2.5,2,2,2048,96,measured_usage_with_conservative_buffer:openai,0.0249125,0.00031141,openrouter_models_api,
openrouter-openai-gpt-5-image-mini-high,OpenAI: GPT-5 Image Mini high,openrouter,openrouter/openai/gpt-5-image-mini,openai/gpt-5-image-mini,high,openrouter_reasoning_effort,2.5,2,2,8192,160,measured_usage_with_conservative_buffer:openai,0.0351525,0.00043941,openrouter_models_api,
openrouter-openai-gpt-5-image-minimal,OpenAI: GPT-5 Image minimal,openrouter,openrouter/openai/gpt-5-image,openai/gpt-5-image,minimal,openrouter_reasoning_effort,10,10,10,64,16,measured_usage_with_conservative_buffer:openai,0.05229,0.00065363,openrouter_models_api,
openrouter-openai-gpt-5-image-low,OpenAI: GPT-5 Image low,openrouter,openrouter/openai/gpt-5-image,openai/gpt-5-image,low,openrouter_reasoning_effort,10,10,10,512,64,measured_usage_with_conservative_buffer:openai,0.09069,0.00113363,openrouter_models_api,
openrouter-openai-gpt-5-image-medium,OpenAI: GPT-5 Image medium,openrouter,openrouter/openai/gpt-5-image,openai/gpt-5-image,medium,openrouter_reasoning_effort,10,10,10,2048,96,measured_usage_with_conservative_buffer:openai,0.11629,0.00145363,openrouter_models_api,
openrouter-openai-gpt-5-image-high,OpenAI: GPT-5 Image high,openrouter,openrouter/openai/gpt-5-image,openai/gpt-5-image,high,openrouter_reasoning_effort,10,10,10,8192,160,measured_usage_with_conservative_buffer:openai,0.16749,0.00209362,openrouter_models_api,
openrouter-openai-o3-deep-research-low,OpenAI: o3 Deep Research low_budget_512,openrouter,openrouter/openai/o3-deep-research,openai/o3-deep-research,low,openrouter_reasoning_max_tokens,10,40,40,512,64,measured_usage_with_conservative_buffer:openai,0.26349,0.00329363,openrouter_models_api,
openrouter-openai-o3-deep-research-medium,OpenAI: o3 Deep Research medium_budget_2048,openrouter,openrouter/openai/o3-deep-research,openai/o3-deep-research,medium,openrouter_reasoning_max_tokens,10,40,40,2048,96,measured_usage_with_conservative_buffer:openai,0.36589,0.00457362,openrouter_models_api,
openrouter-openai-o3-deep-research-high,OpenAI: o3 Deep Research high_budget_8192,openrouter,openrouter/openai/o3-deep-research,openai/o3-deep-research,high,openrouter_reasoning_max_tokens,10,40,40,8192,160,measured_usage_with_conservative_buffer:openai,0.57069,0.00713363,openrouter_models_api,
openrouter-openai-o4-mini-deep-research-low,OpenAI: o4 Mini Deep Research low_budget_512,openrouter,openrouter/openai/o4-mini-deep-research,openai/o4-mini-deep-research,low,openrouter_reasoning_max_tokens,2,8,8,512,64,measured_usage_with_conservative_buffer:openai,0.052698,0.00065872,openrouter_models_api,
openrouter-openai-o4-mini-deep-research-medium,OpenAI: o4 Mini Deep Research medium_budget_2048,openrouter,openrouter/openai/o4-mini-deep-research,openai/o4-mini-deep-research,medium,openrouter_reasoning_max_tokens,2,8,8,2048,96,measured_usage_with_conservative_buffer:openai,0.073178,0.00091473,openrouter_models_api,
openrouter-openai-o4-mini-deep-research-high,OpenAI: o4 Mini Deep Research high_budget_8192,openrouter,openrouter/openai/o4-mini-deep-research,openai/o4-mini-deep-research,high,openrouter_reasoning_max_tokens,2,8,8,8192,160,measured_usage_with_conservative_buffer:openai,0.114138,0.00142672,openrouter_models_api,
openrouter-anthropic-claude-opus-4-8-low,Anthropic: Claude Opus 4.8 low_budget_512,openrouter,openrouter/anthropic/claude-opus-4.8,anthropic/claude-opus-4.8,low,openrouter_reasoning_max_tokens,5,25,25,512,16,measured_usage_with_conservative_buffer:anthropic,0.064545,0.00080681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-8-medium,Anthropic: Claude Opus 4.8 medium_budget_2048,openrouter,openrouter/anthropic/claude-opus-4.8,anthropic/claude-opus-4.8,medium,openrouter_reasoning_max_tokens,5,25,25,2048,48,measured_usage_with_conservative_buffer:anthropic,0.128545,0.00160681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-8-high,Anthropic: Claude Opus 4.8 high_budget_8192,openrouter,openrouter/anthropic/claude-opus-4.8,anthropic/claude-opus-4.8,high,openrouter_reasoning_max_tokens,5,25,25,8192,128,measured_usage_with_conservative_buffer:anthropic,0.288545,0.00360681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-7-low,Anthropic: Claude Opus 4.7 low_budget_512,openrouter,openrouter/anthropic/claude-opus-4.7,anthropic/claude-opus-4.7,low,openrouter_reasoning_max_tokens,5,25,25,512,16,measured_usage_with_conservative_buffer:anthropic,0.064545,0.00080681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-7-medium,Anthropic: Claude Opus 4.7 medium_budget_2048,openrouter,openrouter/anthropic/claude-opus-4.7,anthropic/claude-opus-4.7,medium,openrouter_reasoning_max_tokens,5,25,25,2048,48,measured_usage_with_conservative_buffer:anthropic,0.128545,0.00160681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-7-high,Anthropic: Claude Opus 4.7 high_budget_8192,openrouter,openrouter/anthropic/claude-opus-4.7,anthropic/claude-opus-4.7,high,openrouter_reasoning_max_tokens,5,25,25,8192,128,measured_usage_with_conservative_buffer:anthropic,0.288545,0.00360681,openrouter_models_api,
openrouter-anthropic-claude-sonnet-4-6-low,Anthropic: Claude Sonnet 4.6 low_budget_512,openrouter,openrouter/anthropic/claude-sonnet-4.6,anthropic/claude-sonnet-4.6,low,openrouter_reasoning_max_tokens,3,15,15,512,16,measured_usage_with_conservative_buffer:anthropic,0.038727,0.00048409,openrouter_models_api,
openrouter-anthropic-claude-sonnet-4-6-medium,Anthropic: Claude Sonnet 4.6 medium_budget_2048,openrouter,openrouter/anthropic/claude-sonnet-4.6,anthropic/claude-sonnet-4.6,medium,openrouter_reasoning_max_tokens,3,15,15,2048,48,measured_usage_with_conservative_buffer:anthropic,0.077127,0.00096409,openrouter_models_api,
openrouter-anthropic-claude-sonnet-4-6-high,Anthropic: Claude Sonnet 4.6 high_budget_8192,openrouter,openrouter/anthropic/claude-sonnet-4.6,anthropic/claude-sonnet-4.6,high,openrouter_reasoning_max_tokens,3,15,15,8192,128,measured_usage_with_conservative_buffer:anthropic,0.173127,0.00216409,openrouter_models_api,
openrouter-anthropic-claude-opus-4-6-low,Anthropic: Claude Opus 4.6 low_budget_512,openrouter,openrouter/anthropic/claude-opus-4.6,anthropic/claude-opus-4.6,low,openrouter_reasoning_max_tokens,5,25,25,512,16,measured_usage_with_conservative_buffer:anthropic,0.064545,0.00080681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-6-medium,Anthropic: Claude Opus 4.6 medium_budget_2048,openrouter,openrouter/anthropic/claude-opus-4.6,anthropic/claude-opus-4.6,medium,openrouter_reasoning_max_tokens,5,25,25,2048,48,measured_usage_with_conservative_buffer:anthropic,0.128545,0.00160681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-6-high,Anthropic: Claude Opus 4.6 high_budget_8192,openrouter,openrouter/anthropic/claude-opus-4.6,anthropic/claude-opus-4.6,high,openrouter_reasoning_max_tokens,5,25,25,8192,128,measured_usage_with_conservative_buffer:anthropic,0.288545,0.00360681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-5-low,Anthropic: Claude Opus 4.5 low_budget_512,openrouter,openrouter/anthropic/claude-opus-4.5,anthropic/claude-opus-4.5,low,openrouter_reasoning_max_tokens,5,25,25,512,16,measured_usage_with_conservative_buffer:anthropic,0.064545,0.00080681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-5-medium,Anthropic: Claude Opus 4.5 medium_budget_2048,openrouter,openrouter/anthropic/claude-opus-4.5,anthropic/claude-opus-4.5,medium,openrouter_reasoning_max_tokens,5,25,25,2048,48,measured_usage_with_conservative_buffer:anthropic,0.128545,0.00160681,openrouter_models_api,
openrouter-anthropic-claude-opus-4-5-high,Anthropic: Claude Opus 4.5 high_budget_8192,openrouter,openrouter/anthropic/claude-opus-4.5,anthropic/claude-opus-4.5,high,openrouter_reasoning_max_tokens,5,25,25,8192,128,measured_usage_with_conservative_buffer:anthropic,0.288545,0.00360681,openrouter_models_api,
openrouter-anthropic-claude-sonnet-4-5-low,Anthropic: Claude Sonnet 4.5 low_budget_512,openrouter,openrouter/anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5,low,openrouter_reasoning_max_tokens,3,15,15,512,16,measured_usage_with_conservative_buffer:anthropic,0.038727,0.00048409,openrouter_models_api,
openrouter-anthropic-claude-sonnet-4-5-medium,Anthropic: Claude Sonnet 4.5 medium_budget_2048,openrouter,openrouter/anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5,medium,openrouter_reasoning_max_tokens,3,15,15,2048,48,measured_usage_with_conservative_buffer:anthropic,0.077127,0.00096409,openrouter_models_api,
openrouter-anthropic-claude-sonnet-4-5-high,Anthropic: Claude Sonnet 4.5 high_budget_8192,openrouter,openrouter/anthropic/claude-sonnet-4.5,anthropic/claude-sonnet-4.5,high,openrouter_reasoning_max_tokens,3,15,15,8192,128,measured_usage_with_conservative_buffer:anthropic,0.173127,0.00216409,openrouter_models_api,
openrouter-anthropic-claude-opus-4-1-low,Anthropic: Claude Opus 4.1 low_budget_512,openrouter,openrouter/anthropic/claude-opus-4.1,anthropic/claude-opus-4.1,low,openrouter_reasoning_max_tokens,15,75,75,512,16,measured_usage_with_conservative_buffer:anthropic,0.193635,0.00242044,openrouter_models_api,
openrouter-anthropic-claude-opus-4-1-medium,Anthropic: Claude Opus 4.1 medium_budget_2048,openrouter,openrouter/anthropic/claude-opus-4.1,anthropic/claude-opus-4.1,medium,openrouter_reasoning_max_tokens,15,75,75,2048,48,measured_usage_with_conservative_buffer:anthropic,0.385635,0.00482044,openrouter_models_api,
openrouter-anthropic-claude-opus-4-1-high,Anthropic: Claude Opus 4.1 high_budget_8192,openrouter,openrouter/anthropic/claude-opus-4.1,anthropic/claude-opus-4.1,high,openrouter_reasoning_max_tokens,15,75,75,8192,128,measured_usage_with_conservative_buffer:anthropic,0.865635,0.01082044,openrouter_models_api,
openrouter-x-ai-grok-4-3-none,xAI: Grok 4.3 none,openrouter,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,none,openrouter_reasoning_effort,1.25,2.5,2.5,0,0,measured_usage_with_conservative_buffer:grok,0.00573625,0.0000717,openrouter_models_api,
openrouter-x-ai-grok-4-3-low,xAI: Grok 4.3 low,openrouter,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,low,openrouter_reasoning_effort,1.25,2.5,2.5,512,128,measured_usage_with_conservative_buffer:grok,0.03133625,0.0003917,openrouter_models_api,
openrouter-x-ai-grok-4-3-medium,xAI: Grok 4.3 medium,openrouter,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,medium,openrouter_reasoning_effort,1.25,2.5,2.5,2048,256,measured_usage_with_conservative_buffer:grok,0.05693625,0.0007117,openrouter_models_api,
openrouter-x-ai-grok-4-3-high,xAI: Grok 4.3 high,openrouter,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,high,openrouter_reasoning_effort,1.25,2.5,2.5,8192,512,measured_usage_with_conservative_buffer:grok,0.10813625,0.0013517,openrouter_models_api,
openrouter-x-ai-grok-4-3-xhigh,xAI: Grok 4.3 xhigh,openrouter,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,xhigh,openrouter_reasoning_effort,1.25,2.5,2.5,16384,1024,measured_usage_with_conservative_buffer:grok,0.21053625,0.0026317,openrouter_models_api,
openrouter-x-ai-grok-4-20-multi-agent-low,xAI: Grok 4.20 Multi-Agent low,openrouter,openrouter/x-ai/grok-4.20-multi-agent,x-ai/grok-4.20-multi-agent,low,openrouter_reasoning_effort,2,6,6,512,128,measured_usage_with_conservative_buffer:grok,0.071898,0.00089873,openrouter_models_api,
openrouter-x-ai-grok-4-20-multi-agent-medium,xAI: Grok 4.20 Multi-Agent medium,openrouter,openrouter/x-ai/grok-4.20-multi-agent,x-ai/grok-4.20-multi-agent,medium,openrouter_reasoning_effort,2,6,6,2048,256,measured_usage_with_conservative_buffer:grok,0.133338,0.00166673,openrouter_models_api,
openrouter-x-ai-grok-4-20-multi-agent-high,xAI: Grok 4.20 Multi-Agent high,openrouter,openrouter/x-ai/grok-4.20-multi-agent,x-ai/grok-4.20-multi-agent,high,openrouter_reasoning_effort,2,6,6,8192,512,measured_usage_with_conservative_buffer:grok,0.256218,0.00320273,openrouter_models_api,
openrouter-x-ai-grok-4-20-multi-agent-xhigh,xAI: Grok 4.20 Multi-Agent xhigh,openrouter,openrouter/x-ai/grok-4.20-multi-agent,x-ai/grok-4.20-multi-agent,xhigh,openrouter_reasoning_effort,2,6,6,16384,1024,measured_usage_with_conservative_buffer:grok,0.501978,0.00627473,openrouter_models_api,
openrouter-x-ai-grok-4-20-low,xAI: Grok 4.20 low_budget_512,openrouter,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,low,openrouter_reasoning_max_tokens,1.25,2.5,2.5,512,128,measured_usage_with_conservative_buffer:grok,0.03133625,0.0003917,openrouter_models_api,
openrouter-x-ai-grok-4-20-medium,xAI: Grok 4.20 medium_budget_2048,openrouter,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,medium,openrouter_reasoning_max_tokens,1.25,2.5,2.5,2048,256,measured_usage_with_conservative_buffer:grok,0.05693625,0.0007117,openrouter_models_api,
openrouter-x-ai-grok-4-20-high,xAI: Grok 4.20 high_budget_8192,openrouter,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,high,openrouter_reasoning_max_tokens,1.25,2.5,2.5,8192,512,measured_usage_with_conservative_buffer:grok,0.10813625,0.0013517,openrouter_models_api,
openrouter-google-gemini-3-5-flash-minimal,Google: Gemini 3.5 Flash minimal,openrouter,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,minimal,openrouter_reasoning_effort,1.5,9,9,64,32,measured_usage_with_conservative_buffer:gemini,0.0337635,0.00042204,openrouter_models_api,
openrouter-google-gemini-3-5-flash-low,Google: Gemini 3.5 Flash low,openrouter,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,low,openrouter_reasoning_effort,1.5,9,9,512,64,measured_usage_with_conservative_buffer:gemini,0.0568035,0.00071004,openrouter_models_api,
openrouter-google-gemini-3-5-flash-medium,Google: Gemini 3.5 Flash medium,openrouter,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,medium,openrouter_reasoning_effort,1.5,9,9,2048,192,measured_usage_with_conservative_buffer:gemini,0.1489635,0.00186204,openrouter_models_api,
openrouter-google-gemini-3-5-flash-high,Google: Gemini 3.5 Flash high,openrouter,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,high,openrouter_reasoning_effort,1.5,9,9,8192,384,measured_usage_with_conservative_buffer:gemini,0.2872035,0.00359004,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-minimal,Google: Gemini 3.1 Flash Lite minimal,openrouter,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,minimal,openrouter_reasoning_effort,0.25,1.5,1.5,64,32,measured_usage_with_conservative_buffer:gemini,0.00562725,0.00007034,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-low,Google: Gemini 3.1 Flash Lite low,openrouter,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,low,openrouter_reasoning_effort,0.25,1.5,1.5,512,64,measured_usage_with_conservative_buffer:gemini,0.00946725,0.00011834,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-medium,Google: Gemini 3.1 Flash Lite medium,openrouter,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,medium,openrouter_reasoning_effort,0.25,1.5,1.5,2048,192,measured_usage_with_conservative_buffer:gemini,0.02482725,0.00031034,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-high,Google: Gemini 3.1 Flash Lite high,openrouter,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,high,openrouter_reasoning_effort,0.25,1.5,1.5,8192,384,measured_usage_with_conservative_buffer:gemini,0.04786725,0.00059834,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-preview-minimal,Google: Gemini 3.1 Flash Lite Preview minimal,openrouter,openrouter/google/gemini-3.1-flash-lite-preview,google/gemini-3.1-flash-lite-preview,minimal,openrouter_reasoning_effort,0.25,1.5,1.5,64,32,measured_usage_with_conservative_buffer:gemini,0.00562725,0.00007034,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-preview-low,Google: Gemini 3.1 Flash Lite Preview low,openrouter,openrouter/google/gemini-3.1-flash-lite-preview,google/gemini-3.1-flash-lite-preview,low,openrouter_reasoning_effort,0.25,1.5,1.5,512,64,measured_usage_with_conservative_buffer:gemini,0.00946725,0.00011834,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-preview-medium,Google: Gemini 3.1 Flash Lite Preview medium,openrouter,openrouter/google/gemini-3.1-flash-lite-preview,google/gemini-3.1-flash-lite-preview,medium,openrouter_reasoning_effort,0.25,1.5,1.5,2048,192,measured_usage_with_conservative_buffer:gemini,0.02482725,0.00031034,openrouter_models_api,
openrouter-google-gemini-3-1-flash-lite-preview-high,Google: Gemini 3.1 Flash Lite Preview high,openrouter,openrouter/google/gemini-3.1-flash-lite-preview,google/gemini-3.1-flash-lite-preview,high,openrouter_reasoning_effort,0.25,1.5,1.5,8192,384,measured_usage_with_conservative_buffer:gemini,0.04786725,0.00059834,openrouter_models_api,
openrouter-google-gemini-3-1-flash-image-preview-minimal,Google: Nano Banana 2 (Gemini 3.1 Flash Image Preview) minimal,openrouter,openrouter/google/gemini-3.1-flash-image-preview,google/gemini-3.1-flash-image-preview,minimal,openrouter_reasoning_effort,0.5,3,3,64,32,measured_usage_with_conservative_buffer:gemini,0.0112545,0.00014068,openrouter_models_api,
