rank,label,display_label,model,thinking_level,barrage_profile,accuracy_pct,accuracy_ci_95,answer_accuracy_pct,format_accuracy_pct,strict_accuracy_pct,obvious_failure_rate_pct,correct,answer_correct,format_correct,strict_correct,scored_samples,provider_errors,timeouts,total_tokens,total_tokens_display,estimated_cost_usd,cost_per_correct_usd,tokens_per_correct,overthinking_index,reasoning_token_source,cost_warnings,summary_dir
63,Claude Opus 4.8 xhigh,Claude Opus 4.8 xhigh (thinking=xhigh),anthropic/claude-opus-4-8,thinking=xhigh,hard_obvious_8x28_seed_20260531,96.4,93.1-98.2%,96.4,99.6,96.0,3.6,216,216,223,215,224,0,0,16698,16.70k,0.13821,0.00063986,77,0.53,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-014-anthropic-claude-opus-4-8-xhigh
64,Z.ai: GLM 4.6V,Z.ai: GLM 4.6V (provider default),openrouter/z-ai/glm-4.6v,provider default,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,100.0,96.0,4.0,215,215,224,215,224,0,0,1624,1.62k,0.001439,0.000007,8,1.00,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-033-registry-openrouter-170-z-ai-glm-4-6v
65,Xiaomi: MiMo-V2.5,Xiaomi: MiMo-V2.5 (provider default),openrouter/xiaomi/mimo-v2.5,provider default,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,99.6,95.5,4.0,215,215,223,214,224,0,0,52236,52.24k,0.008464,0.000039,243,0.98,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-016-registry-openrouter-163-xiaomi-mimo-v2-5
66,OpenAI GPT-5.5 no thinking,OpenAI GPT-5.5 no thinking (thinking=none/none),openai/gpt-5.5,thinking=none/none,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,100.0,96.0,4.0,215,215,224,215,224,0,0,4239,4.24k,0.03317,0.00015428,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-086-registry-openai-gpt-5-5-none
67,Anthropic Claude Opus 4.8,Anthropic Claude Opus 4.8 (provider default),anthropic/claude-opus-4-8,provider default,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,100.0,96.0,4.0,215,215,224,215,224,0,0,5799,5.80k,0.036035,0.0001676,27,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-084-registry-anthropic-claude-opus-4-8
68,Qwen: Qwen3 30B A3B Thinking 2507,Qwen: Qwen3 30B A3B Thinking 2507 (model-named thinking),openrouter/qwen/qwen3-30b-a3b-thinking-2507,model-named thinking,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,100.0,96.0,4.0,215,215,224,215,224,0,0,168559,168.56k,0.065151,0.000303,784,0.99,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-052-openrouter-117-qwen-qwen3-30b-a3b-thinking-2507
69,Claude Opus 4.8 medium,Claude Opus 4.8 medium (thinking=medium),anthropic/claude-opus-4-8,thinking=medium,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,99.6,95.5,4.0,215,215,223,214,224,0,0,15473,15.47k,0.107585,0.0005004,72,0.17,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-012-anthropic-claude-opus-4-8-medium
70,Claude Opus 4.8 low,Claude Opus 4.8 low (thinking=low),anthropic/claude-opus-4-8,thinking=low,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,99.6,95.5,4.0,215,215,223,214,224,0,0,15742,15.74k,0.11431,0.00053167,73,0.28,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-011-anthropic-claude-opus-4-8-low
71,Qwen: Qwen3 Next 80B A3B Thinking,Qwen: Qwen3 Next 80B A3B Thinking (model-named thinking),openrouter/qwen/qwen3-next-80b-a3b-thinking,model-named thinking,hard_obvious_8x28_seed_20260531,96.0,92.5-97.9%,96.0,96.4,92.4,4.0,215,215,216,207,224,0,0,180559,180.56k,0.13591,0.000632,840,0.91,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-071-openrouter-116-qwen-qwen3-next-80b-a3b-thinking
72,OpenAI: gpt-oss-120b,OpenAI: gpt-oss-120b (provider default),openrouter/openai/gpt-oss-120b,provider default,hard_obvious_8x28_seed_20260531,95.5,92.0-97.6%,95.5,100.0,95.5,4.5,214,214,224,214,224,0,0,27327,27.33k,0.00286,0.000013,128,0.89,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-034-openrouter-048-openai-gpt-oss-120b
73,DeepSeek: DeepSeek V4 Flash,DeepSeek: DeepSeek V4 Flash (provider default),openrouter/deepseek/deepseek-v4-flash,provider default,hard_obvious_8x28_seed_20260531,95.5,92.0-97.6%,95.5,98.2,93.8,4.5,214,214,220,210,224,0,0,24805,24.80k,0.003832,0.000018,116,0.93,reported,,results/summaries/paper-v1-8x28-cost-telemetry-rerun2-20260603/runs/expand222-scaled-035-openrouter-027-deepseek-deepseek-v4-flash
74,Qwen: Qwen3 32B,Qwen: Qwen3 32B (provider default),openrouter/qwen/qwen3-32b,provider default,hard_obvious_8x28_seed_20260531,95.5,92.0-97.6%,95.5,91.5,87.1,4.5,214,214,205,195,224,0,0,71637,71.64k,0.018612,0.000087,335,0.89,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-041-openrouter-060-qwen-qwen3-32b
75,Anthropic Claude Opus 4.7,Anthropic Claude Opus 4.7 (provider default),anthropic/claude-opus-4-7,provider default,hard_obvious_8x28_seed_20260531,95.5,92.0-97.6%,95.5,100.0,95.5,4.5,214,214,224,214,224,0,0,6432,6.43k,0.04346,0.00020308,30,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-083-registry-anthropic-claude-opus-4-7
76,Gemini 2.5 Flash-Lite low_budget_1024,Gemini 2.5 Flash-Lite low_budget_1024 (thinking=low),google/gemini-2.5-flash-lite,thinking=low,hard_obvious_8x28_seed_20260531,95.1,91.4-97.2%,95.1,87.9,83.0,4.9,213,213,197,186,224,0,0,19066,19.07k,0.006562,0.000031,90,74.69,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-089-thinking-gemini-gemini-2-5-flash-lite-low
77,Google: Gemini 3.1 Flash Lite low,Google: Gemini 3.1 Flash Lite low (thinking=low),openrouter/google/gemini-3.1-flash-lite,thinking=low,hard_obvious_8x28_seed_20260531,95.1,91.4-97.2%,95.1,100.0,95.1,4.9,213,213,224,213,224,0,0,14731,14.73k,0.01772025,0.00008319,69,0.99,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-035-openrouter-google-gemini-3-1-flash-lite-low
78,MiniMax: MiniMax M2,MiniMax: MiniMax M2 (provider default),openrouter/minimax/minimax-m2,provider default,hard_obvious_8x28_seed_20260531,95.1,91.4-97.2%,95.1,99.6,94.6,4.9,213,213,223,212,224,0,0,58384,58.38k,0.050076,0.000235,274,1.01,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-084-openrouter-040-minimax-minimax-m2
79,MiniMax: MiniMax M2.1,MiniMax: MiniMax M2.1 (provider default),openrouter/minimax/minimax-m2.1,provider default,hard_obvious_8x28_seed_20260531,95.1,91.4-97.2%,95.1,100.0,95.1,4.9,213,213,224,213,224,0,0,105394,105.39k,0.091798,0.000431,495,0.95,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-082-openrouter-034-minimax-minimax-m2-1
80,Z.ai: GLM 4.6,Z.ai: GLM 4.6 (provider default),openrouter/z-ai/glm-4.6,provider default,hard_obvious_8x28_seed_20260531,95.1,91.4-97.2%,95.1,89.3,84.4,4.9,213,213,200,189,224,0,0,80207,80.21k,0.130485,0.000613,377,0.86,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-093-openrouter-136-z-ai-glm-4-6
81,OpenAI GPT-5.4 nano high,OpenAI GPT-5.4 nano high (thinking=high),openai/gpt-5.4-nano,thinking=high,hard_obvious_8x28_seed_20260531,94.6,90.9-96.9%,94.6,99.6,94.2,5.4,212,212,223,211,224,0,0,13886,13.89k,0.0103036,0.0000486,66,0.84,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-overline-003-openai-gpt-5-4-nano-high
82,OpenAI GPT-5.5 none,OpenAI GPT-5.5 none (thinking=none),openai/gpt-5.5,thinking=none,hard_obvious_8x28_seed_20260531,94.6,90.9-96.9%,94.6,100.0,94.6,5.4,212,212,224,212,224,0,0,4239,4.24k,0.03317,0.00015646,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-001-openai-gpt-5-5-none
83,Claude Sonnet 4.6 medium,Claude Sonnet 4.6 medium (thinking=medium),anthropic/claude-sonnet-4-6,thinking=medium,hard_obvious_8x28_seed_20260531,94.6,90.9-96.9%,94.6,98.2,92.9,5.4,212,212,220,208,224,0,0,13547,13.55k,0.074301,0.00035048,64,0.43,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-017-anthropic-claude-sonnet-4-6-medium
84,OpenAI GPT-5 nano low,OpenAI GPT-5 nano low (thinking=low),openai/gpt-5-nano,thinking=low,hard_obvious_8x28_seed_20260531,94.2,90.3-96.6%,94.2,99.6,93.8,5.8,211,211,223,210,224,0,0,14850,14.85k,0.004624,0.00002191,70,0.68,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-088-thinking-openai-gpt-5-nano-low
85,OpenAI GPT-5.4 no thinking,OpenAI GPT-5.4 no thinking (thinking=none/none),openai/gpt-5.4,thinking=none/none,hard_obvious_8x28_seed_20260531,94.2,90.3-96.6%,94.2,100.0,94.2,5.8,211,211,224,211,224,0,0,4242,4.24k,0.01663,0.00007882,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-081-registry-openai-gpt-5-4-none
86,Qwen: Qwen3.6 27B,Qwen: Qwen3.6 27B (provider default),openrouter/qwen/qwen3.6-27b,provider default,hard_obvious_8x28_seed_20260531,93.8,89.8-96.2%,93.8,100.0,93.8,6.2,210,210,224,210,224,0,0,40847,40.85k,0.118666,0.000565,195,0.96,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-059-registry-openrouter-083-qwen-qwen3-6-27b
87,OpenAI GPT-5.4 nano medium,OpenAI GPT-5.4 nano medium (thinking=medium),openai/gpt-5.4-nano,thinking=medium,hard_obvious_8x28_seed_20260531,93.3,89.2-95.9%,93.3,100.0,93.3,6.7,209,209,224,209,224,0,0,13076,13.08k,0.0092911,0.00004446,63,0.83,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-overline-002-openai-gpt-5-4-nano-medium
88,Gemini 2.5 Flash-Lite medium_budget_8192,Gemini 2.5 Flash-Lite medium_budget_8192 (thinking=medium),google/gemini-2.5-flash-lite,thinking=medium,hard_obvious_8x28_seed_20260531,93.3,89.2-95.9%,93.3,87.9,81.2,6.7,209,209,197,182,224,0,0,34035,34.03k,0.012549,0.00006,163,146.99,reported,,results/summaries/paper-v1-8x28-current-222-final-20260602/cumulative-cost-runs/expand222-next-097-thinking-gemini-gemini-2-5-flash-lite-medium
89,Anthropic Claude Opus 4.6,Anthropic Claude Opus 4.6 (provider default),anthropic/claude-opus-4-6,provider default,hard_obvious_8x28_seed_20260531,93.3,89.2-95.9%,93.3,99.1,92.4,6.7,209,209,222,207,224,0,0,5386,5.39k,0.05057,0.00024196,26,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-082-registry-anthropic-claude-opus-4-6
90,Google: Gemma 4 31B,Google: Gemma 4 31B (provider default),openrouter/google/gemma-4-31b-it,provider default,hard_obvious_8x28_seed_20260531,92.9,88.7-95.6%,92.9,89.7,82.6,7.1,208,208,201,185,224,0,0,4802,4.80k,0.000622,0.000003,23,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-017-registry-openrouter-165-google-gemma-4-31b-it
91,OpenAI GPT-5.4 none,OpenAI GPT-5.4 none (thinking=none),openai/gpt-5.4,thinking=none,hard_obvious_8x28_seed_20260531,92.9,88.7-95.6%,92.9,100.0,92.9,7.1,208,208,224,208,224,0,0,4291,4.29k,0.01689,0.0000812,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-006-openai-gpt-5-4-none
92,OpenAI GPT-4.1,OpenAI GPT-4.1 (provider default),openai/gpt-4.1,provider default,hard_obvious_8x28_seed_20260531,92.9,88.7-95.6%,92.9,83.9,76.8,7.1,208,208,188,172,224,0,0,7357,7.36k,0.017642,0.00008482,35,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openai-gpt-4-1
93,Z.ai: GLM 4.5 Air,Z.ai: GLM 4.5 Air (provider default),openrouter/z-ai/glm-4.5-air,provider default,hard_obvious_8x28_seed_20260531,92.9,88.7-95.6%,92.9,87.9,80.8,7.1,208,208,197,181,224,0,0,102781,102.78k,0.082315,0.000396,494,1.00,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-078-openrouter-147-z-ai-glm-4-5-air
94,Qwen: Qwen3 VL 30B A3B Thinking,Qwen: Qwen3 VL 30B A3B Thinking (model-named thinking),openrouter/qwen/qwen3-vl-30b-a3b-thinking,model-named thinking,hard_obvious_8x28_seed_20260531,92.9,88.7-95.6%,92.9,97.8,90.6,7.1,208,208,219,203,224,0,0,87299,87.30k,0.130203,0.000626,420,0.99,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-041-registry-openrouter-123-qwen-qwen3-vl-30b-a3b-thinking
95,OpenAI GPT-4o,OpenAI GPT-4o (provider default),openai/gpt-4o,provider default,hard_obvious_8x28_seed_20260531,92.4,88.2-95.2%,92.4,80.4,72.8,7.6,207,207,180,163,224,0,0,4102,4.10k,0.01219,0.00005889,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-078-registry-openai-gpt-4o
96,Google: Gemini 3.5 Flash minimal,Google: Gemini 3.5 Flash minimal (thinking=minimal),openrouter/google/gemini-3.5-flash,thinking=minimal,hard_obvious_8x28_seed_20260531,92.0,87.7-94.9%,92.0,100.0,92.0,8.0,206,206,224,206,224,0,0,3629,3.63k,0.0066735,0.0000324,18,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-028-openrouter-google-gemini-3-5-flash-minimal
97,Z.ai: GLM 5,Z.ai: GLM 5 (provider default),openrouter/z-ai/glm-5,provider default,hard_obvious_8x28_seed_20260531,92.0,87.7-94.9%,92.0,100.0,92.0,8.0,206,206,224,206,224,0,0,60673,60.67k,0.116131,0.000564,295,0.97,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-097-openrouter-129-z-ai-glm-5
98,Z.ai: GLM 4.7 Flash,Z.ai: GLM 4.7 Flash (provider default),openrouter/z-ai/glm-4.7-flash,provider default,hard_obvious_8x28_seed_20260531,91.5,87.1-94.5%,91.5,100.0,91.5,8.5,205,205,224,205,224,0,0,75483,75.48k,0.027809,0.000136,368,0.97,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-051-openrouter-033-z-ai-glm-4-7-flash
99,Qwen: Qwen3 VL 8B Thinking,Qwen: Qwen3 VL 8B Thinking (model-named thinking),openrouter/qwen/qwen3-vl-8b-thinking,model-named thinking,hard_obvious_8x28_seed_20260531,91.5,87.1-94.5%,91.5,96.9,90.2,8.5,205,205,217,202,224,0,0,109396,109.40k,0.144156,0.000703,534,0.96,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-038-registry-openrouter-122-qwen-qwen3-vl-8b-thinking
100,OpenAI GPT-5.2 no thinking,OpenAI GPT-5.2 no thinking (thinking=none/none),openai/gpt-5.2,thinking=none/none,hard_obvious_8x28_seed_20260531,91.1,86.6-94.1%,91.1,100.0,91.1,8.9,204,204,224,204,224,0,0,4246,4.25k,0.013384,0.00006561,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-080-registry-openai-gpt-5-2-none
101,Google: Gemma 4 26B A4B ,Google: Gemma 4 26B A4B  (provider default),openrouter/google/gemma-4-26b-a4b-it,provider default,hard_obvious_8x28_seed_20260531,90.6,86.1-93.8%,90.6,100.0,90.6,9.4,203,203,224,203,224,0,0,4541,4.54k,0.000326,0.000002,22,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-013-registry-openrouter-084-google-gemma-4-26b-a4b-it
102,Google: Gemini 3.1 Flash Lite minimal,Google: Gemini 3.1 Flash Lite minimal (thinking=minimal),openrouter/google/gemini-3.1-flash-lite,thinking=minimal,hard_obvious_8x28_seed_20260531,90.6,86.1-93.8%,90.6,100.0,90.6,9.4,203,203,224,203,224,0,0,3669,3.67k,0.00112225,0.00000553,18,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-094-thinking-openrouter-google-gemini-3-1-flash-lite-minimal
103,OpenAI GPT-5 minimal,OpenAI GPT-5 minimal (thinking=minimal/none),openai/gpt-5,thinking=minimal/none,hard_obvious_8x28_seed_20260531,90.6,86.1-93.8%,90.6,100.0,90.6,9.4,203,203,224,203,224,0,0,5415,5.42k,0.02125,0.00010468,27,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-077-registry-openai-gpt-5-minimal
104,Google: Gemini 3.1 Flash Lite Preview minimal,Google: Gemini 3.1 Flash Lite Preview minimal (thinking=minimal),openrouter/google/gemini-3.1-flash-lite-preview,thinking=minimal,hard_obvious_8x28_seed_20260531,90.2,85.6-93.4%,90.2,100.0,90.2,9.8,202,202,224,202,224,0,0,3674,3.67k,0.00112475,0.00000557,18,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-095-thinking-openrouter-google-gemini-3-1-flash-lite-preview-minimal
105,Gemini 3.1 Flash-Lite minimal_budget_1024,Gemini 3.1 Flash-Lite minimal_budget_1024 (thinking=minimal),google/gemini-3.1-flash-lite,thinking=minimal,hard_obvious_8x28_seed_20260531,90.2,85.6-93.4%,90.2,100.0,90.2,9.8,202,202,224,202,224,0,0,3714,3.71k,0.00113475,0.00000562,18,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-093-thinking-gemini-gemini-3-1-flash-lite-minimal
106,Gemini 3.1 Flash-Lite,Gemini 3.1 Flash-Lite (provider default),google/gemini-3.1-flash-lite,provider default,hard_obvious_8x28_seed_20260531,90.2,85.6-93.4%,90.2,100.0,90.2,9.8,202,202,224,202,224,0,0,9781,9.78k,0.003234,0.00001601,48,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-cost-telemetry-rerun2-20260603/runs/expand222-next-042-registry-gemini-3-1-flash-lite
107,Google: Gemini 3.1 Flash Lite minimal,Google: Gemini 3.1 Flash Lite minimal (thinking=minimal),openrouter/google/gemini-3.1-flash-lite,thinking=minimal,hard_obvious_8x28_seed_20260531,89.7,85.1-93.1%,89.7,100.0,89.7,10.3,201,201,224,201,224,0,0,3673,3.67k,0.00112575,0.0000056,18,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-034-openrouter-google-gemini-3-1-flash-lite-minimal
108,Anthropic Claude Haiku 4.5,Anthropic Claude Haiku 4.5 (provider default),anthropic/claude-haiku-4-5,provider default,hard_obvious_8x28_seed_20260531,89.3,84.6-92.7%,89.3,87.1,76.3,10.7,200,200,195,171,224,0,0,8592,8.59k,0.013052,0.00006526,43,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-anthropic-claude-haiku-4-5
109,Qwen: Qwen3.5 Plus 2026-02-15,Qwen: Qwen3.5 Plus 2026-02-15 (provider default),openrouter/qwen/qwen3.5-plus-02-15,provider default,hard_obvious_8x28_seed_20260531,89.3,84.6-92.7%,89.3,90.2,89.3,10.7,200,200,202,200,224,0,0,45919,45.92k,0.066032,0.00033,230,0.99,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-044-registry-openrouter-168-qwen-qwen3-5-plus-02-15
110,MiniMax: MiniMax M2.7,MiniMax: MiniMax M2.7 (provider default),openrouter/minimax/minimax-m2.7,provider default,hard_obvious_8x28_seed_20260531,89.3,84.6-92.7%,89.3,100.0,89.3,10.7,200,200,224,200,224,0,0,111283,111.28k,0.12233,0.000612,556,0.98,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-090-openrouter-028-minimax-minimax-m2-7
111,Claude Sonnet 4.6 low,Claude Sonnet 4.6 low (thinking=low),anthropic/claude-sonnet-4-6,thinking=low,hard_obvious_8x28_seed_20260531,88.8,84.0-92.3%,88.8,98.7,87.5,11.2,199,199,221,196,224,0,0,12266,12.27k,0.055086,0.00027681,62,0.03,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-top-thinking-016-anthropic-claude-sonnet-4-6-low
112,Qwen: Qwen3.5-27B,Qwen: Qwen3.5-27B (provider default),openrouter/qwen/qwen3.5-27b,provider default,hard_obvious_8x28_seed_20260531,88.8,84.0-92.3%,88.8,100.0,88.8,11.2,199,199,224,199,224,0,0,40079,40.08k,0.056581,0.000284,201,0.97,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-043-registry-openrouter-088-qwen-qwen3-5-27b
113,Qwen: Qwen3 Coder 480B A35B,Qwen: Qwen3 Coder 480B A35B (provider default),openrouter/qwen/qwen3-coder,provider default,hard_obvious_8x28_seed_20260531,88.4,83.5-92.0%,88.4,89.3,77.7,11.6,198,198,200,174,224,0,0,7985,7.99k,0.002659,0.000013,40,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-095-openrouter-148-qwen-qwen3-coder
114,MoonshotAI: Kimi K2 0711,MoonshotAI: Kimi K2 0711 (provider default),openrouter/moonshotai/kimi-k2,provider default,hard_obvious_8x28_seed_20260531,88.4,83.5-92.0%,88.4,100.0,88.4,11.6,198,198,224,198,224,0,0,4757,4.76k,0.00297272,0.000015,24,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-final-20260602/cumulative-cost-runs/expand222-scaled-099-openrouter-149-moonshotai-kimi-k2
115,Anthropic Claude Sonnet 4.6,Anthropic Claude Sonnet 4.6 (provider default),anthropic/claude-sonnet-4-6,provider default,hard_obvious_8x28_seed_20260531,88.4,83.5-92.0%,88.4,96.9,85.3,11.6,198,198,217,191,224,0,0,8696,8.70k,0.040224,0.00020315,44,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-anthropic-claude-sonnet-4-6
116,OpenAI: GPT-5.4 Nano low,OpenAI: GPT-5.4 Nano low (thinking=low),openrouter/openai/gpt-5.4-nano,thinking=low,hard_obvious_8x28_seed_20260531,87.9,83.0-91.6%,87.9,99.6,87.5,12.1,197,197,223,196,224,0,0,6245,6.25k,0.003858,0.00002,32,0.77,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-100-thinking-openrouter-openai-gpt-5-4-nano-low
117,Qwen: Qwen3.5-35B-A3B,Qwen: Qwen3.5-35B-A3B (provider default),openrouter/qwen/qwen3.5-35b-a3b,provider default,hard_obvious_8x28_seed_20260531,87.9,83.0-91.6%,87.9,100.0,87.9,12.1,197,197,224,197,224,0,0,46479,46.48k,0.042773,0.000217,236,0.94,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-032-registry-openrouter-087-qwen-qwen3-5-35b-a3b
118,Baidu: ERNIE 4.5 VL 424B A47B ,Baidu: ERNIE 4.5 VL 424B A47B  (provider default),openrouter/baidu/ernie-4.5-vl-424b-a47b,provider default,hard_obvious_8x28_seed_20260531,87.5,82.5-91.2%,87.5,97.8,85.3,12.5,196,196,219,191,224,0,0,3781,3.78k,0.00172995,0.00000883,19,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-040-registry-openrouter-103-baidu-ernie-4-5-vl-424b-a47b
119,OpenAI GPT-4.1 mini,OpenAI GPT-4.1 mini (provider default),openai/gpt-4.1-mini,provider default,hard_obvious_8x28_seed_20260531,87.5,82.5-91.2%,87.5,99.6,87.1,12.5,196,196,223,195,224,0,0,7212,7.21k,0.0032964,0.00001682,37,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openai-gpt-4-1-mini
120,Google: Gemma 3 12B,Google: Gemma 3 12B (provider default),openrouter/google/gemma-3-12b-it,provider default,hard_obvious_8x28_seed_20260531,87.1,82.0-90.8%,87.1,89.3,76.3,12.9,195,195,200,171,224,0,0,4489,4.49k,0.00020368,0.00000104,23,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-002-registry-openrouter-110-google-gemma-3-12b-it
121,DeepSeek: DeepSeek V3.2 Exp,DeepSeek: DeepSeek V3.2 Exp (provider default),openrouter/deepseek/deepseek-v3.2-exp,provider default,hard_obvious_8x28_seed_20260531,87.1,82.0-90.8%,87.1,99.6,86.6,12.9,195,195,223,194,224,0,0,6986,6.99k,0.00195342,0.00001002,36,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-058-openrouter-137-deepseek-deepseek-v3-2-exp
122,Nous: Hermes 4 405B,Nous: Hermes 4 405B (provider default),openrouter/nousresearch/hermes-4-405b,provider default,hard_obvious_8x28_seed_20260531,87.1,82.0-90.8%,87.1,100.0,87.1,12.9,195,195,224,195,224,0,0,5559,5.56k,0.006101,0.00003129,29,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-062-registry-openrouter-144-nousresearch-hermes-4-405b
123,Nous: Hermes 3 405B Instruct,Nous: Hermes 3 405B Instruct (provider default),openrouter/nousresearch/hermes-3-llama-3.1-405b,provider default,hard_obvious_8x28_seed_20260531,87.1,82.0-90.8%,87.1,100.0,87.1,12.9,195,195,224,195,224,0,0,7743,7.74k,0.007743,0.00003971,40,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-086-openrouter-157-nousresearch-hermes-3-llama-3-1-405b
124,Qwen: Qwen3.5-Flash,Qwen: Qwen3.5-Flash (provider default),openrouter/qwen/qwen3.5-flash-02-23,provider default,hard_obvious_8x28_seed_20260531,87.1,82.0-90.8%,87.1,90.2,87.1,12.9,195,195,202,195,224,0,0,49840,49.84k,0.012118,0.000062,256,0.99,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-010-registry-openrouter-090-qwen-qwen3-5-flash-02-23
