rank,label,display_label,model,thinking_level,barrage_profile,accuracy_pct,accuracy_ci_95,answer_accuracy_pct,format_accuracy_pct,strict_accuracy_pct,obvious_failure_rate_pct,correct,answer_correct,format_correct,strict_correct,scored_samples,provider_errors,timeouts,total_tokens,total_tokens_display,estimated_cost_usd,cost_per_correct_usd,tokens_per_correct,overthinking_index,reasoning_token_source,cost_warnings,summary_dir
63,WizardLM-2 8x22B,WizardLM-2 8x22B (default/none reported),openrouter/microsoft/wizardlm-2-8x22b,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,87.5,68.8,18.8,65,65,70,55,80,0,0,7002,7.00k,0.003944,0.000061,108,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-066-openrouter-077-microsoft-wizardlm-2-8x22b
64,Qwen: Qwen3 30B A3B Instruct 2507,Qwen: Qwen3 30B A3B Instruct 2507 (default/none reported),openrouter/qwen/qwen3-30b-a3b-instruct-2507,default/none reported,hard_obvious_8x10_seed_20260531,78.8,68.6-86.3%,78.8,88.8,67.5,21.2,63,63,71,54,80,0,0,4069,4.07k,0.000198,0.000003,65,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-033-openrouter-051-qwen-qwen3-30b-a3b-instruct-2507
65,LiquidAI: LFM2-24B-A2B,LiquidAI: LFM2-24B-A2B (default/none reported),openrouter/liquid/lfm-2-24b-a2b,default/none reported,hard_obvious_8x10_seed_20260531,77.5,67.2-85.3%,77.5,100.0,77.5,22.5,62,62,80,62,80,0,0,4244,4.24k,0.00015657,0.00000253,68,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-026-openrouter-030-liquid-lfm-2-24b-a2b
66,Sao10K: Llama 3 8B Lunaris,Sao10K: Llama 3 8B Lunaris (default/none reported),openrouter/sao10k/l3-lunaris-8b,default/none reported,hard_obvious_8x10_seed_20260531,77.5,67.2-85.3%,77.5,100.0,77.5,22.5,62,62,80,62,80,0,0,4102,4.10k,0.00016665,0.00000269,66,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-017-openrouter-121-sao10k-l3-lunaris-8b
67,Google: Gemma 2 27B,Google: Gemma 2 27B (default/none reported),openrouter/google/gemma-2-27b-it,default/none reported,hard_obvious_8x10_seed_20260531,77.5,67.2-85.3%,77.5,87.5,77.5,22.5,62,62,70,62,80,0,0,4456,4.46k,0.0028964,0.00004672,72,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-068-openrouter-074-google-gemma-2-27b-it
68,Qwen: Qwen2.5 7B Instruct,Qwen: Qwen2.5 7B Instruct (default/none reported),openrouter/qwen/qwen-2.5-7b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,75.0,64.5-83.2%,75.0,100.0,75.0,25.0,60,60,80,60,80,0,0,5712,5.71k,0.00024894,0.00000415,95,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-020-openrouter-069-qwen-qwen-2-5-7b-instruct
69,Tencent: Hunyuan A13B Instruct,Tencent: Hunyuan A13B Instruct (default/none reported),openrouter/tencent/hunyuan-a13b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,75.0,64.5-83.2%,75.0,100.0,75.0,25.0,60,60,80,60,80,0,0,4024,4.02k,0.00070655,0.00001178,67,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-065-openrouter-054-tencent-hunyuan-a13b-instruct
70,DeepSeek: DeepSeek V3 0324,DeepSeek: DeepSeek V3 0324 (default/none reported),openrouter/deepseek/deepseek-chat-v3-0324,default/none reported,hard_obvious_8x10_seed_20260531,75.0,64.5-83.2%,75.0,68.8,53.8,25.0,60,60,55,43,80,0,0,3989,3.99k,0.00116139,0.00001936,66,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-070-openrouter-150-deepseek-deepseek-chat-v3-0324
71,DeepSeek: DeepSeek V3,DeepSeek: DeepSeek V3 (default/none reported),openrouter/deepseek/deepseek-chat,default/none reported,hard_obvious_8x10_seed_20260531,75.0,64.5-83.2%,75.0,73.8,56.2,25.0,60,60,59,45,80,0,0,3850,3.85k,0.00126276,0.00002105,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-077-openrouter-153-deepseek-deepseek-chat
72,TheDrummer: UnslopNemo 12B,TheDrummer: UnslopNemo 12B (default/none reported),openrouter/thedrummer/unslopnemo-12b,default/none reported,hard_obvious_8x10_seed_20260531,75.0,64.5-83.2%,75.0,100.0,75.0,25.0,60,60,80,60,80,0,0,3934,3.93k,0.0015736,0.00002623,66,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-056-openrouter-068-thedrummer-unslopnemo-12b
73,Meta: Llama 3.1 8B Instruct,Meta: Llama 3.1 8B Instruct (default/none reported),openrouter/meta-llama/llama-3.1-8b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,73.8,63.2-82.1%,73.8,100.0,73.8,26.2,59,59,80,59,80,0,0,4364,4.36k,0.00009682,0.00000164,74,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-016-openrouter-073-meta-llama-llama-3-1-8b-instruct
74,EssentialAI: Rnj 1 Instruct,EssentialAI: Rnj 1 Instruct (default/none reported),openrouter/essentialai/rnj-1-instruct,default/none reported,hard_obvious_8x10_seed_20260531,73.8,63.2-82.1%,73.8,73.8,47.5,26.2,59,59,59,38,80,0,0,7009,7.01k,0.00105135,0.00001782,119,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-031-openrouter-133-essentialai-rnj-1-instruct
75,TheDrummer: Rocinante 12B,TheDrummer: Rocinante 12B (default/none reported),openrouter/thedrummer/rocinante-12b,default/none reported,hard_obvious_8x10_seed_20260531,73.8,63.2-82.1%,73.8,83.8,58.8,26.2,59,59,67,47,80,0,0,6076,6.08k,0.00132958,0.00002254,103,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-059-openrouter-070-thedrummer-rocinante-12b
76,Microsoft: Phi 4 Mini Instruct,Microsoft: Phi 4 Mini Instruct (default/none reported),openrouter/microsoft/phi-4-mini-instruct,default/none reported,hard_obvious_8x10_seed_20260531,73.8,63.2-82.1%,73.8,82.5,56.2,26.2,59,59,66,45,80,0,0,33666,33.67k,0.01090156,0.00018477,571,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-049-openrouter-042-microsoft-phi-4-mini-instruct
77,MythoMax 13B,MythoMax 13B (default/none reported),openrouter/gryphe/mythomax-l2-13b,default/none reported,hard_obvious_8x10_seed_20260531,72.5,61.9-81.1%,72.5,81.2,53.8,27.5,58,58,65,43,80,0,0,6910,6.91k,0.0004146,0.00000715,119,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-018-openrouter-079-gryphe-mythomax-l2-13b
78,NousResearch: Hermes 2 Pro - Llama-3 8B,NousResearch: Hermes 2 Pro - Llama-3 8B (default/none reported),openrouter/nousresearch/hermes-2-pro-llama-3-8b,default/none reported,hard_obvious_8x10_seed_20260531,72.5,61.9-81.1%,72.5,93.8,66.2,27.5,58,58,75,53,80,0,0,4110,4.11k,0.0005754,0.00000992,71,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-029-openrouter-075-nousresearch-hermes-2-pro-llama-3-8b
79,Mistral: Mistral Nemo,Mistral: Mistral Nemo (default/none reported),openrouter/mistralai/mistral-nemo,default/none reported,hard_obvious_8x10_seed_20260531,71.2,60.5-80.0%,71.2,100.0,71.2,28.7,57,57,80,57,80,0,0,3808,3.81k,0.00007909,0.00000139,67,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-013-openrouter-159-mistralai-mistral-nemo
80,Meta: Llama 3 8B Instruct,Meta: Llama 3 8B Instruct (default/none reported),openrouter/meta-llama/llama-3-8b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,70.0,59.2-78.9%,70.0,98.8,68.8,30.0,56,56,79,55,80,0,0,4155,4.16k,0.0001662,0.00000297,74,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-015-openrouter-076-meta-llama-llama-3-8b-instruct
81,Microsoft: Phi 4,Microsoft: Phi 4 (default/none reported),openrouter/microsoft/phi-4,default/none reported,hard_obvious_8x10_seed_20260531,70.0,59.2-78.9%,70.0,71.2,41.2,30.0,56,56,57,33,80,0,0,14640,14.64k,0.0017688,0.00003159,261,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-028-openrouter-066-microsoft-phi-4
82,ReMM SLERP 13B,ReMM SLERP 13B (default/none reported),openrouter/undi95/remm-slerp-l2-13b,default/none reported,hard_obvious_8x10_seed_20260531,70.0,59.2-78.9%,70.0,88.8,58.8,30.0,56,56,71,47,80,0,0,6817,6.82k,0.00317085,0.00005662,122,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-067-openrouter-078-undi95-remm-slerp-l2-13b
83,Qwen: Qwen3 Coder Flash,Qwen: Qwen3 Coder Flash (default/none reported),openrouter/qwen/qwen3-coder-flash,default/none reported,hard_obvious_8x10_seed_20260531,68.8,57.9-77.8%,68.8,90.0,58.8,31.2,55,55,72,47,80,0,0,5959,5.96k,0.00293105,0.00005329,108,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-083-openrouter-045-qwen-qwen3-coder-flash
84,AionLabs: Aion-RP 1.0 (8B),AionLabs: Aion-RP 1.0 (8B) (default/none reported),openrouter/aion-labs/aion-rp-llama-3.1-8b,default/none reported,hard_obvious_8x10_seed_20260531,51.2,40.5-61.9%,51.2,72.5,37.5,48.8,41,41,58,30,80,0,0,5202,5.20k,0.0053944,0.00013157,127,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-092-openrouter-064-aion-labs-aion-rp-llama-3-1-8b
85,DeepSeek: R1 Distill Qwen 32B,DeepSeek: R1 Distill Qwen 32B (reported reasoning),openrouter/deepseek/deepseek-r1-distill-qwen-32b,reported reasoning,hard_obvious_8x10_seed_20260531,42.5,32.3-53.4%,42.5,45.0,6.2,57.5,34,34,36,5,80,0,0,34629,34.63k,0.010042,0.000295,1018,1.34,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-042-openrouter-120-deepseek-deepseek-r1-distill-qwen-32b
86,Meta: Llama 3.2 1B Instruct,Meta: Llama 3.2 1B Instruct (default/none reported),openrouter/meta-llama/llama-3.2-1b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,37.5,27.7-48.5%,37.5,100.0,37.5,62.5,30,30,80,30,80,0,0,4251,4.25k,0.00017568,0.00000586,142,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-037-openrouter-155-meta-llama-llama-3-2-1b-instruct
,NVIDIA: Nemotron 3 Super,NVIDIA: Nemotron 3 Super (reported reasoning),openrouter/nvidia/nemotron-3-super-120b-a12b,reported reasoning,hard_obvious_8x10_seed_20260531,100.0,94.8-100.0%,100.0,100.0,100.0,0.0,70,70,70,70,70,0,0,4514,4.51k,0.000858,0.000012,64,3.85,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-060-openrouter-029-nvidia-nemotron-3-super-120b-a12b
,OpenAI GPT-OSS 20B,OpenAI GPT-OSS 20B (reported reasoning),openrouter/openai/gpt-oss-20b,reported reasoning,hard_obvious_8x10_seed_20260531,100.0,94.8-100.0%,100.0,98.6,98.6,0.0,70,70,69,69,70,0,0,13082,13.08k,0.000992,0.000014,187,0.80,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-openrouter-gpt-oss-20b
,NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,NVIDIA: Llama 3.3 Nemotron Super 49B V1.5 (reported reasoning),openrouter/nvidia/llama-3.3-nemotron-super-49b-v1.5,reported reasoning,hard_obvious_8x10_seed_20260531,100.0,94.8-100.0%,100.0,98.6,98.6,0.0,70,70,69,69,70,0,0,27125,27.12k,0.009666,0.000138,388,0.93,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-053-openrouter-043-nvidia-llama-3-3-nemotron-super-49b-v1-5
,Grok 4.3,Grok 4.3 (reported reasoning),grok/grok-4.3,reported reasoning,hard_obvious_8x10_seed_20260531,100.0,94.8-100.0%,100.0,58.6,58.6,0.0,70,70,41,41,70,20,0,36440,36.44k,0.067003,0.000957,521,11.93,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/paper-grok-4-3
,OpenAI: gpt-oss-safeguard-20b,OpenAI: gpt-oss-safeguard-20b (reported reasoning),openrouter/openai/gpt-oss-safeguard-20b,reported reasoning,hard_obvious_8x10_seed_20260531,94.4,74.2-99.0%,94.4,94.4,88.9,5.6,17,17,17,16,18,14,0,3836,3.84k,0.000708,0.000042,226,0.88,reported,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-043-openrouter-039-openai-gpt-oss-safeguard-20b
,MoonshotAI: Kimi K2 0711,MoonshotAI: Kimi K2 0711 (default/none reported),openrouter/moonshotai/kimi-k2,default/none reported,hard_obvious_8x10_seed_20260531,87.8,74.5-94.7%,87.8,100.0,87.8,12.2,36,36,41,36,41,29,0,2299,2.30k,0.00154744,0.00004298,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-099-openrouter-149-moonshotai-kimi-k2
,AionLabs: Aion-1.0-Mini,AionLabs: Aion-1.0-Mini (default/none reported),openrouter/aion-labs/aion-1.0-mini,default/none reported,hard_obvious_8x10_seed_20260531,84.3,74.0-91.0%,84.3,94.3,84.3,15.7,59,59,66,59,70,0,0,17200,17.20k,0.0215803,0.00036577,292,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-091-openrouter-119-aion-labs-aion-1-0-mini
,Qwen: Qwen3 Coder 30B A3B Instruct,Qwen: Qwen3 Coder 30B A3B Instruct (default/none reported),openrouter/qwen/qwen3-coder-30b-a3b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,70.0,58.5-79.5%,70.0,95.7,65.7,30.0,49,49,67,46,70,0,0,3596,3.60k,0.00032052,0.00000654,73,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-040-openrouter-050-qwen-qwen3-coder-30b-a3b-instruct
,AllenAI: Olmo 3 32B Think,AllenAI: Olmo 3 32B Think (default/none reported),openrouter/allenai/olmo-3-32b-think,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-0.0%,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0.00k,0,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-063-openrouter-038-allenai-olmo-3-32b-think
,Llama Guard 3 8B,Llama Guard 3 8B (default/none reported),openrouter/meta-llama/llama-guard-3-8b,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-0.0%,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0.00k,0,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-014-openrouter-063-meta-llama-llama-guard-3-8b
,Meta: Llama 3.2 3B Instruct,Meta: Llama 3.2 3B Instruct (default/none reported),openrouter/meta-llama/llama-3.2-3b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-0.0%,0.0,0.0,0.0,0.0,0,0,0,0,0,9,0,0,0.00k,0,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-047-openrouter-071-meta-llama-llama-3-2-3b-instruct
,Qwen2.5 Coder 32B Instruct,Qwen2.5 Coder 32B Instruct (default/none reported),openrouter/qwen/qwen-2.5-coder-32b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-0.0%,0.0,0.0,0.0,0.0,0,0,0,0,0,22,0,0,0.00k,0,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-100-10k-20260601/scaled-085-openrouter-067-qwen-qwen-2-5-coder-32b-instruct
