rank,label,display_label,model,thinking_level,barrage_profile,accuracy_pct,accuracy_ci_95,answer_accuracy_pct,format_accuracy_pct,strict_accuracy_pct,obvious_failure_rate_pct,correct,answer_correct,format_correct,strict_correct,scored_samples,provider_errors,timeouts,total_tokens,total_tokens_display,estimated_cost_usd,cost_per_correct_usd,tokens_per_correct,overthinking_index,reasoning_token_source,cost_warnings,summary_dir
64,Magnum v4 72B,Magnum v4 72B (default/none reported),openrouter/anthracite-org/magnum-v4-72b,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,100.0,85.0,15.0,68,68,80,68,80,0,0,3784,3.78k,0.012054,0.00017726,56,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-072-registry-openrouter-114-anthracite-org-magnum-v4-72b
65,Mistral Large 2407,Mistral Large 2407 (default/none reported),openrouter/mistralai/mistral-large-2407,default/none reported,hard_obvious_8x10_seed_20260531,85.0,75.6-91.2%,85.0,86.2,71.2,15.0,68,68,69,57,80,0,0,13623,13.62k,0.0689204,0.00101354,200,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-074-registry-openrouter-185-mistralai-mistral-large-2407
66,Mistral: Saba,Mistral: Saba (default/none reported),openrouter/mistralai/mistral-saba,default/none reported,hard_obvious_8x10_seed_20260531,83.8,74.2-90.3%,83.8,91.2,75.0,16.2,67,67,73,60,80,0,0,4344,4.34k,0.00096824,0.00001445,65,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-027-registry-openrouter-176-mistralai-mistral-saba
67,Mistral: Mistral Medium 3.1,Mistral: Mistral Medium 3.1 (default/none reported),openrouter/mistralai/mistral-medium-3.1,default/none reported,hard_obvious_8x10_seed_20260531,83.8,74.2-90.3%,83.8,87.5,71.2,16.2,67,67,70,57,80,0,0,3467,3.47k,0.00194808,0.00002908,52,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-052-registry-openrouter-172-mistralai-mistral-medium-3-1
68,Mistral: Mistral Medium 3,Mistral: Mistral Medium 3 (default/none reported),openrouter/mistralai/mistral-medium-3,default/none reported,hard_obvious_8x10_seed_20260531,83.8,74.2-90.3%,83.8,81.2,65.0,16.2,67,67,65,52,80,0,0,3493,3.49k,0.0020244,0.00003021,52,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-054-registry-openrouter-175-mistralai-mistral-medium-3
69,Cohere: Command A,Cohere: Command A (default/none reported),openrouter/cohere/command-a,default/none reported,hard_obvious_8x10_seed_20260531,83.8,74.2-90.3%,83.8,100.0,83.8,16.2,67,67,80,67,80,0,0,3360,3.36k,0.01047,0.00015627,50,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-079-registry-openrouter-182-cohere-command-a
70,OpenAI GPT-4.1 nano,OpenAI GPT-4.1 nano (default/none reported),openai/gpt-4.1-nano,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,100.0,82.5,17.5,66,66,80,66,80,0,0,3544,3.54k,0.000421,0.00000638,54,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-019-registry-openai-gpt-4-1-nano
71,Meta: Llama 4 Maverick,Meta: Llama 4 Maverick (default/none reported),openrouter/meta-llama/llama-4-maverick,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,90.0,72.5,17.5,66,66,72,58,80,0,0,3915,3.92k,0.000674,0.00001,59,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-026-registry-openrouter-106-meta-llama-llama-4-maverick
72,Mistral: Codestral 2508,Mistral: Codestral 2508 (default/none reported),openrouter/mistralai/codestral-2508,default/none reported,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,87.5,70.0,17.5,66,66,70,56,80,0,0,3460,3.46k,0.0012534,0.00001899,52,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-034-registry-openrouter-174-mistralai-codestral-2508
73,OpenAI GPT-5.4 mini no thinking,OpenAI GPT-5.4 mini no thinking (thinking=none/none),openai/gpt-5.4-mini,thinking=none/none,hard_obvious_8x10_seed_20260531,82.5,72.7-89.3%,82.5,100.0,82.5,17.5,66,66,80,66,80,0,0,3921,3.92k,0.00500325,0.00007581,59,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-070-registry-openai-gpt-5-4-mini-none
74,Google: Gemma 3 27B,Google: Gemma 3 27B (default/none reported),openrouter/google/gemma-3-27b-it,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,86.2,67.5,18.8,65,65,69,54,80,0,0,4073,4.07k,0.000339,0.000005,63,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-006-registry-openrouter-111-google-gemma-3-27b-it
75,OpenAI GPT-4o mini,OpenAI GPT-4o mini (default/none reported),openai/gpt-4o-mini,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,91.2,72.5,18.8,65,65,73,58,80,0,0,3589,3.59k,0.0006585,0.00001013,55,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-024-registry-openai-gpt-4o-mini
76,Mistral: Ministral 3 14B 2512,Mistral: Ministral 3 14B 2512 (default/none reported),openrouter/mistralai/ministral-14b-2512,default/none reported,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,86.2,67.5,18.8,65,65,69,54,80,0,0,3482,3.48k,0.0006964,0.00001071,54,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-014-registry-openrouter-093-mistralai-ministral-14b-2512
77,OpenAI GPT-5 nano minimal,OpenAI GPT-5 nano minimal (thinking=minimal),openai/gpt-5-nano,thinking=minimal,hard_obvious_8x10_seed_20260531,81.2,71.3-88.3%,81.2,98.8,80.0,18.8,65,65,79,64,80,0,0,4991,4.99k,0.000861,0.00001325,77,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-087-thinking-openai-gpt-5-nano-minimal
78,Mistral: Ministral 3 8B 2512,Mistral: Ministral 3 8B 2512 (default/none reported),openrouter/mistralai/ministral-8b-2512,default/none reported,hard_obvious_8x10_seed_20260531,80.0,70.0-87.3%,80.0,87.5,67.5,20.0,64,64,70,54,80,0,0,3577,3.58k,0.00053655,0.00000838,56,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-008-registry-openrouter-094-mistralai-ministral-8b-2512
79,Qwen: Qwen3 VL 30B A3B Instruct,Qwen: Qwen3 VL 30B A3B Instruct (default/none reported),openrouter/qwen/qwen3-vl-30b-a3b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,80.0,70.0-87.3%,80.0,92.5,72.5,20.0,64,64,74,58,80,0,0,3803,3.80k,0.00063869,0.00000998,59,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-022-registry-openrouter-099-qwen-qwen3-vl-30b-a3b-instruct
80,OpenAI GPT-5.4 nano no thinking,OpenAI GPT-5.4 nano no thinking (thinking=none/none),openai/gpt-5.4-nano,thinking=none/none,hard_obvious_8x10_seed_20260531,80.0,70.0-87.3%,80.0,100.0,80.0,20.0,64,64,80,64,80,0,0,3778,3.78k,0.0013121,0.0000205,59,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-037-registry-openai-gpt-5-4-nano-none
81,Mistral: Mistral Medium 3.5,Mistral: Mistral Medium 3.5 (default/none reported),openrouter/mistralai/mistral-medium-3-5,default/none reported,hard_obvious_8x10_seed_20260531,80.0,70.0-87.3%,80.0,100.0,80.0,20.0,64,64,80,64,80,0,0,4531,4.53k,0.008705,0.000136,71,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-075-registry-openrouter-183-mistralai-mistral-medium-3-5
82,Mistral: Mistral Small 3.2 24B,Mistral: Mistral Small 3.2 24B (default/none reported),openrouter/mistralai/mistral-small-3.2-24b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,77.5,67.2-85.3%,77.5,87.5,65.0,22.5,62,62,70,52,80,0,0,3461,3.46k,0.000293,0.000005,56,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-007-registry-openrouter-104-mistralai-mistral-small-3-2-24b-instruct
83,Meta: Llama 3.2 11B Vision Instruct,Meta: Llama 3.2 11B Vision Instruct (default/none reported),openrouter/meta-llama/llama-3.2-11b-vision-instruct,default/none reported,hard_obvious_8x10_seed_20260531,77.5,67.2-85.3%,77.5,100.0,77.5,22.5,62,62,80,62,80,0,0,3897,3.90k,0.00095476,0.0000154,63,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-018-registry-openrouter-177-meta-llama-llama-3-2-11b-vision-instruct
84,Mistral: Voxtral Small 24B 2507,Mistral: Voxtral Small 24B 2507 (default/none reported),openrouter/mistralai/voxtral-small-24b-2507,default/none reported,hard_obvious_8x10_seed_20260531,76.2,65.9-84.2%,76.2,100.0,76.2,23.8,61,61,80,61,80,0,0,3464,3.46k,0.00019718,0.00000323,57,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-015-registry-openrouter-096-mistralai-voxtral-small-24b-2507
85,Meta: Llama 4 Scout,Meta: Llama 4 Scout (default/none reported),openrouter/meta-llama/llama-4-scout,default/none reported,hard_obvious_8x10_seed_20260531,76.2,65.9-84.2%,76.2,82.5,58.8,23.8,61,61,66,47,80,0,0,3891,3.89k,0.00038344,0.00000629,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-012-registry-openrouter-107-meta-llama-llama-4-scout
86,Qwen: Qwen3 VL 8B Instruct,Qwen: Qwen3 VL 8B Instruct (default/none reported),openrouter/qwen/qwen3-vl-8b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,76.2,65.9-84.2%,76.2,100.0,76.2,23.8,61,61,80,61,80,0,0,4378,4.38k,0.000745,0.000012,72,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-021-registry-openrouter-098-qwen-qwen3-vl-8b-instruct
87,Google: Gemma 3 4B,Google: Gemma 3 4B (default/none reported),openrouter/google/gemma-3-4b-it,default/none reported,hard_obvious_8x10_seed_20260531,73.8,63.2-82.1%,73.8,87.5,61.3,26.2,59,59,70,49,80,0,0,4119,4.12k,0.00018332,0.00000311,70,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-001-registry-openrouter-109-google-gemma-3-4b-it
88,Mistral: Ministral 3 3B 2512,Mistral: Ministral 3 3B 2512 (default/none reported),openrouter/mistralai/ministral-3b-2512,default/none reported,hard_obvious_8x10_seed_20260531,73.8,63.2-82.1%,73.8,87.5,61.3,26.2,59,59,70,49,80,0,0,3561,3.56k,0.0003561,0.00000604,60,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-004-registry-openrouter-095-mistralai-ministral-3b-2512
89,ByteDance: UI-TARS 7B ,ByteDance: UI-TARS 7B  (default/none reported),openrouter/bytedance/ui-tars-1.5-7b,default/none reported,hard_obvious_8x10_seed_20260531,72.5,61.9-81.1%,72.5,100.0,72.5,27.5,58,58,80,58,80,0,0,4571,4.57k,0.0003665,0.00000632,79,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-009-registry-openrouter-102-bytedance-ui-tars-1-5-7b
90,Reka Edge,Reka Edge (default/none reported),openrouter/rekaai/reka-edge,default/none reported,hard_obvious_8x10_seed_20260531,57.5,46.6-67.7%,57.5,92.5,50.0,42.5,46,46,74,40,80,0,0,3590,3.59k,0.000226,0.000005,78,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-005-registry-openrouter-167-rekaai-reka-edge
91,Meta: Llama Guard 4 12B,Meta: Llama Guard 4 12B (default/none reported),openrouter/meta-llama/llama-guard-4-12b,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-4.6%,0.0,68.8,0.0,100.0,0,0,55,0,80,0,0,18625,18.62k,0.0033525,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-011-registry-openrouter-105-meta-llama-llama-guard-4-12b
,Qwen: Qwen3.5 Plus 2026-02-15,Qwen: Qwen3.5 Plus 2026-02-15 (reported reasoning),openrouter/qwen/qwen3.5-plus-02-15,reported reasoning,hard_obvious_8x10_seed_20260531,100.0,94.8-100.0%,100.0,100.0,100.0,0.0,70,70,70,70,70,0,0,25602,25.60k,0.035796,0.000511,366,0.98,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-044-registry-openrouter-168-qwen-qwen3-5-plus-02-15
,Qwen: Qwen3.5-9B,Qwen: Qwen3.5-9B (reported reasoning),openrouter/qwen/qwen3.5-9b,reported reasoning,hard_obvious_8x10_seed_20260531,98.4,91.4-99.7%,98.4,100.0,98.4,1.6,61,61,62,61,62,0,0,22696,22.70k,0.003077,0.00005,372,0.86,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-003-registry-openrouter-086-qwen-qwen3-5-9b
,Grok Build 0.1,Grok Build 0.1 (reported reasoning),grok/grok-build-0.1,reported reasoning,hard_obvious_8x10_seed_20260531,97.5,91.2-99.3%,97.5,81.0,78.5,2.5,77,77,64,62,79,1,0,82262,82.26k,0.182762,0.002374,1068,136.83,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-058-registry-grok-build-0-1
,Qwen: Qwen3 VL 32B Instruct,Qwen: Qwen3 VL 32B Instruct (default/none reported),openrouter/qwen/qwen3-vl-32b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,95.5,78.2-99.2%,95.5,100.0,95.5,4.5,21,21,22,21,22,9,0,1123,1.12k,0.0001533,0.0000073,53,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-020-registry-openrouter-097-qwen-qwen3-vl-32b-instruct
,Qwen: Qwen3 Max,Qwen: Qwen3 Max (default/none reported),openrouter/qwen/qwen3-max,default/none reported,hard_obvious_8x10_seed_20260531,80.0,60.9-91.1%,80.0,100.0,80.0,20.0,20,20,25,20,25,42,0,957,0.96k,0.00095238,0.00004762,48,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-066-registry-openrouter-138-qwen-qwen3-max
,DeepSeek: R1 Distill Qwen 32B low_budget_512,DeepSeek: R1 Distill Qwen 32B low_budget_512 (reported reasoning),openrouter/deepseek/deepseek-r1-distill-qwen-32b,reported reasoning,hard_obvious_8x10_seed_20260531,41.4,30.6-53.1%,41.4,48.6,7.1,58.6,29,29,34,5,70,0,0,24075,24.07k,0.006982,0.000241,830,1.27,reported,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-091-thinking-openrouter-deepseek-deepseek-r1-distill-qwen-32b-low
,Qwen: Qwen3.5 Plus 2026-04-20,Qwen: Qwen3.5 Plus 2026-04-20 (default/none reported),openrouter/qwen/qwen3.5-plus-20260420,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-0.0%,0.0,0.0,0.0,0.0,0,0,0,0,0,17,0,0,0.00k,0,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-046-registry-openrouter-162-qwen-qwen3-5-plus-20260420
,Mistral: Mistral Small 3.1 24B,Mistral: Mistral Small 3.1 24B (default/none reported),openrouter/mistralai/mistral-small-3.1-24b-instruct,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-0.0%,0.0,0.0,0.0,0.0,0,0,0,0,0,17,0,104,0.10k,0.00003752,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-028-registry-openrouter-108-mistralai-mistral-small-3-1-24b-instruct
,Baidu: ERNIE 4.5 VL 28B A3B,Baidu: ERNIE 4.5 VL 28B A3B (default/none reported),openrouter/baidu/ernie-4.5-vl-28b-a3b,default/none reported,hard_obvious_8x10_seed_20260531,0.0,0.0-0.0%,0.0,0.0,0.0,0.0,0,0,0,0,0,19,0,0,0.00k,0,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-scaled-next100-10k-20260601/next-023-registry-openrouter-101-baidu-ernie-4-5-vl-28b-a3b
