label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
Mistral: Mistral Nemo,spelling_transform,10.00,1,10,10,0,0,9,6.99e-06
Mistral: Mistral Nemo,word_count,100.00,10,10,10,0,0,0,8.75e-06
Mistral: Mistral Small 3,arithmetic,90.00,9,10,10,0,0,1,0.00010048
Mistral: Mistral Small 3,character_count,20.00,2,10,10,0,0,8,9.64e-05
Mistral: Mistral Small 3,constraint_awareness,100.00,10,10,10,0,0,0,0.0001225
Mistral: Mistral Small 3,format_compliance,100.00,10,10,10,0,0,0,0.00010735
Mistral: Mistral Small 3,negation,100.00,10,10,10,0,0,0,0.00010288
Mistral: Mistral Small 3,ordering,100.00,10,10,10,0,0,0,0.00010728
Mistral: Mistral Small 3,spelling_transform,40.00,4,10,10,0,0,6,9.754e-05
Mistral: Mistral Small 3,word_count,100.00,10,10,10,0,0,0,0.0001012
MoonshotAI: Kimi K2 0711,arithmetic,100.00,5,9,5,4,0,0,0.000169
MoonshotAI: Kimi K2 0711,character_count,0.00,0,7,5,2,0,5,0.00013177
MoonshotAI: Kimi K2 0711,constraint_awareness,100.00,6,8,6,2,0,0,0.00032673
MoonshotAI: Kimi K2 0711,format_compliance,100.00,5,8,5,3,0,0,0.000208
MoonshotAI: Kimi K2 0711,negation,100.00,6,9,6,3,0,0,0.00020078
MoonshotAI: Kimi K2 0711,ordering,100.00,3,8,3,5,0,0,0.00016364
MoonshotAI: Kimi K2 0711,spelling_transform,80.00,4,7,5,2,0,1,0.00015707
MoonshotAI: Kimi K2 0711,word_count,100.00,9,10,9,1,0,0,9.411e-05
MoonshotAI: Kimi K2 0905,arithmetic,100.00,10,10,10,0,0,0,0.0003565
MoonshotAI: Kimi K2 0905,character_count,50.00,5,10,10,0,0,5,0.0002958
MoonshotAI: Kimi K2 0905,constraint_awareness,100.00,10,10,10,0,0,0,0.0005831
MoonshotAI: Kimi K2 0905,format_compliance,100.00,10,10,10,0,0,0,0.000472
MoonshotAI: Kimi K2 0905,negation,100.00,10,10,10,0,0,0,0.000397
MoonshotAI: Kimi K2 0905,ordering,100.00,10,10,10,0,0,0,0.0005343
MoonshotAI: Kimi K2 0905,spelling_transform,90.00,9,10,10,0,0,1,0.0003463
MoonshotAI: Kimi K2 0905,word_count,100.00,10,10,10,0,0,0,0.0003492
MythoMax 13B,arithmetic,50.00,5,10,10,0,0,5,4.65e-05
MythoMax 13B,character_count,20.00,2,10,10,0,0,8,4.296e-05
MythoMax 13B,constraint_awareness,100.00,10,10,10,0,0,0,8.184e-05
MythoMax 13B,format_compliance,100.00,10,10,10,0,0,0,5.172e-05
MythoMax 13B,negation,100.00,10,10,10,0,0,0,5.076e-05
MythoMax 13B,ordering,100.00,10,10,10,0,0,0,5.124e-05
MythoMax 13B,spelling_transform,10.00,1,10,10,0,0,9,4.17e-05
MythoMax 13B,word_count,100.00,10,10,10,0,0,0,4.788e-05
NVIDIA Nemotron 3 Nano 30B A3B,arithmetic,100.00,10,10,10,0,0,0,0.000215
NVIDIA Nemotron 3 Nano 30B A3B,character_count,100.00,10,10,10,0,0,0,0.00027
NVIDIA Nemotron 3 Nano 30B A3B,constraint_awareness,100.00,10,10,10,0,0,0,0.000389
NVIDIA Nemotron 3 Nano 30B A3B,format_compliance,100.00,10,10,10,0,0,0,0.000216
NVIDIA Nemotron 3 Nano 30B A3B,negation,100.00,10,10,10,0,0,0,0.000223
NVIDIA Nemotron 3 Nano 30B A3B,ordering,100.00,10,10,10,0,0,0,0.000321
NVIDIA Nemotron 3 Nano 30B A3B,spelling_transform,70.00,7,10,10,0,0,3,0.001014
NVIDIA Nemotron 3 Nano 30B A3B,word_count,100.00,10,10,10,0,0,0,0.000226
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,arithmetic,100.00,9,9,9,0,0,0,0.001231
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,character_count,100.00,10,10,10,0,0,0,0.001445
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,constraint_awareness,100.00,8,8,8,0,0,0,0.001167
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,format_compliance,100.00,9,9,9,0,0,0,0.00093
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,negation,100.00,9,9,9,0,0,0,0.000875
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,ordering,100.00,9,9,9,0,0,0,0.001303
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,spelling_transform,100.00,7,7,7,0,0,0,0.001337
NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,word_count,100.00,9,9,9,0,0,0,0.001377
NVIDIA: Nemotron 3 Super,arithmetic,100.00,10,10,10,0,0,0,0.000071
NVIDIA: Nemotron 3 Super,character_count,100.00,10,10,10,0,0,0,0.000114
NVIDIA: Nemotron 3 Super,constraint_awareness,100.00,10,10,10,0,0,0,0.000084
NVIDIA: Nemotron 3 Super,format_compliance,100.00,10,10,10,0,0,0,0.000091
NVIDIA: Nemotron 3 Super,negation,100.00,10,10,10,0,0,0,0.000072
NVIDIA: Nemotron 3 Super,ordering,100.00,10,10,10,0,0,0,0.000169
NVIDIA: Nemotron 3 Super,spelling_transform,100.00,10,10,10,0,0,0,0.000263
NVIDIA: Nemotron 3 Super,word_count,100.00,10,10,10,0,0,0,0.000019
NVIDIA: Nemotron Nano 9B V2,arithmetic,100.00,10,10,10,0,0,0,0.000334
NVIDIA: Nemotron Nano 9B V2,character_count,100.00,10,10,10,0,0,0,0.000348
NVIDIA: Nemotron Nano 9B V2,constraint_awareness,70.00,7,10,10,0,0,3,0.000497
NVIDIA: Nemotron Nano 9B V2,format_compliance,0.00,0,10,10,0,0,10,0.000031
NVIDIA: Nemotron Nano 9B V2,negation,100.00,10,10,10,0,0,0,0.000404
NVIDIA: Nemotron Nano 9B V2,ordering,100.00,10,10,10,0,0,0,0.000379
NVIDIA: Nemotron Nano 9B V2,spelling_transform,90.00,9,10,10,0,0,1,0.001971
NVIDIA: Nemotron Nano 9B V2,word_count,100.00,10,10,10,0,0,0,0.000338
Nex AGI: DeepSeek V3.1 Nex N1,arithmetic,100.00,10,10,10,0,0,0,0.000852865
Nex AGI: DeepSeek V3.1 Nex N1,character_count,40.00,4,10,10,0,0,6,0.00084214
Nex AGI: DeepSeek V3.1 Nex N1,constraint_awareness,100.00,10,10,10,0,0,0,0.00091018
Nex AGI: DeepSeek V3.1 Nex N1,format_compliance,100.00,10,10,10,0,0,0,0.00088006
Nex AGI: DeepSeek V3.1 Nex N1,negation,100.00,10,10,10,0,0,0,0.00085911
Nex AGI: DeepSeek V3.1 Nex N1,ordering,100.00,10,10,10,0,0,0,0.000891115
Nex AGI: DeepSeek V3.1 Nex N1,spelling_transform,70.00,7,10,10,0,0,3,0.000849965
Nex AGI: DeepSeek V3.1 Nex N1,word_count,100.00,10,10,10,0,0,0,0.00085672
Nous: Hermes 3 405B Instruct,arithmetic,90.00,9,10,10,0,0,1,0.000419
Nous: Hermes 3 405B Instruct,character_count,40.00,4,10,10,0,0,6,0.000374
Nous: Hermes 3 405B Instruct,constraint_awareness,100.00,10,10,10,0,0,0,0.000869
Nous: Hermes 3 405B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.000514
Nous: Hermes 3 405B Instruct,negation,100.00,10,10,10,0,0,0,0.000497
Nous: Hermes 3 405B Instruct,ordering,100.00,10,10,10,0,0,0,0.000533
Nous: Hermes 3 405B Instruct,spelling_transform,60.00,6,10,10,0,0,4,0.000387
Nous: Hermes 3 405B Instruct,word_count,100.00,10,10,10,0,0,0,0.000462
Nous: Hermes 3 70B Instruct,arithmetic,11.11,1,9,9,0,0,8,0.0003393
Nous: Hermes 3 70B Instruct,character_count,80.00,4,5,5,0,0,1,0.000138
Nous: Hermes 3 70B Instruct,constraint_awareness,100.00,1,1,1,0,0,0,7.89e-05
Nous: Hermes 3 70B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.0001287
Nous: Hermes 3 70B Instruct,negation,40.00,2,5,5,0,0,3,0.0001314
Nous: Hermes 3 70B Instruct,ordering,0.00,0,3,3,0,0,3,8.7e-05
Nous: Hermes 3 70B Instruct,spelling_transform,0.00,0,3,3,0,0,3,9.18e-05
Nous: Hermes 3 70B Instruct,word_count,100.00,5,5,5,0,0,0,6.36e-05
Nous: Hermes 4 70B,arithmetic,100.00,10,10,10,0,0,0,8.207e-05
Nous: Hermes 4 70B,character_count,60.00,6,10,10,0,0,4,7.352e-05
Nous: Hermes 4 70B,constraint_awareness,90.00,9,10,10,0,0,1,0.00013787
Nous: Hermes 4 70B,format_compliance,100.00,10,10,10,0,0,0,0.00010535
Nous: Hermes 4 70B,negation,90.00,9,10,10,0,0,1,8.938e-05
Nous: Hermes 4 70B,ordering,100.00,10,10,10,0,0,0,0.00011444
Nous: Hermes 4 70B,spelling_transform,30.00,3,10,10,0,0,7,8.034e-05
Nous: Hermes 4 70B,word_count,100.00,10,10,10,0,0,0,8.496e-05
NousResearch: Hermes 2 Pro - Llama-3 8B,arithmetic,60.00,6,10,10,0,0,4,5.88e-05
NousResearch: Hermes 2 Pro - Llama-3 8B,character_count,40.00,4,10,10,0,0,6,5.544e-05
NousResearch: Hermes 2 Pro - Llama-3 8B,constraint_awareness,90.00,9,10,10,0,0,1,0.00012586
NousResearch: Hermes 2 Pro - Llama-3 8B,format_compliance,100.00,10,10,10,0,0,0,7.21e-05
NousResearch: Hermes 2 Pro - Llama-3 8B,negation,80.00,8,10,10,0,0,2,6.944e-05
NousResearch: Hermes 2 Pro - Llama-3 8B,ordering,100.00,10,10,10,0,0,0,7.462e-05
NousResearch: Hermes 2 Pro - Llama-3 8B,spelling_transform,10.00,1,10,10,0,0,9,5.446e-05
NousResearch: Hermes 2 Pro - Llama-3 8B,word_count,100.00,10,10,10,0,0,0,6.468e-05
OpenAI GPT-4.1,arithmetic,100.00,10,10,10,0,0,0,0.000922
OpenAI GPT-4.1,character_count,60.00,6,10,10,0,0,4,0.000744
OpenAI GPT-4.1,constraint_awareness,100.00,10,10,10,0,0,0,0.002058
OpenAI GPT-4.1,format_compliance,100.00,10,10,10,0,0,0,0.00133
OpenAI GPT-4.1,negation,100.00,10,10,10,0,0,0,0.001014
OpenAI GPT-4.1,ordering,100.00,10,10,10,0,0,0,0.001516
OpenAI GPT-4.1,spelling_transform,90.00,9,10,10,0,0,1,0.000872
OpenAI GPT-4.1,word_count,100.00,10,10,10,0,0,0,0.000924
OpenAI GPT-4.1 mini,arithmetic,100.00,10,10,10,0,0,0,0.0001828
OpenAI GPT-4.1 mini,character_count,30.00,3,10,10,0,0,7,0.0001488
OpenAI GPT-4.1 mini,constraint_awareness,90.00,9,10,10,0,0,1,0.000346
OpenAI GPT-4.1 mini,format_compliance,100.00,10,10,10,0,0,0,0.0002804
OpenAI GPT-4.1 mini,negation,100.00,10,10,10,0,0,0,0.0001996
OpenAI GPT-4.1 mini,ordering,90.00,9,10,10,0,0,1,0.0003032
OpenAI GPT-4.1 mini,spelling_transform,100.00,10,10,10,0,0,0,0.0001744
OpenAI GPT-4.1 mini,word_count,100.00,10,10,10,0,0,0,0.0001848
OpenAI GPT-5 nano minimal,arithmetic,90.00,9,10,10,0,0,1,9.875e-05
OpenAI GPT-5 nano minimal,character_count,60.00,6,10,10,0,0,4,9.21e-05
OpenAI GPT-5 nano minimal,constraint_awareness,100.00,10,10,10,0,0,0,0.00011675
OpenAI GPT-5 nano minimal,format_compliance,100.00,10,10,10,0,0,0,0.00011355
OpenAI GPT-5 nano minimal,negation,100.00,10,10,10,0,0,0,9.865e-05
OpenAI GPT-5 nano minimal,ordering,80.00,8,10,10,0,0,2,0.0001252
OpenAI GPT-5 nano minimal,spelling_transform,50.00,5,10,10,0,0,5,0.0001519
OpenAI GPT-5 nano minimal,word_count,100.00,10,10,10,0,0,0,9.66e-05
OpenAI GPT-OSS 20B,arithmetic,100.00,10,10,10,0,0,0,0.000111
OpenAI GPT-OSS 20B,character_count,100.00,10,10,10,0,0,0,0.000155
OpenAI GPT-OSS 20B,constraint_awareness,100.00,10,10,10,0,0,0,0.000284
OpenAI GPT-OSS 20B,format_compliance,100.00,10,10,10,0,0,0,0.000147
OpenAI GPT-OSS 20B,negation,100.00,10,10,10,0,0,0,0.000109
OpenAI GPT-OSS 20B,ordering,100.00,10,10,10,0,0,0,0.000113
OpenAI GPT-OSS 20B,spelling_transform,80.00,8,10,10,0,0,2,0.000331
OpenAI GPT-OSS 20B,word_count,100.00,10,10,10,0,0,0,0.000043
OpenAI: gpt-oss-120b,arithmetic,90.00,9,10,10,0,0,1,0.000105
OpenAI: gpt-oss-120b,character_count,100.00,10,10,10,0,0,0,0.000113
OpenAI: gpt-oss-120b,constraint_awareness,100.00,10,10,10,0,0,0,0.000239
OpenAI: gpt-oss-120b,format_compliance,100.00,10,10,10,0,0,0,0.000148
OpenAI: gpt-oss-120b,negation,100.00,10,10,10,0,0,0,0.000101
OpenAI: gpt-oss-120b,ordering,100.00,10,10,10,0,0,0,0.000074
OpenAI: gpt-oss-120b,spelling_transform,90.00,9,10,10,0,0,1,0.000274
OpenAI: gpt-oss-120b,word_count,100.00,10,10,10,0,0,0,0.000098
OpenAI: gpt-oss-safeguard-20b,arithmetic,100.00,2,4,2,2,0,0,0.000051
OpenAI: gpt-oss-safeguard-20b,character_count,100.00,3,5,3,2,0,0,0.000146
OpenAI: gpt-oss-safeguard-20b,constraint_awareness,100.00,2,3,2,1,0,0,0.000122
OpenAI: gpt-oss-safeguard-20b,format_compliance,100.00,2,4,2,2,0,0,0.000054
OpenAI: gpt-oss-safeguard-20b,negation,100.00,3,4,3,1,0,0,0.000064
OpenAI: gpt-oss-safeguard-20b,ordering,100.00,3,4,3,1,0,0,0.000095
OpenAI: gpt-oss-safeguard-20b,spelling_transform,0.00,0,4,1,3,0,1,0.000124
OpenAI: gpt-oss-safeguard-20b,word_count,100.00,2,4,2,2,0,0,0.000052
Prime Intellect: INTELLECT-3,arithmetic,100.00,10,10,10,0,0,0,0.008076
Prime Intellect: INTELLECT-3,character_count,100.00,10,10,10,0,0,0,0.015417
Prime Intellect: INTELLECT-3,constraint_awareness,80.00,8,10,10,0,0,2,0.022565
Prime Intellect: INTELLECT-3,format_compliance,100.00,10,10,10,0,0,0,0.001879
Prime Intellect: INTELLECT-3,negation,100.00,10,10,10,0,0,0,0.004896
Prime Intellect: INTELLECT-3,ordering,100.00,10,10,10,0,0,0,0.010476
Prime Intellect: INTELLECT-3,spelling_transform,100.00,10,10,10,0,0,0,0.018557
Prime Intellect: INTELLECT-3,word_count,100.00,10,10,10,0,0,0,0.010152
Qwen2.5 72B Instruct,arithmetic,100.00,10,10,10,0,0,0,0.00015468
Qwen2.5 72B Instruct,character_count,40.00,4,10,10,0,0,6,0.00012784
Qwen2.5 72B Instruct,constraint_awareness,100.00,10,10,10,0,0,0,0.00032552
Qwen2.5 72B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00018136
Qwen2.5 72B Instruct,negation,100.00,10,10,10,0,0,0,0.00017432
Qwen2.5 72B Instruct,ordering,100.00,10,10,10,0,0,0,0.00019264
Qwen2.5 72B Instruct,spelling_transform,20.00,2,10,10,0,0,8,0.00013328
Qwen2.5 72B Instruct,word_count,100.00,10,10,10,0,0,0,0.00015952
Qwen2.5 Coder 32B Instruct,arithmetic,,0,3,0,3,0,0,0.0
Qwen2.5 Coder 32B Instruct,character_count,,0,4,0,4,0,0,0.0
Qwen2.5 Coder 32B Instruct,constraint_awareness,,0,3,0,3,0,0,0.0
Qwen2.5 Coder 32B Instruct,format_compliance,,0,3,0,3,0,0,0.0
Qwen2.5 Coder 32B Instruct,negation,,0,3,0,3,0,0,0.0
Qwen2.5 Coder 32B Instruct,ordering,,0,3,0,3,0,0,0.0
Qwen2.5 Coder 32B Instruct,spelling_transform,,0,4,0,4,0,0,0.0
Qwen2.5 Coder 32B Instruct,word_count,,0,3,0,3,0,0,0.0
Qwen3 Next 80B A3B Instruct,arithmetic,100.00,10,10,10,0,0,0,7.607e-05
Qwen3 Next 80B A3B Instruct,character_count,60.00,6,10,10,0,0,4,4.746e-05
Qwen3 Next 80B A3B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.00013628
Qwen3 Next 80B A3B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00011294
Qwen3 Next 80B A3B Instruct,negation,100.00,10,10,10,0,0,0,5.788e-05
Qwen3 Next 80B A3B Instruct,ordering,90.00,9,10,10,0,0,1,0.00014466
Qwen3 Next 80B A3B Instruct,spelling_transform,60.00,6,10,10,0,0,4,7.002e-05
Qwen3 Next 80B A3B Instruct,word_count,100.00,10,10,10,0,0,0,5.428e-05
Qwen: Qwen Plus 0728,arithmetic,100.00,10,10,10,0,0,0,0.00012636
Qwen: Qwen Plus 0728,character_count,50.00,5,10,10,0,0,5,9.724e-05
Qwen: Qwen Plus 0728,constraint_awareness,100.00,10,10,10,0,0,0,0.00025558
Qwen: Qwen Plus 0728,format_compliance,100.00,10,10,10,0,0,0,0.00016094
Qwen: Qwen Plus 0728,negation,100.00,10,10,10,0,0,0,0.0001313
Qwen: Qwen Plus 0728,ordering,100.00,10,10,10,0,0,0,0.00018382
Qwen: Qwen Plus 0728,spelling_transform,30.00,3,10,10,0,0,7,0.00011206
Qwen: Qwen Plus 0728,word_count,100.00,10,10,10,0,0,0,0.00012012
Qwen: Qwen-Plus,arithmetic,100.00,10,10,10,0,0,0,0.00012558
Qwen: Qwen-Plus,character_count,50.00,5,10,10,0,0,5,9.724e-05
Qwen: Qwen-Plus,constraint_awareness,90.00,9,10,10,0,0,1,0.00022672
Qwen: Qwen-Plus,format_compliance,100.00,10,10,10,0,0,0,0.00016094
Qwen: Qwen-Plus,negation,100.00,10,10,10,0,0,0,0.0001313
Qwen: Qwen-Plus,ordering,100.00,10,10,10,0,0,0,0.00018382
Qwen: Qwen-Plus,spelling_transform,50.00,5,10,10,0,0,5,0.00010972
Qwen: Qwen-Plus,word_count,100.00,10,10,10,0,0,0,0.00012012
Qwen: Qwen2.5 7B Instruct,arithmetic,80.00,8,10,10,0,0,2,2.842e-05
Qwen: Qwen2.5 7B Instruct,character_count,30.00,3,10,10,0,0,7,2.416e-05
Qwen: Qwen2.5 7B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,4.408e-05
Qwen: Qwen2.5 7B Instruct,format_compliance,100.00,10,10,10,0,0,0,3.294e-05
Qwen: Qwen2.5 7B Instruct,negation,90.00,9,10,10,0,0,1,2.938e-05
Qwen: Qwen2.5 7B Instruct,ordering,80.00,8,10,10,0,0,2,3.586e-05
Qwen: Qwen2.5 7B Instruct,spelling_transform,30.00,3,10,10,0,0,7,2.642e-05
Qwen: Qwen2.5 7B Instruct,word_count,100.00,10,10,10,0,0,0,2.768e-05
Qwen: Qwen3 14B,arithmetic,100.00,10,10,10,0,0,0,0.000907
Qwen: Qwen3 14B,character_count,100.00,10,10,10,0,0,0,0.000746
Qwen: Qwen3 14B,constraint_awareness,80.00,8,10,10,0,0,2,0.001449
Qwen: Qwen3 14B,format_compliance,100.00,10,10,10,0,0,0,0.000724
Qwen: Qwen3 14B,negation,100.00,10,10,10,0,0,0,0.000521
Qwen: Qwen3 14B,ordering,100.00,10,10,10,0,0,0,0.000663
Qwen: Qwen3 14B,spelling_transform,100.00,10,10,10,0,0,0,0.000879
Qwen: Qwen3 14B,word_count,100.00,10,10,10,0,0,0,0.000548
Qwen: Qwen3 235B A22B,arithmetic,100.00,10,10,10,0,0,0,0.007013
Qwen: Qwen3 235B A22B,character_count,100.00,10,10,10,0,0,0,0.007196
Qwen: Qwen3 235B A22B,constraint_awareness,80.00,8,10,10,0,0,2,0.019091
Qwen: Qwen3 235B A22B,format_compliance,100.00,10,10,10,0,0,0,0.002825
Qwen: Qwen3 235B A22B,negation,100.00,10,10,10,0,0,0,0.004825
Qwen: Qwen3 235B A22B,ordering,100.00,10,10,10,0,0,0,0.007596
Qwen: Qwen3 235B A22B,spelling_transform,90.00,9,10,10,0,0,1,0.01463
Qwen: Qwen3 235B A22B,word_count,100.00,10,10,10,0,0,0,0.00663
Qwen: Qwen3 235B A22B Instruct 2507,arithmetic,100.00,10,10,10,0,0,0,0.00003
Qwen: Qwen3 235B A22B Instruct 2507,character_count,50.00,5,10,10,0,0,5,0.000026
Qwen: Qwen3 235B A22B Instruct 2507,constraint_awareness,100.00,10,10,10,0,0,0,0.000061
Qwen: Qwen3 235B A22B Instruct 2507,format_compliance,100.00,10,10,10,0,0,0,0.000037
Qwen: Qwen3 235B A22B Instruct 2507,negation,100.00,10,10,10,0,0,0,3.5312e-05
Qwen: Qwen3 235B A22B Instruct 2507,ordering,100.00,10,10,10,0,0,0,0.000039
Qwen: Qwen3 235B A22B Instruct 2507,spelling_transform,50.00,5,10,10,0,0,5,0.000026
Qwen: Qwen3 235B A22B Instruct 2507,word_count,100.00,10,10,10,0,0,0,0.000031
Qwen: Qwen3 235B A22B Thinking 2507,arithmetic,100.00,10,10,10,0,0,0,0.000279
Qwen: Qwen3 235B A22B Thinking 2507,character_count,100.00,10,10,10,0,0,0,0.001732
Qwen: Qwen3 235B A22B Thinking 2507,constraint_awareness,100.00,10,10,10,0,0,0,0.000439
Qwen: Qwen3 235B A22B Thinking 2507,format_compliance,100.00,10,10,10,0,0,0,0.000323
Qwen: Qwen3 235B A22B Thinking 2507,negation,100.00,10,10,10,0,0,0,0.000364
Qwen: Qwen3 235B A22B Thinking 2507,ordering,100.00,10,10,10,0,0,0,0.000877
Qwen: Qwen3 235B A22B Thinking 2507,spelling_transform,100.00,10,10,10,0,0,0,0.000703
Qwen: Qwen3 235B A22B Thinking 2507,word_count,100.00,10,10,10,0,0,0,0.000963
Qwen: Qwen3 30B A3B,arithmetic,100.00,10,10,10,0,0,0,0.001478
Qwen: Qwen3 30B A3B,character_count,100.00,10,10,10,0,0,0,0.001553
Qwen: Qwen3 30B A3B,constraint_awareness,80.00,8,10,10,0,0,2,0.002875
Qwen: Qwen3 30B A3B,format_compliance,100.00,10,10,10,0,0,0,0.000794
Qwen: Qwen3 30B A3B,negation,100.00,10,10,10,0,0,0,0.001189
Qwen: Qwen3 30B A3B,ordering,100.00,10,10,10,0,0,0,0.001369
Qwen: Qwen3 30B A3B,spelling_transform,100.00,10,10,10,0,0,0,0.002172
Qwen: Qwen3 30B A3B,word_count,100.00,10,10,10,0,0,0,0.001446
Qwen: Qwen3 30B A3B Instruct 2507,arithmetic,100.00,10,10,10,0,0,0,0.00002
Qwen: Qwen3 30B A3B Instruct 2507,character_count,20.00,2,10,10,0,0,8,0.000016
Qwen: Qwen3 30B A3B Instruct 2507,constraint_awareness,90.00,9,10,10,0,0,1,0.000046
Qwen: Qwen3 30B A3B Instruct 2507,format_compliance,100.00,10,10,10,0,0,0,0.000028
Qwen: Qwen3 30B A3B Instruct 2507,negation,100.00,10,10,10,0,0,0,0.00002
Qwen: Qwen3 30B A3B Instruct 2507,ordering,100.00,10,10,10,0,0,0,0.000033
Qwen: Qwen3 30B A3B Instruct 2507,spelling_transform,20.00,2,10,10,0,0,8,0.000019
Qwen: Qwen3 30B A3B Instruct 2507,word_count,100.00,10,10,10,0,0,0,0.000018
Qwen: Qwen3 30B A3B Thinking 2507,arithmetic,100.00,10,10,10,0,0,0,0.001276
Qwen: Qwen3 30B A3B Thinking 2507,character_count,100.00,10,10,10,0,0,0,0.002445
Qwen: Qwen3 30B A3B Thinking 2507,constraint_awareness,90.00,9,10,10,0,0,1,0.005045
Qwen: Qwen3 30B A3B Thinking 2507,format_compliance,100.00,10,10,10,0,0,0,0.001366
Qwen: Qwen3 30B A3B Thinking 2507,negation,100.00,10,10,10,0,0,0,0.000902
Qwen: Qwen3 30B A3B Thinking 2507,ordering,100.00,10,10,10,0,0,0,0.001451
Qwen: Qwen3 30B A3B Thinking 2507,spelling_transform,100.00,10,10,10,0,0,0,0.007905
Qwen: Qwen3 30B A3B Thinking 2507,word_count,100.00,10,10,10,0,0,0,0.001931
Qwen: Qwen3 32B,arithmetic,100.00,10,10,10,0,0,0,0.000901
Qwen: Qwen3 32B,character_count,100.00,10,10,10,0,0,0,0.001081
Qwen: Qwen3 32B,constraint_awareness,80.00,8,10,10,0,0,2,0.001168
Qwen: Qwen3 32B,format_compliance,100.00,10,10,10,0,0,0,0.000702
Qwen: Qwen3 32B,negation,100.00,10,10,10,0,0,0,0.000718
Qwen: Qwen3 32B,ordering,100.00,10,10,10,0,0,0,0.000737
Qwen: Qwen3 32B,spelling_transform,60.00,6,10,10,0,0,4,0.001492
Qwen: Qwen3 32B,word_count,100.00,10,10,10,0,0,0,0.000751
Qwen: Qwen3 8B,arithmetic,80.00,8,10,10,0,0,2,4.765e-05
Qwen: Qwen3 8B,character_count,20.00,2,10,10,0,0,8,3.72e-05
Qwen: Qwen3 8B,constraint_awareness,90.00,9,10,10,0,0,1,0.002983
Qwen: Qwen3 8B,format_compliance,100.00,10,10,10,0,0,0,0.001041
Qwen: Qwen3 8B,negation,100.00,10,10,10,0,0,0,0.000616
Qwen: Qwen3 8B,ordering,100.00,10,10,10,0,0,0,0.000799
Qwen: Qwen3 8B,spelling_transform,100.00,10,10,10,0,0,0,0.001681
Qwen: Qwen3 8B,word_count,100.00,10,10,10,0,0,0,4.16e-05
Qwen: Qwen3 Coder 30B A3B Instruct,arithmetic,100.00,10,10,10,0,0,0,3.615e-05
Qwen: Qwen3 Coder 30B A3B Instruct,character_count,30.00,3,10,10,0,0,7,4.028e-05
Qwen: Qwen3 Coder 30B A3B Instruct,constraint_awareness,70.00,7,10,10,0,0,3,8.729e-05
Qwen: Qwen3 Coder 30B A3B Instruct,format_compliance,100.00,10,10,10,0,0,0,4.699e-05
Qwen: Qwen3 Coder 30B A3B Instruct,negation,100.00,10,10,10,0,0,0,3.601e-05
Qwen: Qwen3 Coder 30B A3B Instruct,ordering,90.00,9,10,10,0,0,1,5.549e-05
Qwen: Qwen3 Coder 30B A3B Instruct,spelling_transform,20.00,2,10,10,0,0,8,4.742e-05
Qwen: Qwen3 Coder 30B A3B Instruct,word_count,20.00,2,10,10,0,0,8,2.31e-05
Qwen: Qwen3 Coder 480B A35B,arithmetic,100.00,10,10,10,0,0,0,0.000131
Qwen: Qwen3 Coder 480B A35B,character_count,40.00,4,10,10,0,0,6,0.000086
Qwen: Qwen3 Coder 480B A35B,constraint_awareness,90.00,9,10,10,0,0,1,0.000271
Qwen: Qwen3 Coder 480B A35B,format_compliance,100.00,10,10,10,0,0,0,0.000187
Qwen: Qwen3 Coder 480B A35B,negation,90.00,9,10,10,0,0,1,0.000103
Qwen: Qwen3 Coder 480B A35B,ordering,100.00,10,10,10,0,0,0,0.00025
Qwen: Qwen3 Coder 480B A35B,spelling_transform,60.00,6,10,10,0,0,4,0.000113
Qwen: Qwen3 Coder 480B A35B,word_count,100.00,10,10,10,0,0,0,0.00009
Qwen: Qwen3 Coder Flash,arithmetic,100.00,10,10,10,0,0,0,0.000107835
Qwen: Qwen3 Coder Flash,character_count,30.00,3,10,10,0,0,7,7.683e-05
Qwen: Qwen3 Coder Flash,constraint_awareness,80.00,8,10,10,0,0,2,0.00049764
Qwen: Qwen3 Coder Flash,format_compliance,100.00,10,10,10,0,0,0,0.000144495
Qwen: Qwen3 Coder Flash,negation,100.00,10,10,10,0,0,0,0.000102765
Qwen: Qwen3 Coder Flash,ordering,90.00,9,10,10,0,0,1,0.000175305
Qwen: Qwen3 Coder Flash,spelling_transform,20.00,2,10,10,0,0,8,0.001732185
Qwen: Qwen3 Coder Flash,word_count,30.00,3,10,10,0,0,7,9.399e-05
Qwen: Qwen3 Coder Next,arithmetic,100.00,10,10,10,0,0,0,7.523e-05
