model_entry_id,label,inspect_model,provider_model,reasoning_effort,model_setting_key,items,complete_items,attempt_rows,valid_attempts,strict_correct_attempts,strict_attempt_accuracy,strict_pass3_items,strict_pass3_accuracy,strict_pass3_ci_low,strict_pass3_ci_high,answer_pass3_items,answer_pass3_accuracy,format_pass3_items,format_pass3_accuracy,strict_any3_items,strict_any3_accuracy,provider_errors,timeouts,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,total_tokens,estimated_cost_usd,manual_adjusted_attempts,complete_for_pass3
requested-044-google-gemini-2-5-pro-dynamic,Google: Gemini 2.5 Pro dynamic,openrouter/google/gemini-2.5-pro,google/gemini-2.5-pro,dynamic,openrouter-google-gemini-2-5-pro:088f2c1665547e1d,144,144,432,432,426,0.986111,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,144,1.0,0,0,17607,167982,166979,0,0,185589,1.70182875,0,True
requested-046-google-gemini-2-5-pro-medium,Google: Gemini 2.5 Pro medium,openrouter/google/gemini-2.5-pro,google/gemini-2.5-pro,medium,openrouter-google-gemini-2-5-pro:051893608ebafa43,144,144,432,432,424,0.981481,139,0.965278,0.921297,0.985079,139,0.965278,144,1.0,143,0.993056,0,0,17607,176595,175596,0,0,194202,1.78795875,0,True
requested-047-google-gemini-2-5-pro-high,Google: Gemini 2.5 Pro high,openrouter/google/gemini-2.5-pro,google/gemini-2.5-pro,high,openrouter-google-gemini-2-5-pro:b074d1c3a805e575,144,144,432,432,425,0.983796,139,0.965278,0.921297,0.985079,139,0.965278,143,0.993056,144,1.0,0,0,17532,169610,168611,0,0,187142,1.718015,1,True
requested-048-google-gemini-2-5-pro-xhigh,Google: Gemini 2.5 Pro xhigh,openrouter/google/gemini-2.5-pro,google/gemini-2.5-pro,xhigh,openrouter-google-gemini-2-5-pro:1c8cd687dc446ee0,144,144,432,432,423,0.979167,138,0.958333,0.912082,0.980766,138,0.958333,144,1.0,143,0.993056,0,0,17607,165639,164640,0,0,183246,1.67839875,0,True
manual-20260612-google-gemini-3-flash-preview-minimal,Google: Gemini 3 Flash Preview minimal,openrouter/google/gemini-3-flash-preview,google/gemini-3-flash-preview,minimal,openrouter-google-gemini-3-flash-preview:bd779dd00c0ce5f4,144,144,432,432,384,0.888889,124,0.861111,0.795198,0.908258,124,0.861111,144,1.0,133,0.923611,0,0,17719,1010,0,0,0,18729,0.0118895,0,True
old-159-gemini-3-flash-preview,Gemini 3 Flash Preview,openrouter/google/gemini-3-flash-preview,google/gemini-3-flash-preview,default,openrouter-google-gemini-3-flash-preview:3ca45261d46b17a4,144,144,432,432,379,0.877315,120,0.833333,0.763977,0.885367,120,0.833333,144,1.0,132,0.916667,0,0,17607,1007,0,0,0,18614,0.0118245,0,True
manual-20260612-google-gemini-3-flash-preview-low,Google: Gemini 3 Flash Preview low,openrouter/google/gemini-3-flash-preview,google/gemini-3-flash-preview,low,openrouter-google-gemini-3-flash-preview:8d15b0e0d728f962,144,144,432,432,430,0.99537,142,0.986111,0.950777,0.996183,142,0.986111,144,1.0,144,1.0,0,0,17682,72980,71981,0,0,90662,0.227781,0,True
manual-20260612-google-gemini-3-flash-preview-medium,Google: Gemini 3 Flash Preview medium,openrouter/google/gemini-3-flash-preview,google/gemini-3-flash-preview,medium,openrouter-google-gemini-3-flash-preview:6f881b90eab698e0,144,144,432,432,428,0.990741,141,0.979167,0.940542,0.99289,143,0.993056,142,0.986111,144,1.0,0,0,17633,79500,78498,0,0,97133,0.2473165,0,True
manual-20260612-google-gemini-3-flash-preview-high,Google: Gemini 3 Flash Preview high,openrouter/google/gemini-3-flash-preview,google/gemini-3-flash-preview,high,openrouter-google-gemini-3-flash-preview:1901da4c8c57013e,144,144,432,432,426,0.986111,139,0.965278,0.921297,0.985079,140,0.972222,143,0.993056,144,1.0,0,0,17730,78922,77922,0,0,96652,0.245631,0,True
old-193-gemini-3-1-flash-lite-minimal-budget-1024,Gemini 3.1 Flash-Lite minimal_budget_1024,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,minimal,openrouter-google-gemini-3-1-flash-lite:61cece17bda6bf72,144,144,432,432,364,0.842593,115,0.798611,0.725743,0.855961,115,0.798611,144,1.0,127,0.881944,0,0,17827,1005,0,0,0,18832,0.00596425,0,True
old-141-gemini-3-1-flash-lite,Gemini 3.1 Flash-Lite,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,default,openrouter-google-gemini-3-1-flash-lite:57396c29f53c51f2,144,144,432,432,362,0.837963,117,0.8125,0.740942,0.867818,117,0.8125,144,1.0,125,0.868056,0,0,17718,1004,0,0,0,18722,0.0059355,0,True
old-227-google-gemini-3-1-flash-lite-low,Google: Gemini 3.1 Flash Lite low,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,low,openrouter-google-gemini-3-1-flash-lite:8ed0ca8cd7402c72,144,144,432,432,388,0.898148,120,0.833333,0.763977,0.885367,120,0.833333,144,1.0,137,0.951389,0,0,17850,53710,52706,0,0,71560,0.0850275,0,True
old-228-google-gemini-3-1-flash-lite-medium,Google: Gemini 3.1 Flash Lite medium,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,medium,openrouter-google-gemini-3-1-flash-lite:b34b1586ec169a4f,144,144,432,432,424,0.981481,136,0.944444,0.894209,0.971583,138,0.958333,142,0.986111,144,1.0,0,0,17822,75364,74360,0,0,93186,0.1175015,0,True
old-229-google-gemini-3-1-flash-lite-high,Google: Gemini 3.1 Flash Lite high,openrouter/google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,high,openrouter-google-gemini-3-1-flash-lite:70c29da9b887248f,144,144,432,432,429,0.993056,141,0.979167,0.940542,0.99289,141,0.979167,144,1.0,144,1.0,0,0,17849,127305,126303,0,0,145154,0.19541975,0,True
manual-20260625-google-gemini-3-1-pro-preview-low,Google: Gemini 3.1 Pro Preview low,openrouter/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,low,openrouter-google-gemini-3-1-pro-preview:6ada7da815d63447,144,144,432,432,431,0.997685,143,0.993056,0.961715,0.998773,143,0.993056,144,1.0,144,1.0,0,0,17615,72284,71286,0,0,89899,0.902638,0,True
manual-20260625-google-gemini-3-1-pro-preview-medium,Google: Gemini 3.1 Pro Preview medium,openrouter/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,medium,openrouter-google-gemini-3-1-pro-preview:55b9832b352b9a74,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,17610,80565,79567,0,0,98175,1.002,0,True
manual-20260625-google-gemini-3-1-pro-preview-high,Google: Gemini 3.1 Pro Preview high,openrouter/google/gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,high,openrouter-google-gemini-3-1-pro-preview:bef98d5045e32de3,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,17619,94359,93361,0,0,111978,1.167546,0,True
old-220-google-gemini-3-5-flash-minimal,Google: Gemini 3.5 Flash minimal,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,minimal,openrouter-google-gemini-3-5-flash:fd72c6406e828ed7,144,144,432,432,380,0.87963,120,0.833333,0.763977,0.885367,120,0.833333,143,0.993056,132,0.916667,0,0,17607,995,0,0,0,18602,0.0353655,0,True
old-6-gemini-3-5-flash,Gemini 3.5 Flash,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,default,openrouter-google-gemini-3-5-flash:88a3ce639451cd24,144,144,432,432,431,0.997685,143,0.993056,0.961715,0.998773,143,0.993056,144,1.0,144,1.0,0,0,17607,96996,95996,0,0,114603,0.8993745,0,True
old-221-google-gemini-3-5-flash-low,Google: Gemini 3.5 Flash low,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,low,openrouter-google-gemini-3-5-flash:cc6d75b3e55b3279,144,144,432,432,431,0.997685,143,0.993056,0.961715,0.998773,143,0.993056,144,1.0,144,1.0,0,0,17739,52680,51682,0,0,70419,0.5007285,0,True
old-222-google-gemini-3-5-flash-medium,Google: Gemini 3.5 Flash medium,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,medium,openrouter-google-gemini-3-5-flash:f404d0d7d02cc1c1,144,144,432,432,431,0.997685,143,0.993056,0.961715,0.998773,143,0.993056,144,1.0,144,1.0,0,0,17649,98261,97265,0,0,115910,0.9108225,0,True
old-223-google-gemini-3-5-flash-high,Google: Gemini 3.5 Flash high,openrouter/google/gemini-3.5-flash,google/gemini-3.5-flash,high,openrouter-google-gemini-3-5-flash:b6ec4c67d3557bc5,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,17665,107670,106673,0,0,125335,0.9955275,0,True
old-67-google-gemma-2-27b,Google: Gemma 2 27B,openrouter/google/gemma-2-27b-it,google/gemma-2-27b-it,none,openrouter-google-gemma-2-27b-it:9f070720e02c9675,144,144,432,432,244,0.564815,62,0.430556,0.352524,0.512196,65,0.451389,133,0.923611,100,0.694444,0,0,21474,2449,0,0,0,23923,0.01554995,1,True
old-101-google-gemma-3-12b,Google: Gemma 3 12B,openrouter/google/gemma-3-12b-it,google/gemma-3-12b-it,none,openrouter-google-gemma-3-12b-it:7b0ba603c89f6f87,144,144,432,432,267,0.618056,83,0.576389,0.494728,0.65408,83,0.576389,144,1.0,94,0.652778,0,0,21495,1521,0,0,0,23016,0.00105753,0,True
old-105-google-gemma-3-27b,Google: Gemma 3 27B,openrouter/google/gemma-3-27b-it,google/gemma-3-27b-it,none,openrouter-google-gemma-3-27b-it:862e73d404cdfcd3,144,144,432,432,225,0.520833,68,0.472222,0.392468,0.55342,73,0.506944,133,0.923611,82,0.569444,0,0,14341,1877,0,7152,0,23370,0.00107672,0,True
old-100-google-gemma-3-4b,Google: Gemma 3 4B,openrouter/google/gemma-3-4b-it,google/gemma-3-4b-it,none,openrouter-google-gemma-3-4b-it:4ddd117e9a0ddb77,144,144,432,432,164,0.37963,52,0.361111,0.287211,0.442229,52,0.361111,143,0.993056,58,0.402778,0,0,21495,1787,0,0,0,23282,0.00100276,0,True
old-27-google-gemma-3n-4b,Google: Gemma 3n 4B,openrouter/google/gemma-3n-e4b-it,google/gemma-3n-e4b-it,none,openrouter-google-gemma-3n-e4b-it:97bb92f79f78995b,144,144,432,432,203,0.469907,62,0.430556,0.352524,0.512196,64,0.444444,142,0.986111,73,0.506944,0,0,24519,1761,0,0,0,26280,0.00168246,0,True
old-112-google-gemma-4-26b-a4b,Google: Gemma 4 26B A4B ,openrouter/google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,none,openrouter-google-gemma-4-26b-a4b-it:1cf0008a343f02b4,144,144,432,432,317,0.733796,99,0.6875,0.607754,0.757502,99,0.6875,144,1.0,111,0.770833,0,0,21572,1415,0,1208,0,24195,0.00171255,0,True
manual-20260612-google-gemma-4-26b-a4b-it-low,Google: Gemma 4 26B A4B low,openrouter/google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,low,openrouter-google-gemma-4-26b-a4b-it:f3305ea9561aa00c,144,144,432,432,424,0.981481,138,0.958333,0.912082,0.980766,139,0.965278,143,0.993056,143,0.993056,0,0,22039,111989,95033,2157,0,136185,0.03818517,0,True
manual-20260612-google-gemma-4-26b-a4b-it-medium,Google: Gemma 4 26B A4B medium,openrouter/google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,medium,openrouter-google-gemma-4-26b-a4b-it:a9a510a8419c263d,144,144,432,432,427,0.988426,139,0.965278,0.921297,0.985079,139,0.965278,144,1.0,144,1.0,0,0,20056,103108,88645,4212,0,127376,0.03507126,0,True
manual-20260612-google-gemma-4-26b-a4b-it-high,Google: Gemma 4 26B A4B high,openrouter/google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,high,openrouter-google-gemma-4-26b-a4b-it:8c486a7b48c25c52,144,144,432,432,421,0.974537,138,0.958333,0.912082,0.980766,138,0.958333,144,1.0,142,0.986111,0,0,18138,105145,83789,6169,0,129452,0.03557181,0,True
old-116-google-gemma-4-31b,Google: Gemma 4 31B,openrouter/google/gemma-4-31b-it,google/gemma-4-31b-it,none,openrouter-google-gemma-4-31b-it:23193ab8e1e75e97,144,144,432,432,377,0.872685,122,0.847222,0.779509,0.896891,122,0.847222,144,1.0,129,0.895833,0,0,21403,1427,0,1820,0,24650,0.00302507,0,True
manual-20260612-google-gemma-4-31b-it-low,Google: Gemma 4 31B low,openrouter/google/gemma-4-31b-it,google/gemma-4-31b-it,low,openrouter-google-gemma-4-31b-it:8299a083fcc08612,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,20780,66883,44722,3666,0,91329,0.02704315,0,True
manual-20260612-google-gemma-4-31b-it-medium,Google: Gemma 4 31B medium,openrouter/google/gemma-4-31b-it,google/gemma-4-31b-it,medium,openrouter-google-gemma-4-31b-it:0fcc7bde7e97b198,144,144,432,432,431,0.997685,143,0.993056,0.961715,0.998773,143,0.993056,144,1.0,144,1.0,0,0,16209,63685,41697,8252,0,88146,0.02517265,0,True
manual-20260612-google-gemma-4-31b-it-high,Google: Gemma 4 31B high,openrouter/google/gemma-4-31b-it,google/gemma-4-31b-it,high,openrouter-google-gemma-4-31b-it:b5728fc81e67d95c,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,13914,64495,43350,10553,0,88962,0.02509939,0,True
old-68-meta-llama-3-70b-instruct,Meta: Llama 3 70B Instruct,openrouter/meta-llama/llama-3-70b-instruct,meta-llama/llama-3-70b-instruct,none,openrouter-meta-llama-llama-3-70b-instruct:5235b7b53211db40,144,144,432,432,274,0.634259,80,0.555556,0.474001,0.634223,82,0.569444,141,0.979167,104,0.722222,0,0,21561,1447,0,0,0,23008,0.01206689,0,True
old-15-meta-llama-3-8b-instruct,Meta: Llama 3 8B Instruct,openrouter/meta-llama/llama-3-8b-instruct,meta-llama/llama-3-8b-instruct,none,openrouter-meta-llama-llama-3-8b-instruct:879867407e1dee4a,144,144,432,432,192,0.444444,51,0.354167,0.28077,0.435142,57,0.395833,138,0.958333,74,0.513889,0,0,21129,1344,0,0,0,22473,0.00089892,0,True
old-56-meta-llama-3-1-70b-instruct,Meta: Llama 3.1 70B Instruct,openrouter/meta-llama/llama-3.1-70b-instruct,meta-llama/llama-3.1-70b-instruct,none,openrouter-meta-llama-llama-3-1-70b-instruct:f03a9fea763c79a4,144,144,432,432,247,0.571759,57,0.395833,0.319665,0.477415,65,0.451389,132,0.916667,104,0.722222,0,0,21182,1681,0,384,0,23247,0.0090848,0,True
old-16-meta-llama-3-1-8b-instruct,Meta: Llama 3.1 8B Instruct,openrouter/meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,none,openrouter-meta-llama-llama-3-1-8b-instruct:083b3393b7767405,144,144,432,432,162,0.375,26,0.180556,0.126299,0.251412,30,0.208333,139,0.965278,84,0.583333,0,0,21747,1477,0,0,0,23224,0.00050879,0,True
old-117-meta-llama-3-2-11b-vision-instruct,Meta: Llama 3.2 11B Vision Instruct,openrouter/meta-llama/llama-3.2-11b-vision-instruct,meta-llama/llama-3.2-11b-vision-instruct,none,openrouter-meta-llama-llama-3-2-11b-vision-instruct:7b10c19199528527,144,144,432,432,170,0.393519,32,0.222222,0.162037,0.296842,34,0.236111,139,0.965278,84,0.583333,0,0,21129,1593,0,0,0,22722,0.00556689,0,True
old-36-meta-llama-3-2-1b-instruct,Meta: Llama 3.2 1B Instruct,openrouter/meta-llama/llama-3.2-1b-instruct,meta-llama/llama-3.2-1b-instruct,none,openrouter-meta-llama-llama-3-2-1b-instruct:3c61302e512ddb93,144,144,432,432,111,0.256944,35,0.243056,0.180269,0.319194,35,0.243056,144,1.0,40,0.277778,0,0,21561,1770,0,0,0,23331,0.000937917,0,True
old-45-meta-llama-3-3-70b-instruct,Meta: Llama 3.3 70B Instruct,openrouter/meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,none,openrouter-meta-llama-llama-3-3-70b-instruct:5d26b4cd05351fa5,144,144,432,432,264,0.611111,70,0.486111,0.405905,0.567039,82,0.569444,131,0.909722,106,0.736111,0,0,22435,1491,0,2240,0,26166,0.00258562,0,True
old-125-meta-llama-4-maverick,Meta: Llama 4 Maverick,openrouter/meta-llama/llama-4-maverick,meta-llama/llama-4-maverick,none,openrouter-meta-llama-llama-4-maverick:0e9e004ca1bc25b7,144,144,432,432,266,0.615741,79,0.548611,0.467123,0.627573,92,0.638889,128,0.888889,102,0.708333,0,0,19888,1819,0,1264,0,22971,0.0039543,0,True
old-111-meta-llama-4-scout,Meta: Llama 4 Scout,openrouter/meta-llama/llama-4-scout,meta-llama/llama-4-scout,none,openrouter-meta-llama-llama-4-scout:65fe4c4d98c164a5,144,144,432,432,214,0.49537,63,0.4375,0.359142,0.519106,73,0.506944,127,0.881944,81,0.5625,0,0,21087,1661,0,0,0,22748,0.00218526,0,True
old-134-minimax-minimax-01,MiniMax: MiniMax-01,openrouter/minimax/minimax-01,minimax/minimax-01,default,openrouter-minimax-minimax-01:f4eb5e6b0b456505,144,144,432,432,253,0.585648,59,0.409722,0.332761,0.491375,62,0.430556,140,0.972222,104,0.722222,0,0,323868,1276,0,0,0,325144,0.0661772,0,True
old-83-minimax-minimax-m2,MiniMax: MiniMax M2,openrouter/minimax/minimax-m2,minimax/minimax-m2,default,openrouter-minimax-minimax-m2:5b75da8937838cee,144,144,432,432,406,0.939815,126,0.875,0.811063,0.919449,127,0.881944,143,0.993056,142,0.986111,0,0,29113,117583,113182,2972,0,149668,0.124628815,0,True
old-81-minimax-minimax-m2-1,MiniMax: MiniMax M2.1,openrouter/minimax/minimax-m2.1,minimax/minimax-m2.1,default,openrouter-minimax-minimax-m2-1:eb1d355ea74c7cec,144,144,432,432,365,0.844907,98,0.680556,0.600559,0.751169,98,0.680556,141,0.979167,139,0.965278,0,0,23804,127144,121072,11136,0,162084,0.12736342,3,True
old-88-minimax-minimax-m2-5,MiniMax: MiniMax M2.5,openrouter/minimax/minimax-m2.5,minimax/minimax-m2.5,default,openrouter-minimax-minimax-m2-5:98dd93676fe6951c,144,144,432,432,406,0.939815,126,0.875,0.811063,0.919449,126,0.875,144,1.0,143,0.993056,0,0,15509,108912,104286,18233,0,142654,0.1266846,0,True
old-89-minimax-minimax-m2-7,MiniMax: MiniMax M2.7,openrouter/minimax/minimax-m2.7,minimax/minimax-m2.7,default,openrouter-minimax-minimax-m2-7:c3b6ac716447e08b,144,144,432,432,398,0.921296,119,0.826389,0.756266,0.879551,120,0.833333,143,0.993056,142,0.986111,0,0,23643,117551,108812,9807,0,151001,0.14602902,0,True
old-138-minimax-minimax-m3,MiniMax: MiniMax M3,openrouter/minimax/minimax-m3,minimax/minimax-m3,default,openrouter-minimax-minimax-m3:233665e8d3ca2853,144,144,432,432,395,0.914352,124,0.861111,0.795198,0.908258,125,0.868056,141,0.979167,138,0.958333,0,0,42699,47808,40495,50002,0,140509,0.06108792,0,True
old-133-mistral-codestral-2508,Mistral: Codestral 2508,openrouter/mistralai/codestral-2508,mistralai/codestral-2508,default,openrouter-mistralai-codestral-2508:5f2bbdcb87c8c88a,144,144,432,432,196,0.453704,59,0.409722,0.332761,0.491375,59,0.409722,144,1.0,73,0.506944,0,0,17508,1498,0,768,0,19774,0.00656424,0,True
old-150-mistral-devstral-2-2512,Mistral: Devstral 2 2512,openrouter/mistralai/devstral-2512,mistralai/devstral-2512,default,openrouter-mistralai-devstral-2512:a07741fe406d5d68,144,144,432,432,289,0.668981,94,0.652778,0.571963,0.725653,94,0.652778,144,1.0,99,0.6875,0,0,8980,1472,0,9296,0,19748,0.00481824,0,True
old-113-mistral-ministral-3-14b-2512,Mistral: Ministral 3 14B 2512,openrouter/mistralai/ministral-14b-2512,mistralai/ministral-14b-2512,default,openrouter-mistralai-ministral-14b-2512:a7740f6eb493fa1d,144,144,432,432,205,0.474537,59,0.409722,0.332761,0.491375,59,0.409722,142,0.986111,78,0.541667,0,0,17956,1538,0,320,0,19814,0.0038878,0,True
old-103-mistral-ministral-3-3b-2512,Mistral: Ministral 3 3B 2512,openrouter/mistralai/ministral-3b-2512,mistralai/ministral-3b-2512,default,openrouter-mistralai-ministral-3b-2512:bfeda3ffdd3a5399,144,144,432,432,147,0.340278,36,0.25,0.186395,0.326597,36,0.25,143,0.993056,61,0.423611,0,0,18084,1772,0,192,0,20048,0.00198312,0,True
old-107-mistral-ministral-3-8b-2512,Mistral: Ministral 3 8B 2512,openrouter/mistralai/ministral-8b-2512,mistralai/ministral-8b-2512,default,openrouter-mistralai-ministral-8b-2512:a8cf25c9efd3d91e,144,144,432,432,200,0.462963,60,0.416667,0.339333,0.498331,60,0.416667,143,0.993056,75,0.520833,0,0,18084,1969,0,192,0,20245,0.00300513,0,True
requested-019-mistral-large-default,Mistral Large,openrouter/mistralai/mistral-large,mistralai/mistral-large,default,openrouter-mistralai-mistral-large:892e5a7673a5160d,144,144,432,432,264,0.611111,87,0.604167,0.522585,0.680335,88,0.611111,141,0.979167,89,0.618056,0,0,17124,24080,0,1152,0,42356,0.1769424,0,True
old-174-mistral-large-2407,Mistral Large 2407,openrouter/mistralai/mistral-large-2407,mistralai/mistral-large-2407,default,openrouter-mistralai-mistral-large-2407:d0845ce8b3d5bc48,144,144,432,432,261,0.604167,86,0.597222,0.515597,0.673795,87,0.604167,141,0.979167,88,0.611111,0,0,16676,23739,0,1600,0,42015,0.173432,0,True
old-144-mistral-mistral-large-3-2512,Mistral: Mistral Large 3 2512,openrouter/mistralai/mistral-large-2512,mistralai/mistral-large-2512,default,openrouter-mistralai-mistral-large-2512:487c602f877ecad7,144,144,432,432,260,0.601852,86,0.597222,0.515597,0.673795,87,0.604167,140,0.972222,87,0.604167,0,0,16436,15491,0,1840,0,33767,0.0307385,0,True
old-153-mistral-mistral-medium-3,Mistral: Mistral Medium 3,openrouter/mistralai/mistral-medium-3,mistralai/mistral-medium-3,medium,openrouter-mistralai-mistral-medium-3:9315df4b2e58dc27,144,144,432,432,285,0.659722,93,0.645833,0.564858,0.71923,93,0.645833,144,1.0,97,0.673611,0,0,17508,1701,0,768,0,19977,0.01037792,0,True
manual-20260612-mistralai-mistral-medium-3-5-disabled,Mistral Medium 3.5 disabled,openrouter/mistralai/mistral-medium-3-5,mistralai/mistral-medium-3-5,disabled,openrouter-mistralai-mistral-medium-3-5:bb3f29ce2f68287c,144,144,432,432,265,0.613426,74,0.513889,0.432961,0.594095,74,0.513889,144,1.0,104,0.722222,0,0,21236,1495,0,2224,0,24955,0.0401685,0,True
manual-20260612-mistralai-mistral-medium-3-5-low,Mistral Medium 3.5 low,openrouter/mistralai/mistral-medium-3-5,mistralai/mistral-medium-3-5,low,openrouter-mistralai-mistral-medium-3-5:aeb487b4abc27d31,144,144,432,432,409,0.946759,130,0.902778,0.843423,0.941201,130,0.902778,142,0.986111,141,0.979167,0,0,21188,391316,344083,2272,0,414776,2.963799,2,True
old-175-mistral-mistral-medium-3-5,Mistral: Mistral Medium 3.5,openrouter/mistralai/mistral-medium-3-5,mistralai/mistral-medium-3-5,medium,openrouter-mistralai-mistral-medium-3-5:1c4541e77b731e6a,144,144,432,432,408,0.944444,126,0.875,0.811063,0.919449,127,0.881944,141,0.979167,143,0.993056,0,0,22468,393799,349345,992,0,417259,2.985972,2,True
manual-20260612-mistralai-mistral-medium-3-5-high,Mistral Medium 3.5 high,openrouter/mistralai/mistral-medium-3-5,mistralai/mistral-medium-3-5,high,openrouter-mistralai-mistral-medium-3-5:72c164d572b8f61f,144,144,432,432,413,0.956019,131,0.909722,0.85167,0.946482,131,0.909722,144,1.0,143,0.993056,0,0,19732,388185,342052,3728,0,411645,2.936676,0,True
old-151-mistral-mistral-medium-3-1,Mistral: Mistral Medium 3.1,openrouter/mistralai/mistral-medium-3.1,mistralai/mistral-medium-3.1,medium,openrouter-mistralai-mistral-medium-3-1:e3654a36ebff7aea,144,144,432,432,296,0.685185,98,0.680556,0.600559,0.751169,98,0.680556,144,1.0,99,0.6875,0,0,15620,1491,0,2656,0,19767,0.00841424,0,True
old-13-mistral-mistral-nemo,Mistral: Mistral Nemo,openrouter/mistralai/mistral-nemo,mistralai/mistral-nemo,default,openrouter-mistralai-mistral-nemo:6da07eb7f85fe6d4,144,144,432,432,201,0.465278,55,0.381944,0.306634,0.46339,56,0.388889,143,0.993056,78,0.541667,0,0,19175,1053,0,0,0,20228,0.00041509,0,True
old-126-mistral-saba,Mistral: Saba,openrouter/mistralai/mistral-saba,mistralai/mistral-saba,default,openrouter-mistralai-mistral-saba:f0515e5df4ee6cf6,144,144,432,432,250,0.578704,72,0.5,0.419403,0.580597,72,0.5,144,1.0,95,0.659722,0,0,16820,1540,0,6640,0,25000,0.0034028,0,True
old-19-mistral-mistral-small-3,Mistral: Mistral Small 3,openrouter/mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,default,openrouter-mistralai-mistral-small-24b-instruct-2501:f9d54d5bbb431074,144,144,432,432,172,0.398148,41,0.284722,0.217357,0.363275,46,0.319444,135,0.9375,73,0.506944,0,0,87396,114999,0,0,0,202395,0.01356972,0,True
old-124-mistral-mistral-small-4,Mistral: Mistral Small 4,openrouter/mistralai/mistral-small-2603,mistralai/mistral-small-2603,default,openrouter-mistralai-mistral-small-2603:6b174f7a4e72e877,144,144,432,432,242,0.560185,54,0.375,0.300142,0.456353,54,0.375,144,1.0,105,0.729167,0,0,16148,1541,0,7312,0,25001,0.00276198,0,True
old-106-mistral-mistral-small-3-2-24b,Mistral: Mistral Small 3.2 24B,openrouter/mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct,default,openrouter-mistralai-mistral-small-3-2-24b-instruct:c1d16c9b6655e482,144,144,432,432,205,0.474537,60,0.416667,0.339333,0.498331,60,0.416667,144,1.0,77,0.534722,0,0,14084,1527,0,4192,0,19803,0.001211625,0,True
old-173-mistral-mixtral-8x22b-instruct,Mistral: Mixtral 8x22B Instruct,openrouter/mistralai/mixtral-8x22b-instruct,mistralai/mixtral-8x22b-instruct,default,openrouter-mistralai-mixtral-8x22b-instruct:da7bd4fcc18797e1,144,144,432,432,253,0.585648,75,0.520833,0.439763,0.600821,75,0.520833,144,1.0,94,0.652778,0,0,18676,1543,0,4784,0,25003,0.0398348,0,True
old-114-mistral-voxtral-small-24b-2507,Mistral: Voxtral Small 24B 2507,openrouter/mistralai/voxtral-small-24b-2507,mistralai/voxtral-small-24b-2507,default,openrouter-mistralai-voxtral-small-24b-2507:413c1d56f92addfb,144,144,432,432,196,0.453704,63,0.4375,0.359142,0.519106,63,0.4375,143,0.993056,68,0.472222,0,0,8020,1739,0,10256,0,20015,0.00090986,0,True
old-98-moonshotai-kimi-k2-0711,MoonshotAI: Kimi K2 0711,openrouter/moonshotai/kimi-k2,moonshotai/kimi-k2,default,openrouter-moonshotai-kimi-k2:46f5ca12f573a3d7,144,144,432,432,303,0.701389,86,0.597222,0.515597,0.673795,87,0.604167,143,0.993056,116,0.805556,0,0,23709,1130,0,0,0,24839,0.01611313,0,True
old-99-moonshotai-kimi-k2-0905,MoonshotAI: Kimi K2 0905,openrouter/moonshotai/kimi-k2-0905,moonshotai/kimi-k2-0905,default,openrouter-moonshotai-kimi-k2-0905:326565c2924512f9,144,144,432,432,298,0.689815,85,0.590278,0.508625,0.667239,86,0.597222,143,0.993056,117,0.8125,0,0,24403,1410,0,0,0,25813,0.0181668,0,True
