label,model,summary_dir
Qwen: Qwen3.6 Plus,openrouter/qwen/qwen3.6-plus,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-048-registry-openrouter-166-qwen-qwen3-6-plus
MoonshotAI: Kimi K2.5,openrouter/moonshotai/kimi-k2.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-049-registry-openrouter-169-moonshotai-kimi-k2-5
Qwen: Qwen3.5-122B-A10B,openrouter/qwen/qwen3.5-122b-a10b,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-050-registry-openrouter-089-qwen-qwen3-5-122b-a10b
Mistral: Devstral 2 2512,openrouter/mistralai/devstral-2512,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-051-registry-openrouter-092-mistralai-devstral-2512
Mistral: Mistral Medium 3.1,openrouter/mistralai/mistral-medium-3.1,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-052-registry-openrouter-172-mistralai-mistral-medium-3-1
Z.ai: GLM 4.5V,openrouter/z-ai/glm-4.5v,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-053-registry-openrouter-173-z-ai-glm-4-5v
Mistral: Mistral Medium 3,openrouter/mistralai/mistral-medium-3,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-054-registry-openrouter-175-mistralai-mistral-medium-3
Qwen: Qwen3.5 397B A17B,openrouter/qwen/qwen3.5-397b-a17b,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-055-registry-openrouter-091-qwen-qwen3-5-397b-a17b
Gemini 2.5 Flash,google/gemini-2.5-flash,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-056-registry-gemini-2-5-flash
Qwen: Qwen3 VL 235B A22B Thinking,openrouter/qwen/qwen3-vl-235b-a22b-thinking,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-057-registry-openrouter-124-qwen-qwen3-vl-235b-a22b-thinking
Grok Build 0.1,grok/grok-build-0.1,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-058-registry-grok-build-0-1
Qwen: Qwen3.6 27B,openrouter/qwen/qwen3.6-27b,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-059-registry-openrouter-083-qwen-qwen3-6-27b
Gemini 3 Flash Preview,google/gemini-3-flash-preview,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-060-registry-gemini-3-flash-preview
Qwen: Qwen3 Coder Plus,openrouter/qwen/qwen3-coder-plus,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-061-registry-openrouter-139-qwen-qwen3-coder-plus
Nous: Hermes 4 405B,openrouter/nousresearch/hermes-4-405b,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-062-registry-openrouter-144-nousresearch-hermes-4-405b
Z.ai: GLM 5.1,openrouter/z-ai/glm-5.1,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-063-registry-openrouter-128-z-ai-glm-5-1
MoonshotAI Kimi Latest,openrouter/~moonshotai/kimi-latest,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-064-registry-openrouter-161-moonshotai-kimi-latest
MoonshotAI: Kimi K2.6,openrouter/moonshotai/kimi-k2.6,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-065-registry-openrouter-164-moonshotai-kimi-k2-6
Qwen: Qwen3 Max,openrouter/qwen/qwen3-max,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-066-registry-openrouter-138-qwen-qwen3-max
Qwen: Qwen3.7 Max,openrouter/qwen/qwen3.7-max,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-067-registry-openrouter-178-qwen-qwen3-7-max
Z.ai: GLM 5 Turbo,openrouter/z-ai/glm-5-turbo,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-068-registry-openrouter-180-z-ai-glm-5-turbo
Z.ai: GLM 5V Turbo,openrouter/z-ai/glm-5v-turbo,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-069-registry-openrouter-184-z-ai-glm-5v-turbo
OpenAI GPT-5.4 mini no thinking,openai/gpt-5.4-mini,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-070-registry-openai-gpt-5-4-mini-none
Qwen: Qwen3.6 Max Preview,openrouter/qwen/qwen3.6-max-preview,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-071-registry-openrouter-179-qwen-qwen3-6-max-preview
Magnum v4 72B,openrouter/anthracite-org/magnum-v4-72b,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-072-registry-openrouter-114-anthracite-org-magnum-v4-72b
Mistral: Mixtral 8x22B Instruct,openrouter/mistralai/mixtral-8x22b-instruct,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-073-registry-openrouter-115-mistralai-mixtral-8x22b-instruct
Mistral Large 2407,openrouter/mistralai/mistral-large-2407,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-074-registry-openrouter-185-mistralai-mistral-large-2407
Mistral: Mistral Medium 3.5,openrouter/mistralai/mistral-medium-3-5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-075-registry-openrouter-183-mistralai-mistral-medium-3-5
AI21: Jamba Large 1.7,openrouter/ai21/jamba-large-1.7,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-076-registry-openrouter-181-ai21-jamba-large-1-7
OpenAI GPT-5 minimal,openai/gpt-5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-077-registry-openai-gpt-5-minimal
OpenAI GPT-4o,openai/gpt-4o,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-078-registry-openai-gpt-4o
Cohere: Command A,openrouter/cohere/command-a,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-079-registry-openrouter-182-cohere-command-a
OpenAI GPT-5.2 no thinking,openai/gpt-5.2,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-080-registry-openai-gpt-5-2-none
OpenAI GPT-5.4 no thinking,openai/gpt-5.4,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-081-registry-openai-gpt-5-4-none
Anthropic Claude Opus 4.6,anthropic/claude-opus-4-6,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-082-registry-anthropic-claude-opus-4-6
Anthropic Claude Opus 4.7,anthropic/claude-opus-4-7,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-083-registry-anthropic-claude-opus-4-7
Anthropic Claude Opus 4.8,anthropic/claude-opus-4-8,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-084-registry-anthropic-claude-opus-4-8
OpenAI GPT-5.5 low,openai/gpt-5.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-085-registry-openai-gpt-5-5-low
OpenAI GPT-5.5 no thinking,openai/gpt-5.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-086-registry-openai-gpt-5-5-none
OpenAI GPT-5 nano minimal,openai/gpt-5-nano,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-087-thinking-openai-gpt-5-nano-minimal
OpenAI GPT-5 nano low,openai/gpt-5-nano,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-088-thinking-openai-gpt-5-nano-low
Gemini 2.5 Flash-Lite low_budget_1024,google/gemini-2.5-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-089-thinking-gemini-gemini-2-5-flash-lite-low
OpenAI GPT-5 nano medium,openai/gpt-5-nano,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-090-thinking-openai-gpt-5-nano-medium
DeepSeek: R1 Distill Qwen 32B low_budget_512,openrouter/deepseek/deepseek-r1-distill-qwen-32b,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-091-thinking-openrouter-deepseek-deepseek-r1-distill-qwen-32b-low
OpenAI GPT-5 mini minimal,openai/gpt-5-mini,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-092-thinking-openai-gpt-5-mini-minimal
Gemini 3.1 Flash-Lite minimal_budget_1024,google/gemini-3.1-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-093-thinking-gemini-gemini-3-1-flash-lite-minimal
Google: Gemini 3.1 Flash Lite minimal,openrouter/google/gemini-3.1-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-094-thinking-openrouter-google-gemini-3-1-flash-lite-minimal
Google: Gemini 3.1 Flash Lite Preview minimal,openrouter/google/gemini-3.1-flash-lite-preview,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-095-thinking-openrouter-google-gemini-3-1-flash-lite-preview-minimal
Qwen: Qwen3.6 35B A3B low_budget_512,openrouter/qwen/qwen3.6-35b-a3b,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-096-thinking-openrouter-qwen-qwen3-6-35b-a3b-low
Gemini 2.5 Flash-Lite medium_budget_8192,google/gemini-2.5-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-097-thinking-gemini-gemini-2-5-flash-lite-medium
Qwen: Qwen3.6 Flash low_budget_512,openrouter/qwen/qwen3.6-flash,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-098-thinking-openrouter-qwen-qwen3-6-flash-low
OpenAI GPT-5.4 nano low,openai/gpt-5.4-nano,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-099-thinking-openai-gpt-5-4-nano-low
OpenAI: GPT-5.4 Nano low,openrouter/openai/gpt-5.4-nano,results/summaries/paper-v1-combined-228-rescored-20260602/runs/next-100-thinking-openrouter-openai-gpt-5-4-nano-low
OpenAI GPT-5.5 none,openai/gpt-5.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-001-openai-gpt-5-5-none
OpenAI GPT-5.5 low,openai/gpt-5.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-002-openai-gpt-5-5-low
OpenAI GPT-5.5 medium,openai/gpt-5.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-003-openai-gpt-5-5-medium
OpenAI GPT-5.5 high,openai/gpt-5.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-004-openai-gpt-5-5-high
OpenAI GPT-5.5 xhigh,openai/gpt-5.5,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-005-openai-gpt-5-5-xhigh
OpenAI GPT-5.4 none,openai/gpt-5.4,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-006-openai-gpt-5-4-none
OpenAI GPT-5.4 low,openai/gpt-5.4,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-007-openai-gpt-5-4-low
OpenAI GPT-5.4 medium,openai/gpt-5.4,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-008-openai-gpt-5-4-medium
OpenAI GPT-5.4 high,openai/gpt-5.4,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-009-openai-gpt-5-4-high
OpenAI GPT-5.4 xhigh,openai/gpt-5.4,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-010-openai-gpt-5-4-xhigh
Claude Opus 4.8 low,anthropic/claude-opus-4-8,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-011-anthropic-claude-opus-4-8-low
Claude Opus 4.8 medium,anthropic/claude-opus-4-8,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-012-anthropic-claude-opus-4-8-medium
Claude Opus 4.8 high,anthropic/claude-opus-4-8,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-013-anthropic-claude-opus-4-8-high
Claude Opus 4.8 xhigh,anthropic/claude-opus-4-8,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-014-anthropic-claude-opus-4-8-xhigh
Claude Opus 4.8 max,anthropic/claude-opus-4-8,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-015-anthropic-claude-opus-4-8-max
Claude Sonnet 4.6 low,anthropic/claude-sonnet-4-6,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-016-anthropic-claude-sonnet-4-6-low
Claude Sonnet 4.6 medium,anthropic/claude-sonnet-4-6,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-017-anthropic-claude-sonnet-4-6-medium
Claude Sonnet 4.6 high,anthropic/claude-sonnet-4-6,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-018-anthropic-claude-sonnet-4-6-high
Claude Sonnet 4.6 max,anthropic/claude-sonnet-4-6,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-019-anthropic-claude-sonnet-4-6-max
Google: Gemini 3.5 Flash minimal,openrouter/google/gemini-3.5-flash,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-028-openrouter-google-gemini-3-5-flash-minimal
Google: Gemini 3.5 Flash low,openrouter/google/gemini-3.5-flash,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-029-openrouter-google-gemini-3-5-flash-low
Google: Gemini 3.5 Flash medium,openrouter/google/gemini-3.5-flash,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-030-openrouter-google-gemini-3-5-flash-medium
Google: Gemini 3.5 Flash high,openrouter/google/gemini-3.5-flash,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-031-openrouter-google-gemini-3-5-flash-high
Google: Gemini 3.1 Pro Preview Custom Tools low,openrouter/google/gemini-3.1-pro-preview-customtools,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-032-openrouter-google-gemini-3-1-pro-preview-customtools-low
Google: Gemini 3.1 Pro Preview Custom Tools high,openrouter/google/gemini-3.1-pro-preview-customtools,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-033-openrouter-google-gemini-3-1-pro-preview-customtools-high
Google: Gemini 3.1 Flash Lite minimal,openrouter/google/gemini-3.1-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-034-openrouter-google-gemini-3-1-flash-lite-minimal
Google: Gemini 3.1 Flash Lite low,openrouter/google/gemini-3.1-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-035-openrouter-google-gemini-3-1-flash-lite-low
Google: Gemini 3.1 Flash Lite medium,openrouter/google/gemini-3.1-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-036-openrouter-google-gemini-3-1-flash-lite-medium
Google: Gemini 3.1 Flash Lite high,openrouter/google/gemini-3.1-flash-lite,results/summaries/paper-v1-combined-228-rescored-20260602/runs/top-thinking-037-openrouter-google-gemini-3-1-flash-lite-high
