label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
Google: Gemma 3 27B,negation,100.00,10,10,10,0,0,0,0.000042
Google: Gemma 3 27B,ordering,100.00,10,10,10,0,0,0,0.000052
Google: Gemma 3 27B,spelling_transform,40.00,4,10,10,0,0,6,0.000029
Google: Gemma 3 27B,word_count,100.00,10,10,10,0,0,0,1.656e-05
Google: Gemma 3 4B,arithmetic,60.00,6,10,10,0,0,4,2.092e-05
Google: Gemma 3 4B,character_count,40.00,4,10,10,0,0,6,1.76e-05
Google: Gemma 3 4B,constraint_awareness,100.00,10,10,10,0,0,0,3.712e-05
Google: Gemma 3 4B,format_compliance,100.00,10,10,10,0,0,0,3.232e-05
Google: Gemma 3 4B,negation,90.00,9,10,10,0,0,1,2.244e-05
Google: Gemma 3 4B,ordering,80.00,8,10,10,0,0,2,2.628e-05
Google: Gemma 3 4B,spelling_transform,20.00,2,10,10,0,0,8,1.808e-05
Google: Gemma 3 4B,word_count,100.00,10,10,10,0,0,0,8.56e-06
Google: Gemma 3n 4B,arithmetic,90.00,9,10,10,0,0,1,3.546e-05
Google: Gemma 3n 4B,character_count,40.00,4,10,10,0,0,6,2.988e-05
Google: Gemma 3n 4B,constraint_awareness,100.00,10,10,10,0,0,0,5.976e-05
Google: Gemma 3n 4B,format_compliance,100.00,10,10,10,0,0,0,5.268e-05
Google: Gemma 3n 4B,negation,90.00,9,10,10,0,0,1,3.726e-05
Google: Gemma 3n 4B,ordering,100.00,10,10,10,0,0,0,4.482e-05
Google: Gemma 3n 4B,spelling_transform,40.00,4,10,10,0,0,6,3.108e-05
Google: Gemma 3n 4B,word_count,100.00,10,10,10,0,0,0,3.612e-05
Google: Gemma 4 26B A4B ,arithmetic,100.00,10,10,10,0,0,0,0.000038
Google: Gemma 4 26B A4B ,character_count,60.00,6,10,10,0,0,4,2.919e-05
Google: Gemma 4 26B A4B ,constraint_awareness,100.00,10,10,10,0,0,0,0.000058
Google: Gemma 4 26B A4B ,format_compliance,100.00,10,10,10,0,0,0,4.035e-05
Google: Gemma 4 26B A4B ,negation,100.00,10,10,10,0,0,0,3.639e-05
Google: Gemma 4 26B A4B ,ordering,100.00,10,10,10,0,0,0,0.00006
Google: Gemma 4 26B A4B ,spelling_transform,60.00,6,10,10,0,0,4,0.000032
Google: Gemma 4 26B A4B ,word_count,100.00,10,10,10,0,0,0,2.07e-05
Google: Gemma 4 31B,arithmetic,100.00,10,10,10,0,0,0,0.000071
Google: Gemma 4 31B,character_count,70.00,7,10,10,0,0,3,5.78e-05
Google: Gemma 4 31B,constraint_awareness,100.00,10,10,10,0,0,0,0.000116
Google: Gemma 4 31B,format_compliance,100.00,10,10,10,0,0,0,9.069e-05
Google: Gemma 4 31B,negation,100.00,10,10,10,0,0,0,6.51e-05
Google: Gemma 4 31B,ordering,100.00,10,10,10,0,0,0,9.688e-05
Google: Gemma 4 31B,spelling_transform,80.00,8,10,10,0,0,2,6.191e-05
Google: Gemma 4 31B,word_count,100.00,10,10,10,0,0,0,4.826e-05
Grok 4.3,arithmetic,90.00,9,10,10,0,0,1,0.008682
Grok 4.3,character_count,100.00,10,10,10,0,0,0,0.011401
Grok 4.3,constraint_awareness,90.00,9,10,10,0,0,1,0.013329
Grok 4.3,format_compliance,100.00,9,10,9,1,0,0,0.007142
Grok 4.3,negation,100.00,10,10,10,0,0,0,0.005867
Grok 4.3,ordering,90.00,9,10,10,0,0,1,0.006992
Grok 4.3,spelling_transform,100.00,10,10,10,0,0,0,0.012483
Grok 4.3,word_count,100.00,10,10,10,0,0,0,0.00287
Grok Build 0.1,arithmetic,80.00,8,10,10,0,0,2,0.015844
Grok Build 0.1,character_count,100.00,10,10,10,0,0,0,0.025882
Grok Build 0.1,constraint_awareness,100.00,10,10,10,0,0,0,0.05202
Grok Build 0.1,format_compliance,100.00,9,10,9,1,0,0,0.013783
Grok Build 0.1,negation,100.00,10,10,10,0,0,0,0.015196
Grok Build 0.1,ordering,100.00,10,10,10,0,0,0,0.014159
Grok Build 0.1,spelling_transform,100.00,10,10,10,0,0,0,0.038504
Grok Build 0.1,word_count,100.00,10,10,10,0,0,0,0.007373
IBM: Granite 4.0 Micro,arithmetic,90.00,9,10,10,0,0,1,1.3543e-05
IBM: Granite 4.0 Micro,character_count,40.00,4,10,10,0,0,6,1.1828e-05
IBM: Granite 4.0 Micro,constraint_awareness,100.00,10,10,10,0,0,0,2.0243e-05
IBM: Granite 4.0 Micro,format_compliance,100.00,10,10,10,0,0,0,1.8863e-05
IBM: Granite 4.0 Micro,negation,100.00,10,10,10,0,0,0,1.4014e-05
IBM: Granite 4.0 Micro,ordering,80.00,8,10,10,0,0,2,2.1544e-05
IBM: Granite 4.0 Micro,spelling_transform,40.00,4,10,10,0,0,6,1.4974e-05
IBM: Granite 4.0 Micro,word_count,100.00,10,10,10,0,0,0,1.3324e-05
IBM: Granite 4.1 8B,arithmetic,90.00,9,10,10,0,0,1,3.765e-05
IBM: Granite 4.1 8B,character_count,50.00,5,10,10,0,0,5,4.97e-05
IBM: Granite 4.1 8B,constraint_awareness,100.00,10,10,10,0,0,0,4.645e-05
IBM: Granite 4.1 8B,format_compliance,100.00,10,10,10,0,0,0,3.325e-05
IBM: Granite 4.1 8B,negation,100.00,10,10,10,0,0,0,3.03e-05
IBM: Granite 4.1 8B,ordering,80.00,8,10,10,0,0,2,3.23e-05
IBM: Granite 4.1 8B,spelling_transform,30.00,3,10,10,0,0,7,2.43e-05
IBM: Granite 4.1 8B,word_count,100.00,10,10,10,0,0,0,3.83e-05
LiquidAI: LFM2-24B-A2B,arithmetic,90.00,9,10,10,0,0,1,1.56e-05
LiquidAI: LFM2-24B-A2B,character_count,40.00,4,10,10,0,0,6,1.35e-05
LiquidAI: LFM2-24B-A2B,constraint_awareness,90.00,9,10,10,0,0,1,2.955e-05
LiquidAI: LFM2-24B-A2B,format_compliance,100.00,10,10,10,0,0,0,2.34e-05
LiquidAI: LFM2-24B-A2B,negation,90.00,9,10,10,0,0,1,1.749e-05
LiquidAI: LFM2-24B-A2B,ordering,90.00,9,10,10,0,0,1,2.511e-05
LiquidAI: LFM2-24B-A2B,spelling_transform,20.00,2,10,10,0,0,8,1.506e-05
LiquidAI: LFM2-24B-A2B,word_count,100.00,10,10,10,0,0,0,1.686e-05
Llama Guard 3 8B,character_count,,0,1,0,1,0,0,0.0
Llama Guard 3 8B,constraint_awareness,,0,1,0,1,0,0,0.0
Llama Guard 3 8B,negation,,0,1,0,1,0,0,0.0
Llama Guard 3 8B,spelling_transform,,0,2,0,2,0,0,0.0
Magnum v4 72B,arithmetic,100.00,10,10,10,0,0,0,0.001389
Magnum v4 72B,character_count,50.00,5,10,10,0,0,5,0.001132
Magnum v4 72B,constraint_awareness,100.00,10,10,10,0,0,0,0.002626
Magnum v4 72B,format_compliance,100.00,10,10,10,0,0,0,0.001813
Magnum v4 72B,negation,100.00,10,10,10,0,0,0,0.001521
Magnum v4 72B,ordering,100.00,10,10,10,0,0,0,0.001807
Magnum v4 72B,spelling_transform,30.00,3,10,10,0,0,7,0.001204
Magnum v4 72B,word_count,100.00,10,10,10,0,0,0,0.000562
Meta: Llama 3 70B Instruct,arithmetic,90.00,9,10,10,0,0,1,0.00023153
Meta: Llama 3 70B Instruct,character_count,30.00,3,10,10,0,0,7,0.00020554
Meta: Llama 3 70B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.00045799
Meta: Llama 3 70B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00030005
Meta: Llama 3 70B Instruct,negation,100.00,10,10,10,0,0,0,0.0002685
Meta: Llama 3 70B Instruct,ordering,100.00,10,10,10,0,0,0,0.00030388
Meta: Llama 3 70B Instruct,spelling_transform,50.00,5,10,10,0,0,5,0.0002232
Meta: Llama 3 70B Instruct,word_count,100.00,10,10,10,0,0,0,0.00025042
Meta: Llama 3 8B Instruct,arithmetic,60.00,6,10,10,0,0,4,1.724e-05
Meta: Llama 3 8B Instruct,character_count,30.00,3,10,10,0,0,7,1.544e-05
Meta: Llama 3 8B Instruct,constraint_awareness,70.00,7,10,10,0,0,3,3.528e-05
Meta: Llama 3 8B Instruct,format_compliance,100.00,10,10,10,0,0,0,2.104e-05
Meta: Llama 3 8B Instruct,negation,100.00,10,10,10,0,0,0,2.036e-05
Meta: Llama 3 8B Instruct,ordering,100.00,10,10,10,0,0,0,2.18e-05
Meta: Llama 3 8B Instruct,spelling_transform,10.00,1,10,10,0,0,9,1.604e-05
Meta: Llama 3 8B Instruct,word_count,90.00,9,10,10,0,0,1,1.9e-05
Meta: Llama 3.1 70B Instruct,arithmetic,90.00,9,10,10,0,0,1,0.0001724
Meta: Llama 3.1 70B Instruct,character_count,20.00,2,10,10,0,0,8,0.000154
Meta: Llama 3.1 70B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.0003516
Meta: Llama 3.1 70B Instruct,format_compliance,100.00,10,10,10,0,0,0,0.0002104
Meta: Llama 3.1 70B Instruct,negation,100.00,10,10,10,0,0,0,0.0002028
Meta: Llama 3.1 70B Instruct,ordering,100.00,10,10,10,0,0,0,0.0002184
Meta: Llama 3.1 70B Instruct,spelling_transform,80.00,8,10,10,0,0,2,0.000158
Meta: Llama 3.1 70B Instruct,word_count,100.00,10,10,10,0,0,0,0.0001892
Meta: Llama 3.1 8B Instruct,arithmetic,80.00,8,10,10,0,0,2,1.014e-05
Meta: Llama 3.1 8B Instruct,character_count,20.00,2,10,10,0,0,8,8.38e-06
Meta: Llama 3.1 8B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,1.824e-05
Meta: Llama 3.1 8B Instruct,format_compliance,100.00,10,10,10,0,0,0,1.411e-05
Meta: Llama 3.1 8B Instruct,negation,90.00,9,10,10,0,0,1,1.131e-05
Meta: Llama 3.1 8B Instruct,ordering,100.00,10,10,10,0,0,0,1.427e-05
Meta: Llama 3.1 8B Instruct,spelling_transform,20.00,2,10,10,0,0,8,9.77e-06
Meta: Llama 3.1 8B Instruct,word_count,90.00,9,10,10,0,0,1,1.06e-05
Meta: Llama 3.2 11B Vision Instruct,arithmetic,80.00,8,10,10,0,0,2,0.000105105
Meta: Llama 3.2 11B Vision Instruct,character_count,20.00,2,10,10,0,0,8,9.408e-05
Meta: Llama 3.2 11B Vision Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.000215355
Meta: Llama 3.2 11B Vision Instruct,format_compliance,100.00,10,10,10,0,0,0,0.00012838
Meta: Llama 3.2 11B Vision Instruct,negation,100.00,10,10,10,0,0,0,0.00011172
Meta: Llama 3.2 11B Vision Instruct,ordering,100.00,10,10,10,0,0,0,0.000133035
Meta: Llama 3.2 11B Vision Instruct,spelling_transform,30.00,3,10,10,0,0,7,9.751e-05
Meta: Llama 3.2 11B Vision Instruct,word_count,100.00,10,10,10,0,0,0,6.958e-05
Meta: Llama 3.2 1B Instruct,arithmetic,30.00,3,10,10,0,0,7,1.7274e-05
Meta: Llama 3.2 1B Instruct,character_count,30.00,3,10,10,0,0,7,1.4118e-05
Meta: Llama 3.2 1B Instruct,constraint_awareness,20.00,2,10,10,0,0,8,3.2106e-05
Meta: Llama 3.2 1B Instruct,format_compliance,100.00,10,10,10,0,0,0,2.6625e-05
Meta: Llama 3.2 1B Instruct,negation,30.00,3,10,10,0,0,7,1.9824e-05
Meta: Llama 3.2 1B Instruct,ordering,80.00,8,10,10,0,0,2,3.1461e-05
Meta: Llama 3.2 1B Instruct,spelling_transform,10.00,1,10,10,0,0,9,1.7775e-05
Meta: Llama 3.2 1B Instruct,word_count,0.00,0,10,10,0,0,10,1.6494e-05
Meta: Llama 3.2 3B Instruct,arithmetic,,0,3,0,3,0,0,0.0
Meta: Llama 3.2 3B Instruct,character_count,0.00,0,2,1,1,0,1,3.8258e-06
Meta: Llama 3.2 3B Instruct,constraint_awareness,,0,2,0,2,0,0,5.9127e-06
Meta: Llama 3.2 3B Instruct,format_compliance,,0,1,0,1,0,0,0.0
Meta: Llama 3.2 3B Instruct,negation,,0,1,0,1,0,0,0.0
Meta: Llama 3.2 3B Instruct,ordering,,0,2,0,2,0,0,0.0
Meta: Llama 3.2 3B Instruct,spelling_transform,0.00,0,3,2,1,0,2,9.458e-06
Meta: Llama 3.2 3B Instruct,word_count,,0,2,0,2,0,0,0.0
Meta: Llama 3.3 70B Instruct,arithmetic,90.00,9,10,10,0,0,1,5.564e-05
Meta: Llama 3.3 70B Instruct,character_count,30.00,3,10,10,0,0,7,4.83e-05
Meta: Llama 3.3 70B Instruct,constraint_awareness,90.00,9,10,10,0,0,1,0.0001065
Meta: Llama 3.3 70B Instruct,format_compliance,100.00,10,10,10,0,0,0,7.048e-05
Meta: Llama 3.3 70B Instruct,negation,100.00,10,10,10,0,0,0,6.552e-05
Meta: Llama 3.3 70B Instruct,ordering,100.00,10,10,10,0,0,0,8.604e-05
Meta: Llama 3.3 70B Instruct,spelling_transform,70.00,7,10,10,0,0,3,5.064e-05
Meta: Llama 3.3 70B Instruct,word_count,100.00,10,10,10,0,0,0,5.46e-05
Meta: Llama 4 Maverick,arithmetic,90.00,9,10,10,0,0,1,0.000077
Meta: Llama 4 Maverick,character_count,30.00,3,10,10,0,0,7,0.000055
Meta: Llama 4 Maverick,constraint_awareness,90.00,9,10,10,0,0,1,0.000137
Meta: Llama 4 Maverick,format_compliance,100.00,10,10,10,0,0,0,0.000096
Meta: Llama 4 Maverick,negation,100.00,10,10,10,0,0,0,0.000081
Meta: Llama 4 Maverick,ordering,100.00,10,10,10,0,0,0,0.000115
Meta: Llama 4 Maverick,spelling_transform,50.00,5,10,10,0,0,5,0.000083
Meta: Llama 4 Maverick,word_count,100.00,10,10,10,0,0,0,0.00003
Meta: Llama 4 Scout,arithmetic,90.00,9,10,10,0,0,1,4.122e-05
Meta: Llama 4 Scout,character_count,30.00,3,10,10,0,0,7,3.512e-05
Meta: Llama 4 Scout,constraint_awareness,80.00,8,10,10,0,0,2,7.876e-05
Meta: Llama 4 Scout,format_compliance,100.00,10,10,10,0,0,0,5.71e-05
Meta: Llama 4 Scout,negation,100.00,10,10,10,0,0,0,4.66e-05
Meta: Llama 4 Scout,ordering,90.00,9,10,10,0,0,1,6.434e-05
Meta: Llama 4 Scout,spelling_transform,20.00,2,10,10,0,0,8,4.334e-05
Meta: Llama 4 Scout,word_count,100.00,10,10,10,0,0,0,1.696e-05
Meta: Llama Guard 4 12B,arithmetic,0.00,0,10,10,0,0,10,0.00042642
Meta: Llama Guard 4 12B,character_count,0.00,0,10,10,0,0,10,0.00042012
Meta: Llama Guard 4 12B,constraint_awareness,0.00,0,10,10,0,0,10,0.00051156
Meta: Llama Guard 4 12B,format_compliance,0.00,0,10,10,0,0,10,0.0004365
Meta: Llama Guard 4 12B,negation,0.00,0,10,10,0,0,10,0.0004419
Meta: Llama Guard 4 12B,ordering,0.00,0,10,10,0,0,10,0.00043524
Meta: Llama Guard 4 12B,spelling_transform,0.00,0,10,10,0,0,10,0.00041904
Meta: Llama Guard 4 12B,word_count,0.00,0,10,10,0,0,10,0.00026172
Microsoft: Phi 4,arithmetic,60.00,6,10,10,0,0,4,3e-05
Microsoft: Phi 4,character_count,10.00,1,10,10,0,0,9,2.6715e-05
Microsoft: Phi 4,constraint_awareness,80.00,8,10,10,0,0,2,0.000112955
Microsoft: Phi 4,format_compliance,100.00,10,10,10,0,0,0,4.8005e-05
Microsoft: Phi 4,negation,100.00,10,10,10,0,0,0,4.4345e-05
Microsoft: Phi 4,ordering,90.00,9,10,10,0,0,1,4.1445e-05
Microsoft: Phi 4,spelling_transform,20.00,2,10,10,0,0,8,0.001433155
Microsoft: Phi 4,word_count,100.00,10,10,10,0,0,0,3.218e-05
Microsoft: Phi 4 Mini Instruct,arithmetic,80.00,8,10,10,0,0,2,3.787e-05
Microsoft: Phi 4 Mini Instruct,character_count,10.00,1,10,10,0,0,9,3.036e-05
Microsoft: Phi 4 Mini Instruct,constraint_awareness,90.00,9,10,10,0,0,1,8.765e-05
Microsoft: Phi 4 Mini Instruct,format_compliance,100.00,10,10,10,0,0,0,6.476e-05
Microsoft: Phi 4 Mini Instruct,negation,100.00,10,10,10,0,0,0,4.44e-05
Microsoft: Phi 4 Mini Instruct,ordering,80.00,8,10,10,0,0,2,6.349e-05
Microsoft: Phi 4 Mini Instruct,spelling_transform,30.00,3,10,10,0,0,7,0.01053739
Microsoft: Phi 4 Mini Instruct,word_count,100.00,10,10,10,0,0,0,3.564e-05
MiniMax: MiniMax M2,arithmetic,100.00,10,10,10,0,0,0,0.001051
MiniMax: MiniMax M2,character_count,100.00,10,10,10,0,0,0,0.001889
MiniMax: MiniMax M2,constraint_awareness,90.00,9,10,10,0,0,1,0.004646
MiniMax: MiniMax M2,format_compliance,100.00,10,10,10,0,0,0,0.000887
MiniMax: MiniMax M2,negation,100.00,10,10,10,0,0,0,0.001405
MiniMax: MiniMax M2,ordering,100.00,10,10,10,0,0,0,0.001338
MiniMax: MiniMax M2,spelling_transform,90.00,9,10,10,0,0,1,0.010355
MiniMax: MiniMax M2,word_count,100.00,10,10,10,0,0,0,0.001358
MiniMax: MiniMax M2.1,arithmetic,90.00,9,10,10,0,0,1,0.001285
MiniMax: MiniMax M2.1,character_count,100.00,10,10,10,0,0,0,0.002234
MiniMax: MiniMax M2.1,constraint_awareness,100.00,10,10,10,0,0,0,0.005252
MiniMax: MiniMax M2.1,format_compliance,100.00,10,10,10,0,0,0,0.001239
MiniMax: MiniMax M2.1,negation,100.00,10,10,10,0,0,0,0.001371
MiniMax: MiniMax M2.1,ordering,100.00,10,10,10,0,0,0,0.001711
MiniMax: MiniMax M2.1,spelling_transform,70.00,7,10,10,0,0,3,0.009327
MiniMax: MiniMax M2.1,word_count,100.00,10,10,10,0,0,0,0.001494
MiniMax: MiniMax M2.5,arithmetic,100.00,10,10,10,0,0,0,0.001179
MiniMax: MiniMax M2.5,character_count,100.00,10,10,10,0,0,0,0.001735
MiniMax: MiniMax M2.5,constraint_awareness,90.00,9,10,10,0,0,1,0.005802
MiniMax: MiniMax M2.5,format_compliance,100.00,10,10,10,0,0,0,0.000708
MiniMax: MiniMax M2.5,negation,100.00,10,10,10,0,0,0,0.001585
MiniMax: MiniMax M2.5,ordering,100.00,10,10,10,0,0,0,0.00147
MiniMax: MiniMax M2.5,spelling_transform,50.00,5,10,10,0,0,5,0.030613
MiniMax: MiniMax M2.5,word_count,100.00,10,10,10,0,0,0,0.001417
MiniMax: MiniMax M2.7,arithmetic,80.00,8,10,10,0,0,2,0.001431
MiniMax: MiniMax M2.7,character_count,80.00,8,10,10,0,0,2,0.002803
MiniMax: MiniMax M2.7,constraint_awareness,90.00,9,10,10,0,0,1,0.005409
MiniMax: MiniMax M2.7,format_compliance,100.00,10,10,10,0,0,0,0.00187
MiniMax: MiniMax M2.7,negation,90.00,9,10,10,0,0,1,0.001698
MiniMax: MiniMax M2.7,ordering,100.00,10,10,10,0,0,0,0.002683
MiniMax: MiniMax M2.7,spelling_transform,90.00,9,10,10,0,0,1,0.008385
MiniMax: MiniMax M2.7,word_count,90.00,9,10,10,0,0,1,0.001454
MiniMax: MiniMax M3,arithmetic,100.00,10,10,10,0,0,0,0.000918
MiniMax: MiniMax M3,character_count,100.00,10,10,10,0,0,0,0.001649
MiniMax: MiniMax M3,constraint_awareness,90.00,9,10,10,0,0,1,0.00206
MiniMax: MiniMax M3,format_compliance,100.00,10,10,10,0,0,0,0.000631
MiniMax: MiniMax M3,negation,100.00,10,10,10,0,0,0,0.001046
MiniMax: MiniMax M3,ordering,100.00,10,10,10,0,0,0,0.001059
MiniMax: MiniMax M3,spelling_transform,100.00,10,10,10,0,0,0,0.002032
MiniMax: MiniMax M3,word_count,100.00,10,10,10,0,0,0,0.000489
MiniMax: MiniMax-01,arithmetic,90.00,9,10,10,0,0,1,0.0015071
MiniMax: MiniMax-01,character_count,30.00,3,10,10,0,0,7,0.0014852
MiniMax: MiniMax-01,constraint_awareness,100.00,10,10,10,0,0,0,0.0015844
MiniMax: MiniMax-01,format_compliance,100.00,10,10,10,0,0,0,0.0015744
MiniMax: MiniMax-01,negation,100.00,10,10,10,0,0,0,0.0015111
MiniMax: MiniMax-01,ordering,100.00,10,10,10,0,0,0,0.0015841
MiniMax: MiniMax-01,spelling_transform,70.00,7,10,10,0,0,3,0.0015033
MiniMax: MiniMax-01,word_count,100.00,10,10,10,0,0,0,0.0006016
Mistral Large 2407,arithmetic,90.00,9,10,10,0,0,1,0.000946
Mistral Large 2407,character_count,20.00,2,10,10,0,0,8,0.000712
Mistral Large 2407,constraint_awareness,100.00,10,10,10,0,0,0,0.001756
Mistral Large 2407,format_compliance,100.00,10,10,10,0,0,0,0.0010692
Mistral Large 2407,negation,100.00,10,10,10,0,0,0,0.000878
Mistral Large 2407,ordering,100.00,10,10,10,0,0,0,0.0013132
Mistral Large 2407,spelling_transform,70.00,7,10,10,0,0,3,0.061792
Mistral Large 2407,word_count,100.00,10,10,10,0,0,0,0.000454
Mistral: Codestral 2508,arithmetic,90.00,9,10,10,0,0,1,0.0001401
Mistral: Codestral 2508,character_count,50.00,5,10,10,0,0,5,0.0001068
Mistral: Codestral 2508,constraint_awareness,100.00,10,10,10,0,0,0,0.0002634
Mistral: Codestral 2508,format_compliance,100.00,10,10,10,0,0,0,0.000216
Mistral: Codestral 2508,negation,90.00,9,10,10,0,0,1,0.0001461
Mistral: Codestral 2508,ordering,90.00,9,10,10,0,0,1,0.0002061
Mistral: Codestral 2508,spelling_transform,40.00,4,10,10,0,0,6,0.0001203
Mistral: Codestral 2508,word_count,100.00,10,10,10,0,0,0,5.46e-05
Mistral: Devstral 2 2512,arithmetic,90.00,9,10,10,0,0,1,0.00011496
Mistral: Devstral 2 2512,character_count,40.00,4,10,10,0,0,6,9.104e-05
Mistral: Devstral 2 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.0003064
Mistral: Devstral 2 2512,format_compliance,100.00,10,10,10,0,0,0,0.00027896
Mistral: Devstral 2 2512,negation,100.00,10,10,10,0,0,0,0.00011096
Mistral: Devstral 2 2512,ordering,100.00,10,10,10,0,0,0,0.000234
Mistral: Devstral 2 2512,spelling_transform,60.00,6,10,10,0,0,4,0.00012472
Mistral: Devstral 2 2512,word_count,100.00,10,10,10,0,0,0,3.056e-05
Mistral: Ministral 3 14B 2512,arithmetic,100.00,10,10,10,0,0,0,7.72e-05
Mistral: Ministral 3 14B 2512,character_count,20.00,2,10,10,0,0,8,6.32e-05
Mistral: Ministral 3 14B 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.0001676
Mistral: Ministral 3 14B 2512,format_compliance,100.00,10,10,10,0,0,0,9.98e-05
Mistral: Ministral 3 14B 2512,negation,100.00,10,10,10,0,0,0,8.9e-05
Mistral: Ministral 3 14B 2512,ordering,100.00,10,10,10,0,0,0,9.7e-05
Mistral: Ministral 3 14B 2512,spelling_transform,30.00,3,10,10,0,0,7,6.94e-05
Mistral: Ministral 3 14B 2512,word_count,100.00,10,10,10,0,0,0,3.32e-05
Mistral: Ministral 3 3B 2512,arithmetic,60.00,6,10,10,0,0,4,3.86e-05
Mistral: Ministral 3 3B 2512,character_count,30.00,3,10,10,0,0,7,3.18e-05
Mistral: Ministral 3 3B 2512,constraint_awareness,100.00,10,10,10,0,0,0,8.38e-05
Mistral: Ministral 3 3B 2512,format_compliance,100.00,10,10,10,0,0,0,5.28e-05
Mistral: Ministral 3 3B 2512,negation,90.00,9,10,10,0,0,1,4.46e-05
Mistral: Ministral 3 3B 2512,ordering,100.00,10,10,10,0,0,0,4.85e-05
Mistral: Ministral 3 3B 2512,spelling_transform,10.00,1,10,10,0,0,9,3.94e-05
Mistral: Ministral 3 3B 2512,word_count,100.00,10,10,10,0,0,0,1.66e-05
Mistral: Ministral 3 8B 2512,arithmetic,90.00,9,10,10,0,0,1,5.79e-05
Mistral: Ministral 3 8B 2512,character_count,30.00,3,10,10,0,0,7,4.77e-05
Mistral: Ministral 3 8B 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.0001257
Mistral: Ministral 3 8B 2512,format_compliance,100.00,10,10,10,0,0,0,7.92e-05
Mistral: Ministral 3 8B 2512,negation,100.00,10,10,10,0,0,0,6.675e-05
Mistral: Ministral 3 8B 2512,ordering,90.00,9,10,10,0,0,1,7.275e-05
Mistral: Ministral 3 8B 2512,spelling_transform,30.00,3,10,10,0,0,7,4.935e-05
Mistral: Ministral 3 8B 2512,word_count,100.00,10,10,10,0,0,0,3.72e-05
Mistral: Mistral Large 3 2512,arithmetic,90.00,9,10,10,0,0,1,0.0002365
Mistral: Mistral Large 3 2512,character_count,20.00,2,10,10,0,0,8,0.000178
Mistral: Mistral Large 3 2512,constraint_awareness,100.00,10,10,10,0,0,0,0.000439
Mistral: Mistral Large 3 2512,format_compliance,100.00,10,10,10,0,0,0,0.000281
Mistral: Mistral Large 3 2512,negation,100.00,10,10,10,0,0,0,0.0002435
Mistral: Mistral Large 3 2512,ordering,100.00,10,10,10,0,0,0,0.0003435
Mistral: Mistral Large 3 2512,spelling_transform,80.00,8,10,10,0,0,2,0.0275875
Mistral: Mistral Large 3 2512,word_count,100.00,10,10,10,0,0,0,9.1e-05
Mistral: Mistral Medium 3,arithmetic,80.00,8,10,10,0,0,2,0.0002216
Mistral: Mistral Medium 3,character_count,40.00,4,10,10,0,0,6,0.0001584
Mistral: Mistral Medium 3,constraint_awareness,100.00,10,10,10,0,0,0,0.0004292
Mistral: Mistral Medium 3,format_compliance,100.00,10,10,10,0,0,0,0.0003788
Mistral: Mistral Medium 3,negation,100.00,10,10,10,0,0,0,0.0002116
Mistral: Mistral Medium 3,ordering,100.00,10,10,10,0,0,0,0.0003556
Mistral: Mistral Medium 3,spelling_transform,50.00,5,10,10,0,0,5,0.00019
Mistral: Mistral Medium 3,word_count,100.00,10,10,10,0,0,0,7.92e-05
Mistral: Mistral Medium 3.1,arithmetic,70.00,7,10,10,0,0,3,0.0002256
Mistral: Mistral Medium 3.1,character_count,40.00,4,10,10,0,0,6,0.0001584
Mistral: Mistral Medium 3.1,constraint_awareness,100.00,10,10,10,0,0,0,0.0003672
Mistral: Mistral Medium 3.1,format_compliance,100.00,10,10,10,0,0,0,0.00035448
Mistral: Mistral Medium 3.1,negation,100.00,10,10,10,0,0,0,0.0002116
Mistral: Mistral Medium 3.1,ordering,100.00,10,10,10,0,0,0,0.0003556
Mistral: Mistral Medium 3.1,spelling_transform,60.00,6,10,10,0,0,4,0.000196
Mistral: Mistral Medium 3.1,word_count,100.00,10,10,10,0,0,0,7.92e-05
Mistral: Mistral Medium 3.5,arithmetic,80.00,8,10,10,0,0,2,0.001041
Mistral: Mistral Medium 3.5,character_count,40.00,4,10,10,0,0,6,0.00075
Mistral: Mistral Medium 3.5,constraint_awareness,100.00,10,10,10,0,0,0,0.001557
Mistral: Mistral Medium 3.5,format_compliance,100.00,10,10,10,0,0,0,0.001252
Mistral: Mistral Medium 3.5,negation,100.00,10,10,10,0,0,0,0.0009735
Mistral: Mistral Medium 3.5,ordering,90.00,9,10,10,0,0,1,0.001521
Mistral: Mistral Medium 3.5,spelling_transform,30.00,3,10,10,0,0,7,0.0009225
Mistral: Mistral Medium 3.5,word_count,100.00,10,10,10,0,0,0,0.000687
Mistral: Mistral Nemo,arithmetic,70.00,7,10,10,0,0,3,8.58e-06
Mistral: Mistral Nemo,character_count,30.00,3,10,10,0,0,7,6.8e-06
Mistral: Mistral Nemo,constraint_awareness,80.00,8,10,10,0,0,2,1.742e-05
Mistral: Mistral Nemo,format_compliance,100.00,10,10,10,0,0,0,1.001e-05
Mistral: Mistral Nemo,negation,100.00,10,10,10,0,0,0,9.59e-06
